repo,login,country,city,lat,lon,contributions
jsxgraph/jsxgraph,sebablanco,Australia,Sydney,-33.8688,151.2093,17
jsxgraph/jsxgraph,nikolas,United States,New York,40.7128,-74.006,17
jsxgraph/jsxgraph,christianp,United Kingdom,London,51.5072,-0.1276,13
ILoveBingLu/CipherTalk,Guyungy,United Kingdom,London,51.5072,-0.1276,2
clidey/whodb,majiayu000,China,Beijing,39.9042,116.4074,1
clidey/whodb,dhimanAbhi,India,Bangalore,12.9716,77.5946,1
matplotlib/matplotlib,tacaswell,United States,New York,40.7128,-74.006,6896
matplotlib/matplotlib,QuLogic,Canada,Toronto,43.6532,-79.3832,5729
matplotlib/matplotlib,timhoffm,Germany,Berlin,52.52,13.405,4478
matplotlib/matplotlib,mdboom,United States,San Francisco,37.7749,-122.4194,3919
matplotlib/matplotlib,jklymak,Canada,Toronto,43.6532,-79.3832,2589
matplotlib/matplotlib,dstansby,United Kingdom,London,51.5072,-0.1276,2080
matplotlib/matplotlib,dopplershift,United States,San Francisco,37.7749,-122.4194,590
matplotlib/matplotlib,rcomer,United Kingdom,London,51.5072,-0.1276,537
ArcadeData/arcadedb,tae898,Netherlands,Amsterdam,52.3676,4.9041,16
ArcadeData/arcadedb,gfinger,Germany,Berlin,52.52,13.405,4
ArcadeData/arcadedb,jsoref,Canada,Toronto,43.6532,-79.3832,3
tursodatabase/turso,avinassh,India,Bangalore,12.9716,77.5946,311
tursodatabase/turso,LeMikaelF,Canada,Toronto,43.6532,-79.3832,290
tursodatabase/turso,Pavan-Nambi,India,Bangalore,12.9716,77.5946,150
tursodatabase/turso,ihorandrianov,Germany,Berlin,52.52,13.405,120
tursodatabase/turso,alpaylan,United States,San Francisco,37.7749,-122.4194,119
tursodatabase/turso,kumarUjjawal,India,Bangalore,12.9716,77.5946,92
cockroachdb/cockroach,knz,Netherlands,Amsterdam,52.3676,4.9041,4294
cockroachdb/cockroach,nvb,United States,New York,40.7128,-74.006,3758
cockroachdb/cockroach,yuzefovich,United States,San Francisco,37.7749,-122.4194,3638
cockroachdb/cockroach,tamird,United States,New York,40.7128,-74.006,3218
cockroachdb/cockroach,rafiss,United States,New York,40.7128,-74.006,2126
cockroachdb/cockroach,benesch,United States,New York,40.7128,-74.006,1374
cockroachdb/cockroach,pav-kv,United Kingdom,London,51.5072,-0.1276,1212
cockroachdb/cockroach,otan,Australia,Sydney,-33.8688,151.2093,1196
StarRocks/starrocks,HangyuanLiu,China,Beijing,39.9042,116.4074,722
StarRocks/starrocks,sduzh,China,Beijing,39.9042,116.4074,615
StarRocks/starrocks,Seaven,China,Beijing,39.9042,116.4074,608
StarRocks/starrocks,Youngwb,China,Beijing,39.9042,116.4074,608
StarRocks/starrocks,kevincai,China,Shanghai,31.2304,121.4737,515
TableProApp/TablePro,nexxai,Canada,Toronto,43.6532,-79.3832,4
TableProApp/TablePro,stolenzc,China,Beijing,39.9042,116.4074,3
TableProApp/TablePro,tonghs,China,Beijing,39.9042,116.4074,2
TableProApp/TablePro,overtrue,China,Beijing,39.9042,116.4074,2
TableProApp/TablePro,michel,Netherlands,Amsterdam,52.3676,4.9041,1
t8y2/dbx,t8y2,China,Beijing,39.9042,116.4074,440
t8y2/dbx,agent-43,Japan,Tokyo,35.6762,139.6503,6
t8y2/dbx,wu-clan,China,Beijing,39.9042,116.4074,4
t8y2/dbx,wds824,China,Beijing,39.9042,116.4074,3
t8y2/dbx,kingcanfish,China,Beijing,39.9042,116.4074,1
databasus/databasus,wzzrd,Netherlands,Amsterdam,52.3676,4.9041,1
databasus/databasus,omerkarabacak,Germany,Berlin,52.52,13.405,1
rqlite/rqlite,jtackaberry,Canada,Toronto,43.6532,-79.3832,6
rqlite/rqlite,turbo,Germany,Berlin,52.52,13.405,5
rqlite/rqlite,zmedico,United States,San Francisco,37.7749,-122.4194,5
rqlite/rqlite,alexandear,United Kingdom,London,51.5072,-0.1276,5
rqlite/rqlite,andreasstieger,Germany,Berlin,52.52,13.405,3
rqlite/rqlite,chermehdi,United Kingdom,London,51.5072,-0.1276,2
rqlite/rqlite,seraphico,China,Beijing,39.9042,116.4074,2
rqlite/rqlite,mkideal,China,Beijing,39.9042,116.4074,2
databendlabs/databend,drmingdrmer,China,Beijing,39.9042,116.4074,1679
databendlabs/databend,youngsofun,China,Beijing,39.9042,116.4074,1533
databendlabs/databend,andylokandy,China,Beijing,39.9042,116.4074,691
databendlabs/databend,b41sh,China,Beijing,39.9042,116.4074,640
databendlabs/databend,TCeason,China,Beijing,39.9042,116.4074,639
EhTagTranslation/Database,OpportunityLiu,China,Beijing,39.9042,116.4074,2001
EhTagTranslation/Database,xiejinglong,China,Beijing,39.9042,116.4074,1519
EhTagTranslation/Database,ZerOri,China,Beijing,39.9042,116.4074,941
EhTagTranslation/Database,ForsakenRei,United States,San Francisco,37.7749,-122.4194,797
EhTagTranslation/Database,AXIS5hacker,China,Beijing,39.9042,116.4074,747
seaweedfs/seaweedfs,chrislusf,United States,San Francisco,37.7749,-122.4194,9467
seaweedfs/seaweedfs,bingoohuang,China,Beijing,39.9042,116.4074,46
seaweedfs/seaweedfs,guo-sj,China,Beijing,39.9042,116.4074,32
seaweedfs/seaweedfs,DragonStuff,Japan,Tokyo,35.6762,139.6503,29
seaweedfs/seaweedfs,yanyiwu,China,Beijing,39.9042,116.4074,28
seaweedfs/seaweedfs,blacktear23,China,Beijing,39.9042,116.4074,25
kube-green/kube-green,christianhuth,Germany,Berlin,52.52,13.405,2
kube-green/kube-green,hiromi-mi,Japan,Tokyo,35.6762,139.6503,1
kube-green/kube-green,viktor42b,France,Paris,48.8566,2.3522,1
kube-green/kube-green,BenjaminBurton,United States,New York,40.7128,-74.006,1
kube-green/kube-green,gustavobini,Netherlands,Amsterdam,52.3676,4.9041,1
NeptuneHub/AudioMuse-AI,b02laire,France,Paris,48.8566,2.3522,6
NeptuneHub/AudioMuse-AI,ravenscroftj,United Kingdom,London,51.5072,-0.1276,3
bjw-s-labs/home-ops,bjw-s,Netherlands,Amsterdam,52.3676,4.9041,6722
bjw-s-labs/home-ops,roperscrossroads,United States,San Francisco,37.7749,-122.4194,1
bjw-s-labs/home-ops,eleboucher,France,Paris,48.8566,2.3522,1
bjw-s-labs/home-ops,robinschneider,Germany,Berlin,52.52,13.405,1
mkubaczyk/helmsman,chenrui333,United States,New York,40.7128,-74.006,9
mkubaczyk/helmsman,ndegory,United States,San Francisco,37.7749,-122.4194,8
mkubaczyk/helmsman,hatemosphere,United Kingdom,London,51.5072,-0.1276,6
mkubaczyk/helmsman,lachlancooper,Australia,Sydney,-33.8688,151.2093,4
pulumi/pulumi,Zaid-Ajaj,Netherlands,Amsterdam,52.3676,4.9041,395
pulumi/pulumi,AaronFriel,United States,San Francisco,37.7749,-122.4194,315
pulumi/pulumi,abhinav,United States,San Francisco,37.7749,-122.4194,284
jhipster/generator-jhipster,jdubois,France,Paris,48.8566,2.3522,4874
jhipster/generator-jhipster,deepu105,Netherlands,Amsterdam,52.3676,4.9041,3955
jhipster/generator-jhipster,pascalgrimaud,France,Paris,48.8566,2.3522,3409
jhipster/generator-jhipster,qmonmert,France,Paris,48.8566,2.3522,2412
jhipster/generator-jhipster,sendilkumarn,Netherlands,Amsterdam,52.3676,4.9041,644
jhipster/generator-jhipster,Tcharl,France,Paris,48.8566,2.3522,623
jhipster/generator-jhipster,atomfrede,Germany,Berlin,52.52,13.405,621
jhipster/generator-jhipster,MathieuAA,France,Paris,48.8566,2.3522,574
jhipster/generator-jhipster,ruddell,India,Bangalore,12.9716,77.5946,519
jhipster/generator-jhipster,PierreBesson,France,Paris,48.8566,2.3522,483
jhipster/generator-jhipster,murdos,France,Paris,48.8566,2.3522,378
jhipster/generator-jhipster,cbornet,France,Paris,48.8566,2.3522,371
jhipster/generator-jhipster,jmirc,Canada,Toronto,43.6532,-79.3832,349
jhipster/generator-jhipster,avdev4j,France,Paris,48.8566,2.3522,336
netbox-community/netbox-chart,bootc,United Kingdom,London,51.5072,-0.1276,158
netbox-community/netbox-chart,moonrail,Germany,Berlin,52.52,13.405,4
netbox-community/netbox-chart,bmhughes,United Kingdom,London,51.5072,-0.1276,3
kubenav/kubenav,ricoberger,Germany,Berlin,52.52,13.405,1118
kubenav/kubenav,matthiastz,Germany,Berlin,52.52,13.405,3
kubenav/kubenav,madeddie,United States,New York,40.7128,-74.006,2
kubenav/kubenav,usmanatron,United Kingdom,London,51.5072,-0.1276,1
floci-io/floci,okinaka,Japan,Tokyo,35.6762,139.6503,26
floci-io/floci,iam-ssrivastav,India,Bangalore,12.9716,77.5946,7
kimdre/doco-cd,kimdre,Germany,Berlin,52.52,13.405,785
kimdre/doco-cd,p0lycarpio,France,Paris,48.8566,2.3522,2
kimdre/doco-cd,bjw-s,Netherlands,Amsterdam,52.3676,4.9041,2
kimdre/doco-cd,danroc,France,Paris,48.8566,2.3522,2
kimdre/doco-cd,tldev,United States,New York,40.7128,-74.006,1
kimdre/doco-cd,clstb,Germany,Berlin,52.52,13.405,1
IBM/mcp-context-forge,shoummu1,India,Bangalore,12.9716,77.5946,76
IBM/mcp-context-forge,Jay-IRL,India,Bangalore,12.9716,77.5946,59
IBM/mcp-context-forge,araujof,United States,San Francisco,37.7749,-122.4194,31
k8sgpt-ai/k8sgpt,AlexsJones,United Kingdom,London,51.5072,-0.1276,326
k8sgpt-ai/k8sgpt,matthisholleville,France,Paris,48.8566,2.3522,82
k8sgpt-ai/k8sgpt,rakshitgondwal,India,Bangalore,12.9716,77.5946,12
k8sgpt-ai/k8sgpt,yankay,China,Shanghai,31.2304,121.4737,8
k8sgpt-ai/k8sgpt,jianzhangbjz,China,Beijing,39.9042,116.4074,4
openebs/openebs,kmova,India,Bangalore,12.9716,77.5946,365
openebs/openebs,tiagolobocastro,United Kingdom,London,51.5072,-0.1276,102
openebs/openebs,niladrih,India,Bangalore,12.9716,77.5946,71
openebs/openebs,gprasath,India,Bangalore,12.9716,77.5946,52
openebs/openebs,muratkars,United States,San Francisco,37.7749,-122.4194,51
openebs/openebs,shubham14bajpai,India,Bangalore,12.9716,77.5946,45
openebs/openebs,umamukkara,India,Bangalore,12.9716,77.5946,45
openebs/openebs,vibhor995,India,Bangalore,12.9716,77.5946,33
openebs/openebs,akhilerm,India,Bangalore,12.9716,77.5946,30
openebs/openebs,ranjithwingrider,India,Bangalore,12.9716,77.5946,26
superplanehq/superplane,manasa-bhagwat,India,Bangalore,12.9716,77.5946,8
serversideup/spin,jaydrogers,United Kingdom,London,51.5072,-0.1276,271
serversideup/spin,danpastori,United Kingdom,London,51.5072,-0.1276,11
serversideup/spin,oldskool73,Australia,Sydney,-33.8688,151.2093,1
serversideup/spin,nexxai,Canada,Toronto,43.6532,-79.3832,1
getsentry/sentry,dcramer,United States,San Francisco,37.7749,-122.4194,11388
getsentry/sentry,evanpurkhiser,United States,New York,40.7128,-74.006,5959
getsentry/sentry,scttcper,United States,San Francisco,37.7749,-122.4194,3147
getsentry/sentry,markstory,Canada,Toronto,43.6532,-79.3832,2675
getsentry/sentry,billyvg,United States,San Francisco,37.7749,-122.4194,2509
getsentry/sentry,Zylphrex,Canada,Toronto,43.6532,-79.3832,2430
getsentry/sentry,ckj,United States,San Francisco,37.7749,-122.4194,1940
getsentry/sentry,JonasBa,United States,San Francisco,37.7749,-122.4194,1910
getsentry/sentry,ryan953,United States,San Francisco,37.7749,-122.4194,1724
getsentry/sentry,malwilley,United States,San Francisco,37.7749,-122.4194,1569
getsentry/sentry,wmak,Canada,Toronto,43.6532,-79.3832,1283
getsentry/sentry,DominikB2014,Canada,Toronto,43.6532,-79.3832,1224
woodpecker-ci/woodpecker,xoxys,Germany,Berlin,52.52,13.405,199
woodpecker-ci/woodpecker,lukashass,Germany,Berlin,52.52,13.405,66
woodpecker-ci/woodpecker,donny-dont,United States,San Francisco,37.7749,-122.4194,27
kviklet/kviklet,Askir,Germany,Berlin,52.52,13.405,312
kviklet/kviklet,IR-DAN,Germany,Berlin,52.52,13.405,3
kviklet/kviklet,VIDGuide,Australia,Sydney,-33.8688,151.2093,1
Tracer-Cloud/opensre,davincios,United Kingdom,London,51.5072,-0.1276,594
Tracer-Cloud/opensre,VaibhavUpreti,United Kingdom,London,51.5072,-0.1276,313
Tracer-Cloud/opensre,muddlebee,India,Bangalore,12.9716,77.5946,66
Tracer-Cloud/opensre,sundaram2021,India,Bangalore,12.9716,77.5946,10
Tracer-Cloud/opensre,7vignesh,India,Bangalore,12.9716,77.5946,9
ENTERPILOT/GoModel,octo-patch,United States,San Francisco,37.7749,-122.4194,1
ENTERPILOT/GoModel,epicfilemcnulty,United Kingdom,London,51.5072,-0.1276,1
adriannovegil/awesome-observability,cguimaraes,Germany,Berlin,52.52,13.405,1
adriannovegil/awesome-observability,OrlovEvgeny,Netherlands,Amsterdam,52.3676,4.9041,1
adriannovegil/awesome-observability,gorkem-bwl,Canada,Toronto,43.6532,-79.3832,1
adriannovegil/awesome-observability,Firefishy,United Kingdom,London,51.5072,-0.1276,1
adriannovegil/awesome-observability,terdia,Germany,Berlin,52.52,13.405,1
elastic/kibana,shahzad31,Germany,Berlin,52.52,13.405,1158
elastic/kibana,flash1293,Germany,Berlin,52.52,13.405,1042
elastic/kibana,pgayvallet,United States,San Francisco,37.7749,-122.4194,831
elastic/kibana,tsullivan,United States,San Francisco,37.7749,-122.4194,821
elastic/kibana,dmlemeshko,Germany,Berlin,52.52,13.405,686
Linuxfabrik/monitoring-plugins,SnejPro,Germany,Berlin,52.52,13.405,3
Linuxfabrik/monitoring-plugins,berrnd,Germany,Berlin,52.52,13.405,3
Linuxfabrik/monitoring-plugins,djmcd89,Germany,Berlin,52.52,13.405,1
langfuse/langfuse,maxdeichmann,Germany,Berlin,52.52,13.405,1480
langfuse/langfuse,Steffen911,Germany,Berlin,52.52,13.405,872
langfuse/langfuse,hassiebp,Germany,Berlin,52.52,13.405,530
langfuse/langfuse,nimarb,Japan,Tokyo,35.6762,139.6503,487
langfuse/langfuse,sumerman,Germany,Berlin,52.52,13.405,219
langfuse/langfuse,RichardKruemmel,Germany,Berlin,52.52,13.405,62
langfuse/langfuse,bezbac,Germany,Berlin,52.52,13.405,47
langfuse/langfuse,leoweigand,Germany,Berlin,52.52,13.405,42
langfuse/langfuse,clemra,Germany,Berlin,52.52,13.405,28
langfuse/langfuse,Lotte-Verheyden,United States,San Francisco,37.7749,-122.4194,15
langfuse/langfuse,davidmc971,Germany,Berlin,52.52,13.405,14
langwatch/langwatch,rogeriochaves,Netherlands,Amsterdam,52.3676,4.9041,2296
langwatch/langwatch,drewdrewthis,France,Paris,48.8566,2.3522,568
langwatch/langwatch,0xdeafcafe,Netherlands,Amsterdam,52.3676,4.9041,475
langwatch/langwatch,sergioestebance,Netherlands,Amsterdam,52.3676,4.9041,225
langwatch/langwatch,Eugenumber1,Netherlands,Amsterdam,52.3676,4.9041,50
langwatch/langwatch,Aryansharma28,Netherlands,Amsterdam,52.3676,4.9041,33
langwatch/langwatch,msnmz,Netherlands,Amsterdam,52.3676,4.9041,4
langwatch/langwatch,tahmidtapadar,Netherlands,Amsterdam,52.3676,4.9041,2
jaegertracing/jaeger,yurishkuro,United States,New York,40.7128,-74.006,858
jaegertracing/jaeger,mahadzaryab1,United States,New York,40.7128,-74.006,234
jaegertracing/jaeger,albertteoh,Australia,Sydney,-33.8688,151.2093,104
jaegertracing/jaeger,jpkrohling,Germany,Berlin,52.52,13.405,75
jaegertracing/jaeger,black-adder,United States,New York,40.7128,-74.006,69
jaegertracing/jaeger,vprithvi,United States,New York,40.7128,-74.006,37
jaegertracing/jaeger,mh-park,United States,San Francisco,37.7749,-122.4194,32
jaegertracing/jaeger,mmorel-35,France,Paris,48.8566,2.3522,31
iopsystems/rezolus,thinkingfish,United States,San Francisco,37.7749,-122.4194,137
iopsystems/rezolus,yangxi,Australia,Sydney,-33.8688,151.2093,22
iopsystems/rezolus,redhotpenguin,United States,San Francisco,37.7749,-122.4194,1
iopsystems/rezolus,tmcarr,United States,New York,40.7128,-74.006,1
iopsystems/rezolus,u5surf,Japan,Tokyo,35.6762,139.6503,1
alexandre-daubois/ember,alexandre-daubois,France,Paris,48.8566,2.3522,219
alexandre-daubois/ember,94noni,France,Paris,48.8566,2.3522,4
alexandre-daubois/ember,yoanbernabeu,France,Paris,48.8566,2.3522,1
yegor256/takes,yegor256,China,Beijing,39.9042,116.4074,446
yegor256/takes,rultor,United States,San Francisco,37.7749,-122.4194,348
yegor256/takes,ikhvostenkov,Germany,Berlin,52.52,13.405,91
yegor256/takes,essobedo,France,Paris,48.8566,2.3522,82
yegor256/takes,fevzian,Canada,Toronto,43.6532,-79.3832,40
flutter/flutter,abarth,United States,San Francisco,37.7749,-122.4194,3425
flutter/flutter,chinmaygarde,United States,San Francisco,37.7749,-122.4194,1783
flutter/flutter,cbracken,Japan,Tokyo,35.6762,139.6503,1448
flutter/flutter,bkonyi,Canada,Toronto,43.6532,-79.3832,848
flutter/flutter,yjbanov,United States,San Francisco,37.7749,-122.4194,807
expo/expo,brentvatne,Canada,Toronto,43.6532,-79.3832,3151
expo/expo,EvanBacon,United States,San Francisco,37.7749,-122.4194,2013
expo/expo,byCedric,Netherlands,Amsterdam,52.3676,4.9041,697
expo/expo,kitten,United Kingdom,London,51.5072,-0.1276,478
ktorio/ktor,bjhham,Netherlands,Amsterdam,52.3676,4.9041,218
ktorio/ktor,dmitrievanthony,United Kingdom,London,51.5072,-0.1276,46
ktorio/ktor,hfhbd,Germany,Berlin,52.52,13.405,39
ktorio/ktor,Thomas-Vos,Netherlands,Amsterdam,52.3676,4.9041,33
frappe/frappe,rmehta,India,Bangalore,12.9716,77.5946,6219
frappe/frappe,anandpdoshi,United States,San Francisco,37.7749,-122.4194,2915
frappe/frappe,nabinhait,India,Bangalore,12.9716,77.5946,2506
frappe/frappe,gavindsouza,Germany,Berlin,52.52,13.405,2129
frappe/frappe,akhilnarang,India,Bangalore,12.9716,77.5946,1299
frappe/frappe,sagarvora,India,Bangalore,12.9716,77.5946,1029
apache/ofbiz-framework,JacquesLeRoux,France,Paris,48.8566,2.3522,7702
apache/ofbiz-framework,ashishvijaywargiya,India,Bangalore,12.9716,77.5946,1002
apache/ofbiz-framework,dixitdeepak,India,Bangalore,12.9716,77.5946,697
apache/ofbiz-framework,andrewzeneski,United States,New York,40.7128,-74.006,686
apache/ofbiz-framework,nmalin,France,Paris,48.8566,2.3522,518
apache/ofbiz-framework,mbrohl,Germany,Berlin,52.52,13.405,444
apache/ofbiz-framework,mthl,France,Paris,48.8566,2.3522,276
apache/ofbiz-framework,PierreSmits,Netherlands,Amsterdam,52.3676,4.9041,228
flamego/flamego,wuhan005,China,Shanghai,31.2304,121.4737,9
flamego/flamego,dsh0416,China,Shanghai,31.2304,121.4737,7
clockworklabs/SpacetimeDB,kim,Germany,Berlin,52.52,13.405,237
clockworklabs/SpacetimeDB,jdetter,United States,San Francisco,37.7749,-122.4194,228
clockworklabs/SpacetimeDB,cloutiertyler,United States,San Francisco,37.7749,-122.4194,223
clockworklabs/SpacetimeDB,gefjon,United States,New York,40.7128,-74.006,208
clockworklabs/SpacetimeDB,drogus,Germany,Berlin,52.52,13.405,111
clockworklabs/SpacetimeDB,jsdt,United States,San Francisco,37.7749,-122.4194,90
userfrosting/UserFrosting,alexweissman,India,Bangalore,12.9716,77.5946,885
userfrosting/UserFrosting,Silic0nS0ldier,Australia,Sydney,-33.8688,151.2093,177
userfrosting/UserFrosting,lilfade,United States,San Francisco,37.7749,-122.4194,121
userfrosting/UserFrosting,X-Anonymous-Y,Germany,Berlin,52.52,13.405,16
userfrosting/UserFrosting,Ekwav,Germany,Berlin,52.52,13.405,10
userfrosting/UserFrosting,Netrilix,United States,San Francisco,37.7749,-122.4194,8
userfrosting/UserFrosting,rwos,Germany,Berlin,52.52,13.405,6
userfrosting/UserFrosting,xrobau,Australia,Sydney,-33.8688,151.2093,5
schultek/jaspr,slightfoot,United Kingdom,London,51.5072,-0.1276,6
schultek/jaspr,lucas-goldner,Japan,Tokyo,35.6762,139.6503,5
phoenixframework/phoenix,Gazler,United Kingdom,London,51.5072,-0.1276,184
phoenixframework/phoenix,fertapric,Netherlands,Amsterdam,52.3676,4.9041,27
phoenixframework/phoenix,LostKobrakai,Germany,Berlin,52.52,13.405,23
phoenixframework/phoenix,michalmuskala,United Kingdom,London,51.5072,-0.1276,23
dropwizard/dropwizard,joschi,Germany,Berlin,52.52,13.405,1400
dropwizard/dropwizard,arteam,Germany,Berlin,52.52,13.405,495
dropwizard/dropwizard,jplock,United States,San Francisco,37.7749,-122.4194,460
dropwizard/dropwizard,rhowe,United Kingdom,London,51.5072,-0.1276,210
dropwizard/dropwizard,nicktelford,United Kingdom,London,51.5072,-0.1276,149
dropwizard/dropwizard,carlo-rtr,United States,San Francisco,37.7749,-122.4194,139
dropwizard/dropwizard,zUniQueX,Germany,Berlin,52.52,13.405,104
dropwizard/dropwizard,grahamoregan,United Kingdom,London,51.5072,-0.1276,20
dropwizard/dropwizard,cmicali,United States,San Francisco,37.7749,-122.4194,16
dropwizard/dropwizard,FredDeschenes,Canada,Toronto,43.6532,-79.3832,15
flaviuse/mern-authentication,ujjwal-kr,India,Bangalore,12.9716,77.5946,5
flaviuse/mern-authentication,socialcode-rob1,Canada,Toronto,43.6532,-79.3832,1
home-assistant/frontend,spacegaier,Germany,Berlin,52.52,13.405,499
home-assistant/frontend,timmo001,United Kingdom,London,51.5072,-0.1276,446
home-assistant/frontend,frenck,Netherlands,Amsterdam,52.3676,4.9041,177
home-assistant/frontend,jpbede,Germany,Berlin,52.52,13.405,166
webstudio-is/webstudio,kof,Germany,Berlin,52.52,13.405,2064
webstudio-is/webstudio,SaraVieira,United Kingdom,London,51.5072,-0.1276,436
webstudio-is/webstudio,JayaKrishnaNamburu,India,Bangalore,12.9716,77.5946,114
webstudio-is/webstudio,LonJonn,Australia,Sydney,-33.8688,151.2093,2
neomjs/neo,tobiu,Germany,Berlin,52.52,13.405,19894
neomjs/neo,neo-gemini-3-1-pro,Germany,Berlin,52.52,13.405,238
neomjs/neo,Dinkh,Germany,Berlin,52.52,13.405,197
neomjs/neo,neo-opus-4-7,Germany,Berlin,52.52,13.405,122
neomjs/neo,ExtAnimal,France,Paris,48.8566,2.3522,77
neomjs/neo,neo-gpt,Germany,Berlin,52.52,13.405,54
neomjs/neo,mrsunshine,Germany,Berlin,52.52,13.405,11
neomjs/neo,Aki-07,India,Bangalore,12.9716,77.5946,9
ezshine/AwesomeSites,ezshine,China,Beijing,39.9042,116.4074,1015
D-Sketon/hexo-theme-reimu,D-Sketon,China,Shanghai,31.2304,121.4737,671
D-Sketon/hexo-theme-reimu,TonyXie30,China,Beijing,39.9042,116.4074,1
D-Sketon/hexo-theme-reimu,reindex-ot,Japan,Tokyo,35.6762,139.6503,1
xiaoiver/infinite-canvas-tutorial,r04423,Germany,Berlin,52.52,13.405,3
xiaoiver/infinite-canvas-tutorial,semanser,United Kingdom,London,51.5072,-0.1276,1
xiaoiver/infinite-canvas-tutorial,pearmini,United States,New York,40.7128,-74.006,1
web-infra-dev/rsbuild,chenjiahan,China,Beijing,39.9042,116.4074,4403
web-infra-dev/rsbuild,9aoy,China,Beijing,39.9042,116.4074,421
web-infra-dev/rsbuild,caohuilin,China,Shanghai,31.2304,121.4737,6
KudoAI/chatgpt.js,adamlui,United States,San Francisco,37.7749,-122.4194,4570
KudoAI/chatgpt.js,m-k8s,France,Paris,48.8566,2.3522,2
KudoAI/chatgpt.js,eltociear,Japan,Tokyo,35.6762,139.6503,2
TailGrids/tailgrids,Vinishbhaskar,India,Bangalore,12.9716,77.5946,5
farm-fe/farm,wre232114,China,Beijing,39.9042,116.4074,374
farm-fe/farm,shulandmimi,China,Beijing,39.9042,116.4074,75
farm-fe/farm,callqh,China,Beijing,39.9042,116.4074,30
farm-fe/farm,fu050409,China,Beijing,39.9042,116.4074,20
farm-fe/farm,Maidang1,China,Shanghai,31.2304,121.4737,4
farm-fe/farm,NaturelLee,China,Beijing,39.9042,116.4074,3
farm-fe/farm,yejimeiming,China,Beijing,39.9042,116.4074,3
apache/solr,shalinmangar,India,Bangalore,12.9716,77.5946,1338
apache/solr,jpountz,France,Paris,48.8566,2.3522,1073
apache/solr,s1monw,Germany,Berlin,52.52,13.405,747
apache/solr,romseygeek,United Kingdom,London,51.5072,-0.1276,460
pocketbase/pocketbase,yuxiang-gao,China,Shanghai,31.2304,121.4737,3
pocketbase/pocketbase,KunalSin9h,India,Bangalore,12.9716,77.5946,2
pocketbase/pocketbase,MarvinJWendt,Germany,Berlin,52.52,13.405,2
pocketbase/pocketbase,ghostdevv,United Kingdom,London,51.5072,-0.1276,2
pocketbase/pocketbase,clysto,China,Beijing,39.9042,116.4074,2
pocketbase/pocketbase,azat-ismagilov,United Kingdom,London,51.5072,-0.1276,1
pocketbase/pocketbase,yerTools,Germany,Berlin,52.52,13.405,1
get-convex/convex-backend,Nicolapps,United States,San Francisco,37.7749,-122.4194,924
get-convex/convex-backend,nipunn1313,United States,San Francisco,37.7749,-122.4194,732
get-convex/convex-backend,goffrie,United States,San Francisco,37.7749,-122.4194,687
get-convex/convex-backend,emmaling27,United States,San Francisco,37.7749,-122.4194,452
get-convex/convex-backend,gautamg795,United States,San Francisco,37.7749,-122.4194,182
get-convex/convex-backend,reeceyang,United States,San Francisco,37.7749,-122.4194,167
get-convex/convex-backend,ianmacartney,United States,San Francisco,37.7749,-122.4194,120
get-convex/convex-backend,sjudd,United States,San Francisco,37.7749,-122.4194,111
get-convex/convex-backend,xixixao,United States,San Francisco,37.7749,-122.4194,33
kurtosis-tech/kurtosis,h4ck3rk3y,United States,San Francisco,37.7749,-122.4194,238
kurtosis-tech/kurtosis,leeederek,United States,New York,40.7128,-74.006,90
kurtosis-tech/kurtosis,leovct,France,Paris,48.8566,2.3522,9
kurtosis-tech/kurtosis,mattevans,Australia,Sydney,-33.8688,151.2093,3
metalbear-co/mirrord,gememma,United Kingdom,London,51.5072,-0.1276,88
apioo/fusio,chriskapp,Germany,Berlin,52.52,13.405,1948
apioo/fusio,Draeli,France,Paris,48.8566,2.3522,1
FrancescoXX/rustcrab,DhairyaMajmudar,India,Bangalore,12.9716,77.5946,13
FrancescoXX/rustcrab,Vijaykv5,India,Bangalore,12.9716,77.5946,4
FrancescoXX/rustcrab,soham901,India,Bangalore,12.9716,77.5946,3
FrancescoXX/rustcrab,leetebbs,United Kingdom,London,51.5072,-0.1276,3
FrancescoXX/rustcrab,felixoder,India,Bangalore,12.9716,77.5946,3
FrancescoXX/rustcrab,saivinay-g,United States,San Francisco,37.7749,-122.4194,3
FrancescoXX/rustcrab,dvpavan-kumar,India,Bangalore,12.9716,77.5946,2
FrancescoXX/rustcrab,vasu962,India,Bangalore,12.9716,77.5946,1
EasyCorp/EasyAdminBundle,ogizanagi,France,Paris,48.8566,2.3522,95
EasyCorp/EasyAdminBundle,xabbuh,Germany,Berlin,52.52,13.405,68
EasyCorp/EasyAdminBundle,Pierstoval,France,Paris,48.8566,2.3522,55
EasyCorp/EasyAdminBundle,VincentLanglet,France,Paris,48.8566,2.3522,12
EasyCorp/EasyAdminBundle,a-r-m-i-n,Germany,Berlin,52.52,13.405,12
ppy/osu-web,peppy,Japan,Tokyo,35.6762,139.6503,3987
ppy/osu-web,nekodex,Japan,Tokyo,35.6762,139.6503,2873
ppy/osu-web,kj415j45,China,Beijing,39.9042,116.4074,215
ppy/osu-web,tsunyoku,United Kingdom,London,51.5072,-0.1276,130
ppy/osu-web,smoogipoo,Japan,Tokyo,35.6762,139.6503,123
ppy/osu-web,ThePooN,France,Paris,48.8566,2.3522,95
commaai/openpilot,pd0wm,Netherlands,Amsterdam,52.3676,4.9041,1573
