repo,login,country,city,lat,lon,contributions
hashicorp/terraform,DanielMSchmidt,Germany,Berlin,52.52,13.405,616
hashicorp/terraform,grubernaut,India,Bangalore,12.9716,77.5946,500
hashicorp/terraform,pearkes,United States,New York,40.7128,-74.006,297
hashicorp/terraform,cgriggs01,United States,San Francisco,37.7749,-122.4194,276
ansible/ansible,mattclay,United States,San Francisco,37.7749,-122.4194,2690
ansible/ansible,jborean93,Australia,Sydney,-33.8688,151.2093,766
ansible/ansible,nitzmahone,United States,San Francisco,37.7749,-122.4194,499
ansible/ansible,gundalow,United Kingdom,London,51.5072,-0.1276,466
prometheus/prometheus,juliusv,Germany,Berlin,52.52,13.405,1597
prometheus/prometheus,beorn7,Germany,Berlin,52.52,13.405,1069
prometheus/prometheus,bboreham,United Kingdom,London,51.5072,-0.1276,949
prometheus/prometheus,bwplotka,United Kingdom,London,51.5072,-0.1276,399
prometheus/prometheus,gouthamve,Germany,Berlin,52.52,13.405,300
prometheus/prometheus,SuperQ,Germany,Berlin,52.52,13.405,296
prometheus/prometheus,brancz,Germany,Berlin,52.52,13.405,222
prometheus/prometheus,tomwilkie,United Kingdom,London,51.5072,-0.1276,160
prometheus/prometheus,machine424,France,Paris,48.8566,2.3522,156
prometheus/prometheus,LeviHarrison,United States,San Francisco,37.7749,-122.4194,132
grafana/grafana,ashharrison90,United Kingdom,London,51.5072,-0.1276,1365
grafana/grafana,joshhunt,United Kingdom,London,51.5072,-0.1276,733
grafana/grafana,yuri-tceretian,United States,San Francisco,37.7749,-122.4194,526
argoproj/argo-cd,alexec,United States,San Francisco,37.7749,-122.4194,273
argoproj/argo-cd,mmorel-35,France,Paris,48.8566,2.3522,144
argoproj/argo-cd,34fathombelow,United States,San Francisco,37.7749,-122.4194,72
argoproj/argo-cd,terrytangyuan,United States,San Francisco,37.7749,-122.4194,69
argoproj/argo-cd,nitishfy,India,Bangalore,12.9716,77.5946,65
istio/istio,hzxuzhonghu,China,Beijing,39.9042,116.4074,920
istio/istio,geeknoid,United States,San Francisco,37.7749,-122.4194,326
istio/istio,ayj,United States,San Francisco,37.7749,-122.4194,317
istio/istio,stevenctl,United States,San Francisco,37.7749,-122.4194,310
istio/istio,nmittler,United States,San Francisco,37.7749,-122.4194,301
istio/istio,frankbu,Canada,Toronto,43.6532,-79.3832,266
fastapi/fastapi,tiangolo,Germany,Berlin,52.52,13.405,2058
fastapi/fastapi,Kludex,Netherlands,Amsterdam,52.3676,4.9041,25
fastapi/fastapi,tokusumi,Japan,Tokyo,35.6762,139.6503,24
django/django,adrianholovaty,Netherlands,Amsterdam,52.3676,4.9041,2802
django/django,malcolmt,Australia,Sydney,-33.8688,151.2093,1872
django/django,freakboy3742,Australia,Sydney,-33.8688,151.2093,1741
django/django,aaugustin,France,Paris,48.8566,2.3522,1399
django/django,jezdez,Germany,Berlin,52.52,13.405,895
django/django,andrewgodwin,United States,San Francisco,37.7749,-122.4194,450
django/django,jdufresne,Canada,Toronto,43.6532,-79.3832,425
django/django,ngnpope,United Kingdom,London,51.5072,-0.1276,345
pallets/flask,rduplain,United States,San Francisco,37.7749,-122.4194,122
pallets/flask,greyli,China,Shanghai,31.2304,121.4737,105
pallets/flask,DasIch,Germany,Berlin,52.52,13.405,86
pallets/flask,kennethreitz,United States,San Francisco,37.7749,-122.4194,59
pallets/flask,pgjones,United Kingdom,London,51.5072,-0.1276,50
pallets/flask,defuz,United Kingdom,London,51.5072,-0.1276,26
pallets/flask,lepture,Japan,Tokyo,35.6762,139.6503,25
encode/starlette,lovelydinosaur,United Kingdom,London,51.5072,-0.1276,455
encode/starlette,Kludex,Netherlands,Amsterdam,52.3676,4.9041,290
encode/starlette,aminalaee,Netherlands,Amsterdam,52.3676,4.9041,53
encode/starlette,blueyed,Germany,Berlin,52.52,13.405,23
encode/starlette,JayH5,United Kingdom,London,51.5072,-0.1276,22
encode/starlette,florimondmanca,France,Paris,48.8566,2.3522,16
encode/starlette,tiangolo,Germany,Berlin,52.52,13.405,14
encode/starlette,taoufik07,France,Paris,48.8566,2.3522,6
plotly/plotly.py,alexcjohnson,United States,San Francisco,37.7749,-122.4194,102
plotly/plotly.py,archmoj,Canada,Toronto,43.6532,-79.3832,92
plotly/plotly.py,nicholas-esterer,Canada,Toronto,43.6532,-79.3832,81
plotly/plotly.py,rl-utility-man,United States,San Francisco,37.7749,-122.4194,69
plotly/plotly.py,gvwilson,Canada,Toronto,43.6532,-79.3832,62
jupyter/notebook,Carreau,France,Paris,48.8566,2.3522,1334
jupyter/notebook,SylvainCorlay,France,Paris,48.8566,2.3522,102
jupyterlab/jupyterlab,afshin,United Kingdom,London,51.5072,-0.1276,3736
jupyterlab/jupyterlab,telamonian,United States,New York,40.7128,-74.006,583
jupyterlab/jupyterlab,fcollonval,France,Paris,48.8566,2.3522,549
jupyterlab/jupyterlab,krassowski,United Kingdom,London,51.5072,-0.1276,536
jupyterlab/jupyterlab,vidartf,United Kingdom,London,51.5072,-0.1276,255
jupyterlab/jupyterlab,kgryte,United States,San Francisco,37.7749,-122.4194,132
vercel/next.js,ijjk,United States,San Francisco,37.7749,-122.4194,3296
vercel/next.js,timneutkens,Netherlands,Amsterdam,52.3676,4.9041,2784
vercel/next.js,sokra,Germany,Berlin,52.52,13.405,2483
vercel/next.js,eps1lon,Germany,Berlin,52.52,13.405,733
vercel/next.js,mischnic,Germany,Berlin,52.52,13.405,660
vercel/next.js,unstubbable,Germany,Berlin,52.52,13.405,459
vercel/next.js,ForsakenHarmony,Germany,Berlin,52.52,13.405,357
vuejs/core,sxzz,Japan,Tokyo,35.6762,139.6503,110
vuejs/core,HcySunYang,China,Beijing,39.9042,116.4074,91
vuejs/core,pikax,United Kingdom,London,51.5072,-0.1276,83
vuejs/core,Alfred-Skyblue,China,Beijing,39.9042,116.4074,55
vuejs/core,LinusBorg,Germany,Berlin,52.52,13.405,45
vuejs/core,posva,Germany,Berlin,52.52,13.405,24
sveltejs/svelte,dummdidumm,Germany,Berlin,52.52,13.405,759
sveltejs/svelte,trueadm,United Kingdom,London,51.5072,-0.1276,497
sveltejs/svelte,baseballyama,Japan,Tokyo,35.6762,139.6503,72
sveltejs/svelte,jacwright,United States,San Francisco,37.7749,-122.4194,30
sveltejs/svelte,lukeed,United States,San Francisco,37.7749,-122.4194,30
angular/angular,petebacondarwin,United Kingdom,London,51.5072,-0.1276,1771
angular/angular,JeanMeche,France,Paris,48.8566,2.3522,1201
angular/angular,alxhub,United States,San Francisco,37.7749,-122.4194,1078
angular/angular,vsavkin,Canada,Toronto,43.6532,-79.3832,952
angular/angular,vicb,France,Paris,48.8566,2.3522,916
angular/angular,kara,United States,San Francisco,37.7749,-122.4194,536
ant-design/ant-design,afc163,China,Beijing,39.9042,116.4074,10741
ant-design/ant-design,zombieJ,China,Shanghai,31.2304,121.4737,2784
ant-design/ant-design,li-jia-nan,China,Beijing,39.9042,116.4074,1353
ant-design/ant-design,benjycui,China,Beijing,39.9042,116.4074,1116
ant-design/ant-design,MadCcc,China,Shanghai,31.2304,121.4737,993
ant-design/ant-design,yesmeck,Australia,Sydney,-33.8688,151.2093,789
ant-design/ant-design,xrkffgg,China,Beijing,39.9042,116.4074,573
ant-design/ant-design,ycjcl868,China,Beijing,39.9042,116.4074,503
ant-design/ant-design,yiminghe,China,Shanghai,31.2304,121.4737,385
ant-design/ant-design,kiner-tang,China,Beijing,39.9042,116.4074,268
ant-design/ant-design,yoyo837,China,Beijing,39.9042,116.4074,216
ant-design/ant-design,Wxh16144,China,Beijing,39.9042,116.4074,202
ant-design/ant-design,hengkx,China,Beijing,39.9042,116.4074,199
supabase/supabase,dshukertjr,Japan,Tokyo,35.6762,139.6503,608
supabase/supabase,Hallidayo,United Kingdom,London,51.5072,-0.1276,294
prisma/prisma,timsuchanek,United States,San Francisco,37.7749,-122.4194,2508
prisma/prisma,Jolg42,Germany,Berlin,52.52,13.405,1704
prisma/prisma,nikolasburk,Germany,Berlin,52.52,13.405,853
prisma/prisma,millsp,France,Paris,48.8566,2.3522,507
prisma/prisma,aqrln,Germany,Berlin,52.52,13.405,450
prisma/prisma,SevInf,Germany,Berlin,52.52,13.405,277
prisma/prisma,janpio,Germany,Berlin,52.52,13.405,165
prisma/prisma,FGoessler,Germany,Berlin,52.52,13.405,89
typeorm/typeorm,pkuczynski,Germany,Berlin,52.52,13.405,193
typeorm/typeorm,alumni,Germany,Berlin,52.52,13.405,75
typeorm/typeorm,Cprakhar,India,Bangalore,12.9716,77.5946,29
typeorm/typeorm,matt-neal,India,Bangalore,12.9716,77.5946,27
typeorm/typeorm,mguida22,United States,San Francisco,37.7749,-122.4194,21
hasura/graphql-engine,danieljharvey,United Kingdom,London,51.5072,-0.1276,856
hasura/graphql-engine,rakeshkky,India,Bangalore,12.9716,77.5946,423
hasura/graphql-engine,rikinsk,India,Bangalore,12.9716,77.5946,388
hasura/graphql-engine,robertjdominguez,United States,San Francisco,37.7749,-122.4194,278
hasura/graphql-engine,daniel-chambers,Australia,Sydney,-33.8688,151.2093,255
hasura/graphql-engine,vijayprasanna13,India,Bangalore,12.9716,77.5946,205
hasura/graphql-engine,shahidhk,India,Bangalore,12.9716,77.5946,201
hasura/graphql-engine,ecthiender,India,Bangalore,12.9716,77.5946,175
hasura/graphql-engine,scriptnull,India,Bangalore,12.9716,77.5946,151
hasura/graphql-engine,tirumaraiselvan,India,Bangalore,12.9716,77.5946,143
hasura/graphql-engine,praveenweb,India,Bangalore,12.9716,77.5946,135
appwrite/appwrite,ChiragAgg5k,India,Bangalore,12.9716,77.5946,1398
appwrite/appwrite,loks0n,United Kingdom,London,51.5072,-0.1276,883
appwrite/appwrite,ArnabChatterjee20k,India,Bangalore,12.9716,77.5946,839
appwrite/appwrite,vermakhushboo,India,Bangalore,12.9716,77.5946,835
appwrite/appwrite,ItzNotABug,India,Bangalore,12.9716,77.5946,780
appwrite/appwrite,kodumbeats,Canada,Toronto,43.6532,-79.3832,489
appwrite/appwrite,byawitz,United States,San Francisco,37.7749,-122.4194,264
appwrite/appwrite,hmacr,India,Bangalore,12.9716,77.5946,157
pingcap/tidb,hawkingrei,China,Shanghai,31.2304,121.4737,1526
pingcap/tidb,coocood,China,Beijing,39.9042,116.4074,1080
pingcap/tidb,zimulala,China,Beijing,39.9042,116.4074,1008
pingcap/tidb,shenli,United States,San Francisco,37.7749,-122.4194,809
pingcap/tidb,tangenta,China,Beijing,39.9042,116.4074,671
pingcap/tidb,hanfei1991,Netherlands,Amsterdam,52.3676,4.9041,565
pingcap/tidb,AilinKid,China,Beijing,39.9042,116.4074,529
pingcap/tidb,lcwangchao,China,Beijing,39.9042,116.4074,490
pingcap/tidb,wjhuang2016,China,Beijing,39.9042,116.4074,474
pingcap/tidb,disksing,China,Beijing,39.9042,116.4074,450
pingcap/tidb,lance6716,China,Beijing,39.9042,116.4074,383
alibaba/nacos,shiyiyue1102,China,Beijing,39.9042,116.4074,134
alibaba/nacos,jameslcj,China,Beijing,39.9042,116.4074,111
alibaba/nacos,li-xiao-shuang,China,Beijing,39.9042,116.4074,110
alibaba/nacos,brotherlu-xcq,China,Beijing,39.9042,116.4074,92
alibaba/nacos,horizonzy,China,Beijing,39.9042,116.4074,87
alibaba/nacos,shalk,China,Beijing,39.9042,116.4074,63
alibaba/nacos,cxhello,China,Beijing,39.9042,116.4074,62
alibaba/spring-cloud-alibaba,fangjian0423,China,Beijing,39.9042,116.4074,469
alibaba/spring-cloud-alibaba,mercyblitz,China,Beijing,39.9042,116.4074,283
alibaba/spring-cloud-alibaba,steverao,China,Beijing,39.9042,116.4074,146
alibaba/spring-cloud-alibaba,DanielLiu1123,China,Beijing,39.9042,116.4074,130
alibaba/spring-cloud-alibaba,theonefx,China,Beijing,39.9042,116.4074,108
alibaba/spring-cloud-alibaba,ruansheng8,China,Beijing,39.9042,116.4074,89
alibaba/spring-cloud-alibaba,xiaolongzuo,China,Beijing,39.9042,116.4074,78
alibaba/spring-cloud-alibaba,yuluo-yx,China,Beijing,39.9042,116.4074,61
alibaba/spring-cloud-alibaba,zkzlx,China,Shanghai,31.2304,121.4737,56
alibaba/spring-cloud-alibaba,zhendong590,China,Beijing,39.9042,116.4074,29
alibaba/spring-cloud-alibaba,kaori-seasons,China,Beijing,39.9042,116.4074,28
alibaba/spring-cloud-alibaba,slievrly,China,Beijing,39.9042,116.4074,21
alibaba/spring-cloud-alibaba,chickenlj,China,Beijing,39.9042,116.4074,14
alibaba/spring-cloud-alibaba,li-xiao-shuang,China,Beijing,39.9042,116.4074,14
apache/echarts,pissang,China,Shanghai,31.2304,121.4737,3166
apache/echarts,Ovilia,China,Shanghai,31.2304,121.4737,1255
apache/echarts,kener,China,Beijing,39.9042,116.4074,1137
apache/echarts,plainheart,China,Beijing,39.9042,116.4074,633
apache/echarts,yufeng04,China,Shanghai,31.2304,121.4737,45
apache/echarts,jiawulin001,China,Beijing,39.9042,116.4074,40
apache/echarts,erik168,China,Beijing,39.9042,116.4074,31
apache/echarts,tyn1998,China,Shanghai,31.2304,121.4737,27
apache/echarts,wf123537200,China,Beijing,39.9042,116.4074,22
apache/echarts,ssthouse,China,Shanghai,31.2304,121.4737,22
apache/echarts,Justin-ZS,China,Beijing,39.9042,116.4074,21
baidu/amis,2betop,China,Beijing,39.9042,116.4074,6026
baidu/amis,RickCole21,China,Beijing,39.9042,116.4074,1088
baidu/amis,lurunze1226,China,Beijing,39.9042,116.4074,480
baidu/amis,allenve,China,Beijing,39.9042,116.4074,324
baidu/amis,tooeast,China,Beijing,39.9042,116.4074,114
baidu/amis,pcdqc,China,Beijing,39.9042,116.4074,53
Tencent/ncnn,nihui,China,Shanghai,31.2304,121.4737,2640
Tencent/ncnn,zchrissirhcz,China,Beijing,39.9042,116.4074,71
Tencent/ncnn,BUG1989,China,Beijing,39.9042,116.4074,42
Tencent/ncnn,tpoisonooo,China,Shanghai,31.2304,121.4737,37
Tencent/ncnn,futz12,China,Beijing,39.9042,116.4074,24
misskey-dev/misskey,syuilo,Japan,Tokyo,35.6762,139.6503,20698
misskey-dev/misskey,tamaina,Japan,Tokyo,35.6762,139.6503,751
misskey-dev/misskey,kakkokari-gtyih,Japan,Tokyo,35.6762,139.6503,723
misskey-dev/misskey,acid-chicken,Japan,Tokyo,35.6762,139.6503,681
misskey-dev/misskey,AyaMorisawa,Japan,Tokyo,35.6762,139.6503,620
misskey-dev/misskey,anatawa12,Japan,Tokyo,35.6762,139.6503,163
misskey-dev/misskey,zyoshoka,Japan,Tokyo,35.6762,139.6503,127
misskey-dev/misskey,Johann150,Germany,Berlin,52.52,13.405,126
misskey-dev/misskey,saschanaz,Germany,Berlin,52.52,13.405,105
misskey-dev/misskey,pixeldesu,Germany,Berlin,52.52,13.405,73
misskey-dev/misskey,akihikodaki,Japan,Tokyo,35.6762,139.6503,72
nextcloud/server,rullzer,Netherlands,Amsterdam,52.3676,4.9041,6157
nextcloud/server,MorrisJobke,Germany,Berlin,52.52,13.405,5730
nextcloud/server,nickvergessen,Germany,Berlin,52.52,13.405,5559
nextcloud/server,LukasReschke,United Kingdom,London,51.5072,-0.1276,2998
nextcloud/server,PVince81,Germany,Berlin,52.52,13.405,2769
nextcloud/server,susnux,Germany,Berlin,52.52,13.405,2639
nextcloud/server,schiessle,Germany,Berlin,52.52,13.405,2557
nextcloud/server,juliusknorr,Germany,Berlin,52.52,13.405,2154
nextcloud/server,Pytal,Canada,Toronto,43.6532,-79.3832,1033
home-assistant/core,frenck,Netherlands,Amsterdam,52.3676,4.9041,5010
home-assistant/core,joostlek,Netherlands,Amsterdam,52.3676,4.9041,3546
home-assistant/core,cdce8p,Germany,Berlin,52.52,13.405,2295
home-assistant/core,jbouwh,Netherlands,Amsterdam,52.3676,4.9041,1393
home-assistant/core,mib1185,Germany,Berlin,52.52,13.405,1150
home-assistant/core,NoRi2909,Germany,Berlin,52.52,13.405,955
openhab/openhab-addons,lolodomo,France,Paris,48.8566,2.3522,474
openhab/openhab-addons,wborn,Netherlands,Amsterdam,52.3676,4.9041,352
openhab/openhab-addons,openhab-bot,Germany,Berlin,52.52,13.405,335
openhab/openhab-addons,holgerfriedrich,Germany,Berlin,52.52,13.405,266
openhab/openhab-addons,andrewfg,United Kingdom,London,51.5072,-0.1276,260
openhab/openhab-addons,cweitkamp,Germany,Berlin,52.52,13.405,214
openhab/openhab-addons,marcelrv,Netherlands,Amsterdam,52.3676,4.9041,197
openhab/openhab-addons,clinique,France,Paris,48.8566,2.3522,188
openhab/openhab-addons,florian-h05,Germany,Berlin,52.52,13.405,170
openhab/openhab-addons,jimtng,Australia,Sydney,-33.8688,151.2093,151
openhab/openhab-addons,kaikreuzer,Germany,Berlin,52.52,13.405,118
openhab/openhab-addons,markus7017,Germany,Berlin,52.52,13.405,84
screenpipe/screenpipe,louis030195,United States,San Francisco,37.7749,-122.4194,7545
screenpipe/screenpipe,m13v,United States,San Francisco,37.7749,-122.4194,419
screenpipe/screenpipe,Anshgrover23,India,Bangalore,12.9716,77.5946,67
screenpipe/screenpipe,EzraEllette,United States,San Francisco,37.7749,-122.4194,53
screenpipe/screenpipe,tribhuwan-kumar,India,Bangalore,12.9716,77.5946,41
screenpipe/screenpipe,thisisharsh7,India,Bangalore,12.9716,77.5946,10
screenpipe/screenpipe,Flamki,India,Bangalore,12.9716,77.5946,7
screenpipe/screenpipe,neurocis,Canada,Toronto,43.6532,-79.3832,6
OSGeo/grass,petrasovaa,United States,San Francisco,37.7749,-122.4194,1860
OSGeo/grass,echoix,Canada,Toronto,43.6532,-79.3832,399
OSGeo/grass,ShubhamDesai,United States,San Francisco,37.7749,-122.4194,262
photoprism/photoprism,lastzero,Germany,Berlin,52.52,13.405,10113
photoprism/photoprism,graciousgrey,Germany,Berlin,52.52,13.405,1388
photoprism/photoprism,jean-louis67,France,Paris,48.8566,2.3522,30
photoprism/photoprism,moximoti,Germany,Berlin,52.52,13.405,20
photoprism/photoprism,keif888,Australia,Sydney,-33.8688,151.2093,11
photoprism/photoprism,alexislefebvre,France,Paris,48.8566,2.3522,9
EnzymeAD/Enzyme,tgymnich,Germany,Berlin,52.52,13.405,207
EnzymeAD/Enzyme,ZuseZ4,Canada,Toronto,43.6532,-79.3832,100
EnzymeAD/Enzyme,vchuravy,Germany,Berlin,52.52,13.405,59
EnzymeAD/Enzyme,ludgerpaehler,United States,San Francisco,37.7749,-122.4194,34
EnzymeAD/Enzyme,ftynse,France,Paris,48.8566,2.3522,17
EnzymeAD/Enzyme,avik-pal,United States,New York,40.7128,-74.006,8
EnzymeAD/Enzyme,martinjm97,United States,San Francisco,37.7749,-122.4194,5
EnzymeAD/Enzyme,MattBolitho,United Kingdom,London,51.5072,-0.1276,5
EnzymeAD/Enzyme,martinjrobins,United Kingdom,London,51.5072,-0.1276,4
academic/awesome-datascience,AcylSilane,United States,San Francisco,37.7749,-122.4194,16
academic/awesome-datascience,hasantayyar,Germany,Berlin,52.52,13.405,12
academic/awesome-datascience,benedekrozemberczki,United Kingdom,London,51.5072,-0.1276,11
academic/awesome-datascience,SourangshuGhosh,India,Bangalore,12.9716,77.5946,6
academic/awesome-datascience,atg-abhishek,Canada,Toronto,43.6532,-79.3832,5
hosseinmoein/DataFrame,hosseinmoein,United States,New York,40.7128,-74.006,1490
hosseinmoein/DataFrame,justinjk007,Canada,Toronto,43.6532,-79.3832,76
hosseinmoein/DataFrame,SpaceIm,France,Paris,48.8566,2.3522,39
hosseinmoein/DataFrame,yssource,China,Shanghai,31.2304,121.4737,8
hosseinmoein/DataFrame,jmarrec,France,Paris,48.8566,2.3522,2
hosseinmoein/DataFrame,theirix,United Kingdom,London,51.5072,-0.1276,1
hosseinmoein/DataFrame,eltociear,Japan,Tokyo,35.6762,139.6503,1
hosseinmoein/DataFrame,edouardberthe,United Kingdom,London,51.5072,-0.1276,1
superiorlu/AITreasureBox,superiorlu,China,Beijing,39.9042,116.4074,216
patrick-kidger/equinox,andyehrenberg,United States,San Francisco,37.7749,-122.4194,33
patrick-kidger/equinox,paganpasta,United Kingdom,London,51.5072,-0.1276,29
patrick-kidger/equinox,jenkspt,United States,San Francisco,37.7749,-122.4194,9
patrick-kidger/equinox,knyazer,United Kingdom,London,51.5072,-0.1276,5
patrick-kidger/equinox,RunnersNum40,Canada,Toronto,43.6532,-79.3832,3
patrick-kidger/equinox,jondeaton,United States,San Francisco,37.7749,-122.4194,3
patrick-kidger/equinox,0xallam,United States,San Francisco,37.7749,-122.4194,3
SwanHubX/SwanLab,SAKURA-CAT,China,Beijing,39.9042,116.4074,446
SwanHubX/SwanLab,Zeyi-Lin,China,Beijing,39.9042,116.4074,258
SwanHubX/SwanLab,Feudalman,China,Beijing,39.9042,116.4074,83
SwanHubX/SwanLab,Nexisato,China,Beijing,39.9042,116.4074,23
SwanHubX/SwanLab,ShaohonChen,China,Beijing,39.9042,116.4074,21
SwanHubX/SwanLab,Kaikaikaifang,China,Beijing,39.9042,116.4074,7
SwanHubX/SwanLab,little1d,China,Shanghai,31.2304,121.4737,5
SwanHubX/SwanLab,Puiching-Memory,China,Beijing,39.9042,116.4074,4
SwanHubX/SwanLab,KMnO4-zx,China,Beijing,39.9042,116.4074,2
SwanHubX/SwanLab,Talljack,China,Beijing,39.9042,116.4074,2
SwanHubX/SwanLab,happy-riosky,China,Beijing,39.9042,116.4074,2
SwanHubX/SwanLab,pescn,China,Beijing,39.9042,116.4074,2
SwanHubX/SwanLab,Bainianzzz,China,Beijing,39.9042,116.4074,2
sacridini/Awesome-Geospatial,sacridini,Germany,Berlin,52.52,13.405,801
sacridini/Awesome-Geospatial,spatialhast,United Kingdom,London,51.5072,-0.1276,6
sacridini/Awesome-Geospatial,kylebarron,United States,New York,40.7128,-74.006,2
microsoft/onnxruntime,skottmckay,Australia,Sydney,-33.8688,151.2093,583
microsoft/onnxruntime,mszhanyi,China,Beijing,39.9042,116.4074,265
microsoft/onnxruntime,pengwa,China,Beijing,39.9042,116.4074,176
microsoft/onnxruntime,Honry,China,Shanghai,31.2304,121.4737,158
modelscope/modelscope,wangxingjun778,China,Beijing,39.9042,116.4074,208
modelscope/modelscope,zzhangpurdue,China,Beijing,39.9042,116.4074,138
modelscope/modelscope,wangqiang9,China,Beijing,39.9042,116.4074,78
modelscope/modelscope,yingdachen,United States,San Francisco,37.7749,-122.4194,75
modelscope/modelscope,Jintao-Huang,China,Beijing,39.9042,116.4074,44
modelscope/modelscope,Cathy0908,China,Shanghai,31.2304,121.4737,22
modelscope/modelscope,huangshenno1,China,Beijing,39.9042,116.4074,16
bgauryy/octocode-mcp,Matvey-Kuk,United Kingdom,London,51.5072,-0.1276,1
SemiAnalysisAI/InferenceX,Ankur-singh,United States,San Francisco,37.7749,-122.4194,22
Nano-Collective/nanocoder,will-lamerton,United Kingdom,London,51.5072,-0.1276,1296
Nano-Collective/nanocoder,DenizOkcu,Germany,Berlin,52.52,13.405,40
Nano-Collective/nanocoder,jasonpaulso,United States,San Francisco,37.7749,-122.4194,12
Nano-Collective/nanocoder,wmantly,United States,New York,40.7128,-74.006,9
Nano-Collective/nanocoder,ragini-pandey,India,Bangalore,12.9716,77.5946,7
vellum-ai/vellum-assistant,Jasonnnz,United States,New York,40.7128,-74.006,405
vellum-ai/vellum-assistant,tkheyfets,United States,New York,40.7128,-74.006,314
vellum-ai/vellum-assistant,Shaarson,United States,New York,40.7128,-74.006,188
vellum-ai/vellum-assistant,AnitaKirkovska,United States,New York,40.7128,-74.006,111
HKUDS/nanobot,Athemis,Germany,Berlin,52.52,13.405,47
HKUDS/nanobot,JiajunBernoulli,China,Beijing,39.9042,116.4074,16
HKUDS/nanobot,boogieLing,China,Beijing,39.9042,116.4074,10
av/harbor,sebastiondev,United Kingdom,London,51.5072,-0.1276,1
av/harbor,eltociear,Japan,Tokyo,35.6762,139.6503,1
osaurus-ai/osaurus,tpae,United States,San Francisco,37.7749,-122.4194,1763
osaurus-ai/osaurus,vernonstinebaker,China,Shanghai,31.2304,121.4737,22
osaurus-ai/osaurus,Nathan1258,United Kingdom,London,51.5072,-0.1276,5
osaurus-ai/osaurus,drernie,United States,San Francisco,37.7749,-122.4194,2
mx-space/core,sysfox,China,Beijing,39.9042,116.4074,5
mx-space/core,52Lxcloud,China,Beijing,39.9042,116.4074,5
mx-space/core,suemor233,China,Beijing,39.9042,116.4074,2
mx-space/core,AlisaAkiron,China,Shanghai,31.2304,121.4737,2
mx-space/core,solomon-cc,China,Beijing,39.9042,116.4074,1
mx-space/core,XBIsland,China,Beijing,39.9042,116.4074,1
rcarmo/piclaw,aliceisjustplaying,United Kingdom,London,51.5072,-0.1276,93
Fu-Jie/openwebui-extensions,Fu-Jie,China,Shanghai,31.2304,121.4737,513
Fu-Jie/openwebui-extensions,silenceroom,China,Shanghai,31.2304,121.4737,1
openyak/openyak,wuwangzhang1216,United States,San Francisco,37.7749,-122.4194,116
openyak/openyak,rickieplin,Canada,Toronto,43.6532,-79.3832,45
metorial/metorial,RahmeKarim,United States,San Francisco,37.7749,-122.4194,3
volcengine/OpenViking,qin-ctx,China,Beijing,39.9042,116.4074,132
volcengine/OpenViking,zhoujh01,China,Beijing,39.9042,116.4074,104
volcengine/OpenViking,MaojiaSheng,China,Beijing,39.9042,116.4074,72
volcengine/OpenViking,Mijamind719,China,Beijing,39.9042,116.4074,17
GeminiLight/MindOS,GeminiLight,China,Beijing,39.9042,116.4074,133
nesquena/hermes-webui,nesquena,United States,San Francisco,37.7749,-122.4194,271
nesquena/hermes-webui,bergeouss,France,Paris,48.8566,2.3522,55
nesquena/hermes-webui,aronprins,Netherlands,Amsterdam,52.3676,4.9041,6
nesquena/hermes-webui,Sanjays2402,United States,New York,40.7128,-74.006,6
nesquena/hermes-webui,Saik0s,Netherlands,Amsterdam,52.3676,4.9041,4
cyhhao/vibe-remote,Wangmerlyn,China,Shanghai,31.2304,121.4737,8
cyhhao/vibe-remote,park0er,China,Beijing,39.9042,116.4074,2
Mai-with-u/MaiBot,DrSmoothl,China,Beijing,39.9042,116.4074,799
Mai-with-u/MaiBot,BBleae,Japan,Tokyo,35.6762,139.6503,177
Mai-with-u/MaiBot,zhangxinhui02,China,Beijing,39.9042,116.4074,146
Mai-with-u/MaiBot,Rikka-Sei,China,Beijing,39.9042,116.4074,103
Mai-with-u/MaiBot,Cookie987,China,Beijing,39.9042,116.4074,37
Mai-with-u/MaiBot,Oct-autumn,China,Beijing,39.9042,116.4074,29
hicccc77/WeFlow,H3CoF6,China,Beijing,39.9042,116.4074,78
hicccc77/WeFlow,XiiTang,China,Beijing,39.9042,116.4074,3
hicccc77/WeFlow,pengstem,China,Beijing,39.9042,116.4074,2
apexcharts/apexcharts.js,junedchhipa,India,Bangalore,12.9716,77.5946,3055
apexcharts/apexcharts.js,rosco54,Australia,Sydney,-33.8688,151.2093,63
MIERUNE/svelte-maplibre-gl,ciscorn,Japan,Tokyo,35.6762,139.6503,227
MIERUNE/svelte-maplibre-gl,Kanahiro,Japan,Tokyo,35.6762,139.6503,19
MIERUNE/svelte-maplibre-gl,yutannihilation,Japan,Tokyo,35.6762,139.6503,3
MIERUNE/svelte-maplibre-gl,sorami,Japan,Tokyo,35.6762,139.6503,2
MIERUNE/svelte-maplibre-gl,jackbuehner,United States,San Francisco,37.7749,-122.4194,1
MIERUNE/svelte-maplibre-gl,NEKOYASAN,Japan,Tokyo,35.6762,139.6503,1
jsxgraph/jsxgraph,migerh,Germany,Berlin,52.52,13.405,1608
jsxgraph/jsxgraph,andreas-web,Germany,Berlin,52.52,13.405,274
jsxgraph/jsxgraph,tom-berend,Canada,Toronto,43.6532,-79.3832,30
jsxgraph/jsxgraph,geometryzen,United States,San Francisco,37.7749,-122.4194,28
