repo,login,country,city,lat,lon,contributions,raw_location
home-assistant/core,allenporter,,,,,1073,"Los Angeles, CA"
home-assistant/core,Kane610,,,,,1055,
home-assistant/core,bieniu,,,,,1009,"Poland, Lowicz"
home-assistant/core,NoRi2909,Germany,Berlin,52.52,13.405,955,"Koblenz, Germany"
home-assistant/core,MartinHjelmare,,,,,852,Sweden
home-assistant/core,starkillerOG,,,,,813,
openhab/openhab-addons,jlaur,,,,,629,
openhab/openhab-addons,lolodomo,France,Paris,48.8566,2.3522,474,France
openhab/openhab-addons,wborn,Netherlands,Amsterdam,52.3676,4.9041,352,"Eindhoven, The Netherlands"
openhab/openhab-addons,openhab-bot,Germany,Berlin,52.52,13.405,335,Germany
openhab/openhab-addons,lsiepel,,,,,330,
openhab/openhab-addons,holgerfriedrich,Germany,Berlin,52.52,13.405,266,Germany
openhab/openhab-addons,andrewfg,United Kingdom,London,51.5072,-0.1276,260,"Cambridge, UK"
openhab/openhab-addons,ccutrer,,,,,241,Utah
openhab/openhab-addons,J-N-K,,,,,224,"Gelsenkirchen, DE"
openhab/openhab-addons,cweitkamp,Germany,Berlin,52.52,13.405,214,Germany
openhab/openhab-addons,mlobstein,,,,,202,
openhab/openhab-addons,marcelrv,Netherlands,Amsterdam,52.3676,4.9041,197,Netherlands
openhab/openhab-addons,clinique,France,Paris,48.8566,2.3522,188,France
openhab/openhab-addons,florian-h05,Germany,Berlin,52.52,13.405,170,"Karlsruhe, Germany"
openhab/openhab-addons,jimtng,Australia,Sydney,-33.8688,151.2093,151,Australia
openhab/openhab-addons,kaikreuzer,Germany,Berlin,52.52,13.405,118,"Darmstadt, Germany"
openhab/openhab-addons,dependabot[bot],,,,,99,
openhab/openhab-addons,digitaldan,,,,,98,"San Diego, CA"
openhab/openhab-addons,Skinah,,,,,92,
openhab/openhab-addons,markus7017,Germany,Berlin,52.52,13.405,84,Germany
screenpipe/screenpipe,louis030195,United States,San Francisco,37.7749,-122.4194,7545,San Francisco
screenpipe/screenpipe,m13v,United States,San Francisco,37.7749,-122.4194,419,San Francisco
screenpipe/screenpipe,github-actions[bot],,,,,218,
screenpipe/screenpipe,divanshu-go,,,,,113,
screenpipe/screenpipe,Neptune650,,,,,70,
screenpipe/screenpipe,Anshgrover23,India,Bangalore,12.9716,77.5946,67,India
screenpipe/screenpipe,EzraEllette,United States,San Francisco,37.7749,-122.4194,53,"San Francisco, CA"
screenpipe/screenpipe,tribhuwan-kumar,India,Bangalore,12.9716,77.5946,41,India
screenpipe/screenpipe,neo773,,,,,40,
screenpipe/screenpipe,shaik-zeeshan,,,,,30,
screenpipe/screenpipe,wesleymatosdev,,,,,30,Brazil
screenpipe/screenpipe,joegoldin,,,,,29,"Las Vegas, NV"
screenpipe/screenpipe,cparish312,,,,,18,
screenpipe/screenpipe,thisisharsh7,India,Bangalore,12.9716,77.5946,10,India
screenpipe/screenpipe,oliverqx,,,,,10,
screenpipe/screenpipe,kerosina,,,,,9,
screenpipe/screenpipe,Flamki,India,Bangalore,12.9716,77.5946,7,india
screenpipe/screenpipe,wangshifeng,,,,,6,
screenpipe/screenpipe,neurocis,Canada,Toronto,43.6532,-79.3832,6,"Sunshine Coast, BC, Canada"
screenpipe/screenpipe,bhupesh-sf,,,,,6,
OSGeo/grass,landam,,,,,6786,"Prague, Czech Republic"
OSGeo/grass,neteler,,,,,3370,Bonn
OSGeo/grass,metzm,,,,,2445,
OSGeo/grass,petrasovaa,United States,San Francisco,37.7749,-122.4194,1860,"Raleigh, USA"
OSGeo/grass,wenzeslaus,,,,,1364,
OSGeo/grass,HamishB,,,,,1149,
OSGeo/grass,huhabla,,,,,870,Deutschland
OSGeo/grass,renovate[bot],,,,,777,
OSGeo/grass,HuidaeCho,,,,,670,"Las Cruces, NM"
OSGeo/grass,lucadelu,,,,,406,San Michele all'Adige (TN -Italy)
OSGeo/grass,echoix,Canada,Toronto,43.6532,-79.3832,399,"Québec, Canada"
OSGeo/grass,nilason,,,,,389,
OSGeo/grass,zarch,,,,,373,italy
OSGeo/grass,tmszi,,,,,327,Europe
OSGeo/grass,ShubhamDesai,United States,San Francisco,37.7749,-122.4194,262,United States
OSGeo/grass,cmbarton,,,,,218,
OSGeo/grass,marisn,,,,,204,
OSGeo/grass,arohanajit,,,,,137,"San Jose, CA"
OSGeo/grass,ostepok,,,,,129,
OSGeo/grass,hellik,,,,,128,
photoprism/photoprism,lastzero,Germany,Berlin,52.52,13.405,10113,Berlin
photoprism/photoprism,graciousgrey,Germany,Berlin,52.52,13.405,1388,Berlin
photoprism/photoprism,weblate,,,,,586,
photoprism/photoprism,photoprismci,,,,,87,GitHub
photoprism/photoprism,omerdduran,,,,,66,Potsdam
photoprism/photoprism,raystlin,,,,,30,
photoprism/photoprism,jean-louis67,France,Paris,48.8566,2.3522,30,France
photoprism/photoprism,heikomat,,,,,23,
photoprism/photoprism,moximoti,Germany,Berlin,52.52,13.405,20,"Stuttgart, Germany"
photoprism/photoprism,kvalev,,,,,12,
photoprism/photoprism,AsikNasik,,,,,12,"Krakow, Poland"
photoprism/photoprism,keif888,Australia,Sydney,-33.8688,151.2093,11,"Brisbane, Australia"
photoprism/photoprism,benmccann,,,,,11,California
photoprism/photoprism,guysoft,,,,,9,
photoprism/photoprism,alexislefebvre,France,Paris,48.8566,2.3522,9,"Nantes, France"
photoprism/photoprism,haimkastner,,,,,8,
photoprism/photoprism,Lulu195,,,,,7,Denmark
photoprism/photoprism,akdor1154,,,,,6,
photoprism/photoprism,reubendowle,,,,,6,"Wellington, NZ"
photoprism/photoprism,thielepaul,,,,,5,
EnzymeAD/Enzyme,wsmoses,,,,,2102,"Champaign, IL"
EnzymeAD/Enzyme,tgymnich,Germany,Berlin,52.52,13.405,207,"Munich, Germany"
EnzymeAD/Enzyme,ZuseZ4,Canada,Toronto,43.6532,-79.3832,100,"Toronto, Canada"
EnzymeAD/Enzyme,vchuravy,Germany,Berlin,52.52,13.405,59,"Mainz, Germany "
EnzymeAD/Enzyme,ludgerpaehler,United States,San Francisco,37.7749,-122.4194,34,"San Francisco, CA"
EnzymeAD/Enzyme,Pangoraw,,,,,34,
EnzymeAD/Enzyme,vimarsh6739,,,,,29,"Urbana, IL"
EnzymeAD/Enzyme,sbrantq,,,,,21,"Champaign, IL"
EnzymeAD/Enzyme,pengmai,,,,,20,"Montreal, QC"
EnzymeAD/Enzyme,ftynse,France,Paris,48.8566,2.3522,17,"Paris, France"
EnzymeAD/Enzyme,ivanradanov,,,,,10,
EnzymeAD/Enzyme,dependabot[bot],,,,,8,
EnzymeAD/Enzyme,avik-pal,United States,New York,40.7128,-74.006,8,"New York City, NY"
EnzymeAD/Enzyme,timkaler,,,,,8,
EnzymeAD/Enzyme,Copilot,,,,,7,
EnzymeAD/Enzyme,martinjm97,United States,San Francisco,37.7749,-122.4194,5,United States
EnzymeAD/Enzyme,MattBolitho,United Kingdom,London,51.5072,-0.1276,5,"Oxfordshire, UK"
EnzymeAD/Enzyme,jumerckx,,,,,5,Belgium
EnzymeAD/Enzyme,tthsqe12,,,,,5,
EnzymeAD/Enzyme,martinjrobins,United Kingdom,London,51.5072,-0.1276,4,"Oxford, United Kingdom"
academic/awesome-datascience,hmert,,,,,503,"Istanbul, Turkey"
academic/awesome-datascience,z00rat,,,,,68,In front of my computer
academic/awesome-datascience,erolrecep,,,,,65,"Fayetteville, AR"
academic/awesome-datascience,fakturk,,,,,43,Prague
academic/awesome-datascience,demidovakatya,,,,,18,Moscow
academic/awesome-datascience,AcylSilane,United States,San Francisco,37.7749,-122.4194,16,USA
academic/awesome-datascience,RaInta,,,,,16,"Spring, Texas"
academic/awesome-datascience,stjepanjurekovic,,,,,14,"Zagreb, Croatia"
academic/awesome-datascience,hasantayyar,Germany,Berlin,52.52,13.405,12,"Berlin, Germany"
academic/awesome-datascience,benedekrozemberczki,United Kingdom,London,51.5072,-0.1276,11,United Kingdom
academic/awesome-datascience,Paras-96,,,,,10,
academic/awesome-datascience,anmorgan24,,,,,6,"Boston, MA"
academic/awesome-datascience,SourangshuGhosh,India,Bangalore,12.9716,77.5946,6,Indian Institute of Science Civil Engineering
academic/awesome-datascience,ipcenas,,,,,6,
academic/awesome-datascience,atg-abhishek,Canada,Toronto,43.6532,-79.3832,5,"Montreal, Canada"
academic/awesome-datascience,traveldwindling,,,,,5,
academic/awesome-datascience,Aaditya-Chunekar,,,,,4,Pune
academic/awesome-datascience,ayoub-berdeddouch,,,,,4,Morocco
academic/awesome-datascience,jaytaylopub,,,,,4,Idaho
academic/awesome-datascience,Oshgig,,,,,4,
lutzroeder/netron,lutzroeder,,,,,9980,
rzru/nightingale,rzru,,,,,57,tg: @soryulangley
hosseinmoein/DataFrame,hosseinmoein,United States,New York,40.7128,-74.006,1490,New York
hosseinmoein/DataFrame,justinjk007,Canada,Toronto,43.6532,-79.3832,76,"Toronto,Canada"
hosseinmoein/DataFrame,SpaceIm,France,Paris,48.8566,2.3522,39,"Toulouse, France"
hosseinmoein/DataFrame,andersc,,,,,38,Stockholm
hosseinmoein/DataFrame,bplaa-yai,,,,,13,
hosseinmoein/DataFrame,yssource,China,Shanghai,31.2304,121.4737,8,/home/yssource@shanghai
hosseinmoein/DataFrame,jmakov,,,,,4,
hosseinmoein/DataFrame,mo42,,,,,3,
hosseinmoein/DataFrame,jmarrec,France,Paris,48.8566,2.3522,2,"Lorient, France"
hosseinmoein/DataFrame,theirix,United Kingdom,London,51.5072,-0.1276,1,London
hosseinmoein/DataFrame,jchen8tw,,,,,1,"National Taiwan University, Electrical Engineering"
hosseinmoein/DataFrame,spotys,,,,,1,"Pilsen, Czech Republic"
hosseinmoein/DataFrame,NikBomb,,,,,1,
hosseinmoein/DataFrame,schorrm,,,,,1,Haifa
hosseinmoein/DataFrame,thekvs,,,,,1,"Moscow, Russia"
hosseinmoein/DataFrame,eltociear,Japan,Tokyo,35.6762,139.6503,1,"Tokyo, Japan"
hosseinmoein/DataFrame,Gjacquenot,,,,,1,Nantes
hosseinmoein/DataFrame,enricodetoma,,,,,1,
hosseinmoein/DataFrame,edouardberthe,United Kingdom,London,51.5072,-0.1276,1,London
hosseinmoein/DataFrame,OMGtechy,,,,,1,
superiorlu/AITreasureBox,actions-user,,,,,14086,
superiorlu/AITreasureBox,superiorlu,China,Beijing,39.9042,116.4074,216,Beijing
superiorlu/AITreasureBox,JanumalaAkhilendra,,,,,1,Chandrapur
superiorlu/AITreasureBox,RahulK4102,,,,,1,
superiorlu/AITreasureBox,tmsagarofficial,,,,,1,
superiorlu/AITreasureBox,PotatoGoGo,,,,,1,
patrick-kidger/equinox,patrick-kidger,,,,,845,Zürich
patrick-kidger/equinox,andyehrenberg,United States,San Francisco,37.7749,-122.4194,33,San Francisco
patrick-kidger/equinox,paganpasta,United Kingdom,London,51.5072,-0.1276,29,London
patrick-kidger/equinox,nstarman,,,,,22,
patrick-kidger/equinox,lockwo,,,,,18,SF
patrick-kidger/equinox,Artur-Galstyan,,,,,12,Hamburg
patrick-kidger/equinox,packquickly,,,,,10,Europe
patrick-kidger/equinox,marcelroed,,,,,9,"Stanford, CA"
patrick-kidger/equinox,jenkspt,United States,San Francisco,37.7749,-122.4194,9,San Francisco
patrick-kidger/equinox,knyazer,United Kingdom,London,51.5072,-0.1276,5,"Cambridge, UK"
patrick-kidger/equinox,uuirs,,,,,5,
patrick-kidger/equinox,NeilGirdhar,,,,,5,
patrick-kidger/equinox,jatentaki,,,,,4,
patrick-kidger/equinox,RunnersNum40,Canada,Toronto,43.6532,-79.3832,3,"Toronto, ON"
patrick-kidger/equinox,jondeaton,United States,San Francisco,37.7749,-122.4194,3,"San Francisco, CA"
patrick-kidger/equinox,danielward27,,,,,3,
patrick-kidger/equinox,colehaus,,,,,3,
patrick-kidger/equinox,0xallam,United States,San Francisco,37.7749,-122.4194,3,San Francisco
patrick-kidger/equinox,as3895,,,,,3,
patrick-kidger/equinox,hawkinsp,,,,,3,"Princeton, NJ"
SwanHubX/SwanLab,SAKURA-CAT,China,Beijing,39.9042,116.4074,446,China
SwanHubX/SwanLab,Zeyi-Lin,China,Beijing,39.9042,116.4074,258,Beijing
SwanHubX/SwanLab,Feudalman,China,Beijing,39.9042,116.4074,83,China
SwanHubX/SwanLab,Nexisato,China,Beijing,39.9042,116.4074,23,"Beijing, China"
SwanHubX/SwanLab,ShaohonChen,China,Beijing,39.9042,116.4074,21,shaanxi china
SwanHubX/SwanLab,kites262,,,,,18,
SwanHubX/SwanLab,swpfY,,,,,8,
SwanHubX/SwanLab,Kaikaikaifang,China,Beijing,39.9042,116.4074,7,China
SwanHubX/SwanLab,KashiwaByte,,,,,6,
SwanHubX/SwanLab,little1d,China,Shanghai,31.2304,121.4737,5,Shanghai
SwanHubX/SwanLab,xj63,,,,,4,
SwanHubX/SwanLab,Puiching-Memory,China,Beijing,39.9042,116.4074,4,China-Guangzhou
SwanHubX/SwanLab,neyuki778,,,,,3,CN
SwanHubX/SwanLab,simonliu0930-cell,,,,,2,
SwanHubX/SwanLab,KMnO4-zx,China,Beijing,39.9042,116.4074,2,"Hangzhou, China"
SwanHubX/SwanLab,Talljack,China,Beijing,39.9042,116.4074,2,China
SwanHubX/SwanLab,happy-riosky,China,Beijing,39.9042,116.4074,2,"No. 266, Xinglong Section of Xifeng Road, Xi'an, Shaanxi, 710126, P. R. China"
SwanHubX/SwanLab,pescn,China,Beijing,39.9042,116.4074,2,China
SwanHubX/SwanLab,ComPleHN,,,,,2,shannxi
SwanHubX/SwanLab,Bainianzzz,China,Beijing,39.9042,116.4074,2,China
sacridini/Awesome-Geospatial,sacridini,Germany,Berlin,52.52,13.405,801,"Berlin, Germany"
sacridini/Awesome-Geospatial,cemrehancavdar,,,,,17,
sacridini/Awesome-Geospatial,zwnk,,,,,8,
sacridini/Awesome-Geospatial,spatialhast,United Kingdom,London,51.5072,-0.1276,6,Ukraine
sacridini/Awesome-Geospatial,pomadchin,,,,,4,"Philadelphia, PA"
sacridini/Awesome-Geospatial,SimonMolinsky,,,,,3,"Helsinki, Finland"
sacridini/Awesome-Geospatial,tomasoak,,,,,3,Barcelona
sacridini/Awesome-Geospatial,sambakk,,,,,3,
sacridini/Awesome-Geospatial,almereyda,,,,,3,laniakea.
sacridini/Awesome-Geospatial,yu-ta-sato,,,,,3,Liverpool
sacridini/Awesome-Geospatial,kyroskoh,,,,,3,Singapore
sacridini/Awesome-Geospatial,gistrec,,,,,2,"Belgrade, Serbia"
sacridini/Awesome-Geospatial,chaitan94,,,,,2,Hyderabad
sacridini/Awesome-Geospatial,kylebarron,United States,New York,40.7128,-74.006,2,"New York, New York"
sacridini/Awesome-Geospatial,lbartoletti,,,,,2,
sacridini/Awesome-Geospatial,ocourtin,,,,,2,
sacridini/Awesome-Geospatial,spekulatius,,,,,2,127.0.0.1
sacridini/Awesome-Geospatial,PeterPetrik,,,,,2,Czech Republic
sacridini/Awesome-Geospatial,sambutracy,,,,,2,"Nairobi, Kenya"
sacridini/Awesome-Geospatial,trincadev,,,,,2,
microsoft/onnxruntime,fs-eire,,,,,656,
microsoft/onnxruntime,skottmckay,Australia,Sydney,-33.8688,151.2093,583,Australia
microsoft/onnxruntime,edgchen1,,,,,541,
microsoft/onnxruntime,tianleiwu,,,,,538,
microsoft/onnxruntime,yuslepukhin,,,,,348,
microsoft/onnxruntime,hariharans29,,,,,343,
microsoft/onnxruntime,mszhanyi,China,Beijing,39.9042,116.4074,265,Beijing
microsoft/onnxruntime,adrianlizarraga,,,,,243,
microsoft/onnxruntime,dependabot[bot],,,,,232,
microsoft/onnxruntime,yufenglee,,,,,229,"Sunnyvale, CA"
microsoft/onnxruntime,baijumeswani,,,,,207,
microsoft/onnxruntime,HectorSVC,,,,,198,SVC
microsoft/onnxruntime,jchen351,,,,,192,
microsoft/onnxruntime,Lafi7e,,,,,191,
microsoft/onnxruntime,guoyu-wang,,,,,190,
microsoft/onnxruntime,pengwa,China,Beijing,39.9042,116.4074,176,Beijing
microsoft/onnxruntime,wangyems,,,,,163,San Jose
microsoft/onnxruntime,Honry,China,Shanghai,31.2304,121.4737,158,Shanghai
microsoft/onnxruntime,chilo-ms,,,,,150,
microsoft/onnxruntime,RandySheriffH,,,,,141,"Sunnyvale, CA"
modelscope/modelscope,wenmengzhou,,,,,278,HangZhou
modelscope/modelscope,tastelikefeet,,,,,255,
modelscope/modelscope,wangxingjun778,China,Beijing,39.9042,116.4074,208,"Hangzhou, China"
modelscope/modelscope,zzhangpurdue,China,Beijing,39.9042,116.4074,138,"Hangzhou, China"
modelscope/modelscope,Firmament-cyou,,,,,99,
modelscope/modelscope,wangqiang9,China,Beijing,39.9042,116.4074,78,Mainland China
modelscope/modelscope,yingdachen,United States,San Francisco,37.7749,-122.4194,75,"Bellevue, WA, United States"
modelscope/modelscope,Jintao-Huang,China,Beijing,39.9042,116.4074,44,Hangzhou China
modelscope/modelscope,bincard,,,,,41,
modelscope/modelscope,liuyhwangyh,,,,,34,
modelscope/modelscope,suluyana,,,,,33,
modelscope/modelscope,Cathy0908,China,Shanghai,31.2304,121.4737,22,Shanghai
modelscope/modelscope,JiangyuXzy,,,,,22,
modelscope/modelscope,co63oc,,,,,21,
modelscope/modelscope,Yunnglin,,,,,17,
modelscope/modelscope,huangshenno1,China,Beijing,39.9042,116.4074,16,China
modelscope/modelscope,lyblsgo,,,,,14,
modelscope/modelscope,foocker,,,,,12,CD
modelscope/modelscope,kangzhao2,,,,,12,
modelscope/modelscope,yfchenmodelscope,,,,,12,
bgauryy/octocode-mcp,bgauryy,,,,,338,Tel Aviv 
bgauryy/octocode-mcp,guybary-wix,,,,,67,
bgauryy/octocode-mcp,vltansky,,,,,8,Israel
bgauryy/octocode-mcp,shalevshalit,,,,,2,
bgauryy/octocode-mcp,HarelMil,,,,,1,
bgauryy/octocode-mcp,Matvey-Kuk,United Kingdom,London,51.5072,-0.1276,1,London
bgauryy/octocode-mcp,rasmusbe,,,,,1,"Stockholm, Sweden"
SemiAnalysisAI/InferenceX,kimbochen,,,,,423,
SemiAnalysisAI/InferenceX,functionstackx,,,,,195,
SemiAnalysisAI/InferenceX,cquil11,,,,,177,"Houston, TX"
SemiAnalysisAI/InferenceX,Oseltamivir,,,,,95,
SemiAnalysisAI/InferenceX,kedarpotdar-nv,,,,,64,
SemiAnalysisAI/InferenceX,Ankur-singh,United States,San Francisco,37.7749,-122.4194,22,"CA, USA"
SemiAnalysisAI/InferenceX,dependabot[bot],,,,,20,
SemiAnalysisAI/InferenceX,seungrokj,,,,,20,
SemiAnalysisAI/InferenceX,KaunilD,,,,,19,"Mountain View, CA"
SemiAnalysisAI/InferenceX,Copilot,,,,,17,
SemiAnalysisAI/InferenceX,billishyahao,,,,,14,
SemiAnalysisAI/InferenceX,jthomson04,,,,,13,
SemiAnalysisAI/InferenceX,yunzhoul-nv,,,,,13,
SemiAnalysisAI/InferenceX,Klaud-Cold,,,,,12,
SemiAnalysisAI/InferenceX,hshrivastava-droid,,,,,12,
SemiAnalysisAI/InferenceX,chunfangamd,,,,,11,California
SemiAnalysisAI/InferenceX,jgangani,,,,,11,
SemiAnalysisAI/InferenceX,japarada,,,,,10,
SemiAnalysisAI/InferenceX,qcolombet,,,,,6,
SemiAnalysisAI/InferenceX,adibarra,,,,,5,"Dallas, TX"
Nano-Collective/nanocoder,will-lamerton,United Kingdom,London,51.5072,-0.1276,1296,United Kingdom
Nano-Collective/nanocoder,Avtrkrb,,,,,163,Bengaluru
Nano-Collective/nanocoder,actions-user,,,,,158,
Nano-Collective/nanocoder,dependabot[bot],,,,,113,
Nano-Collective/nanocoder,github-actions[bot],,,,,66,
Nano-Collective/nanocoder,yashksaini-coder,,,,,54,
Nano-Collective/nanocoder,DenizOkcu,Germany,Berlin,52.52,13.405,40,Hamburg - Germany
Nano-Collective/nanocoder,JimStenstrom,,,,,33,
Nano-Collective/nanocoder,cleyesode,,,,,21,
Nano-Collective/nanocoder,spinualexandru,,,,,19,Romania
Nano-Collective/nanocoder,claude,,,,,19,
Nano-Collective/nanocoder,lordoski,,,,,15,
Nano-Collective/nanocoder,jasonpaulso,United States,San Francisco,37.7749,-122.4194,12,"San Francisco, CA 94103"
Nano-Collective/nanocoder,namar0x0309,,,,,11,"Seattle, WA"
Nano-Collective/nanocoder,kaustubha07,,,,,10,
Nano-Collective/nanocoder,bowmanjd,,,,,9,
Nano-Collective/nanocoder,akramcodez,,,,,9,
Nano-Collective/nanocoder,wmantly,United States,New York,40.7128,-74.006,9,New York City
Nano-Collective/nanocoder,Daniel5055,,,,,8,Oslo
Nano-Collective/nanocoder,ragini-pandey,India,Bangalore,12.9716,77.5946,7,India
vellum-ai/vellum-assistant,siddseethepalli,,,,,10137,
vellum-ai/vellum-assistant,noanflaherty,,,,,4313,"Boston, MA"
vellum-ai/vellum-assistant,devin-ai-integration[bot],,,,,1528,
vellum-ai/vellum-assistant,alex-nork,,,,,1128,"Columbus, OH"
vellum-ai/vellum-assistant,asharma53,,,,,767,
vellum-ai/vellum-assistant,awlevin,,,,,645,Denver CO
vellum-ai/vellum-assistant,vellum-apollo-bot[bot],,,,,610,
vellum-ai/vellum-assistant,ashleeradka,,,,,557,"Brooklyn, NY"
vellum-ai/vellum-assistant,Jasonnnz,United States,New York,40.7128,-74.006,405,New York
vellum-ai/vellum-assistant,vincent0426,,,,,347,SF
vellum-ai/vellum-assistant,tkheyfets,United States,New York,40.7128,-74.006,314,"United States, New York"
vellum-ai/vellum-assistant,NgoHarrison,,,,,282,
vellum-ai/vellum-assistant,TirmanSidhu,,,,,259,
vellum-ai/vellum-assistant,dvargas92495,,,,,241,Miami Beach
vellum-ai/vellum-assistant,Shaarson,United States,New York,40.7128,-74.006,188,"New York, NY"
vellum-ai/vellum-assistant,emmiekehoe,,,,,128,Seattle
vellum-ai/vellum-assistant,m-abboud,,,,,121,"Boulder, CO"
vellum-ai/vellum-assistant,vellum-automation[bot],,,,,119,
vellum-ai/vellum-assistant,AnitaKirkovska,United States,New York,40.7128,-74.006,111,New York
vellum-ai/vellum-assistant,credence-the-bot[bot],,,,,105,
HKUDS/nanobot,Re-bin,,,,,1272,
HKUDS/nanobot,chengyongru,,,,,163,
HKUDS/nanobot,Athemis,Germany,Berlin,52.52,13.405,47,Germany
HKUDS/nanobot,xcosmosbox,,,,,24,Shenzhen
HKUDS/nanobot,yorkhellen,,,,,23,深圳
HKUDS/nanobot,chaohuang-ai,,,,,21,
HKUDS/nanobot,nikolasdehor,,,,,20,Goiânia - GO
HKUDS/nanobot,flobo3,,,,,19,
HKUDS/nanobot,04cb,,,,,18,Spicewood
HKUDS/nanobot,kunalk16,,,,,17,Hyderabad
HKUDS/nanobot,JiajunBernoulli,China,Beijing,39.9042,116.4074,16,China beijing
HKUDS/nanobot,SergioSV96,,,,,16,
HKUDS/nanobot,coldxiangyu163,,,,,14,
HKUDS/nanobot,pinhua33,,,,,13,
HKUDS/nanobot,hussein1362,,,,,12,
HKUDS/nanobot,haosenwang1018,,,,,11,
HKUDS/nanobot,VITOHJL,,,,,10,
HKUDS/nanobot,boogieLing,China,Beijing,39.9042,116.4074,10,China
HKUDS/nanobot,aiguozhi123456,,,,,10,
HKUDS/nanobot,T3chC0wb0y,,,,,10,TX
av/harbor,av,,,,,883,Warszawa
av/harbor,ic4l4s9c,,,,,8,
av/harbor,Copilot,,,,,8,
av/harbor,FrantaNautilus,,,,,3,
av/harbor,heronsouzamarques,,,,,2,
av/harbor,zackkehl1,,,,,2,
av/harbor,genevera,,,,,2,"Queens, NY"
av/harbor,ZacharyKehlGEAppliances,,,,,2,
av/harbor,ddiddi,,,,,1,
av/harbor,SimonBlancoE,,,,,1,
av/harbor,shaneholloman,,,,,1,"Wellington, NZ"
av/harbor,sebastiondev,United Kingdom,London,51.5072,-0.1276,1,"London, UK"
av/harbor,nickgnat,,,,,1,
av/harbor,kianmeng,,,,,1,"Kuala Lumpur, Malaysia"
av/harbor,eltociear,Japan,Tokyo,35.6762,139.6503,1,"Tokyo, Japan"
av/harbor,ColumbusAI,,,,,1,
av/harbor,cedstrom,,,,,1,
av/harbor,korverdev,,,,,1,"Sioux Falls, SD"
av/harbor,bjj,,,,,1,"Bellevue, WA"
osaurus-ai/osaurus,tpae,United States,San Francisco,37.7749,-122.4194,1763,"San Francisco, CA"
osaurus-ai/osaurus,github-actions[bot],,,,,362,
osaurus-ai/osaurus,RaajeevChandran,,,,,125,
osaurus-ai/osaurus,vernonstinebaker,China,Shanghai,31.2304,121.4737,22,Shanghai
osaurus-ai/osaurus,jjang-ai,,,,,20,
osaurus-ai/osaurus,mimeding,,,,,15,
osaurus-ai/osaurus,ritave,,,,,12,
osaurus-ai/osaurus,jcurbelo,,,,,12,"Miami, FL"
osaurus-ai/osaurus,Nathan1258,United Kingdom,London,51.5072,-0.1276,5,London
osaurus-ai/osaurus,lw0717,,,,,3,
osaurus-ai/osaurus,dinoki-bot,,,,,2,
osaurus-ai/osaurus,drernie,United States,San Francisco,37.7749,-122.4194,2,"Silicon Valley, CA, USA"
osaurus-ai/osaurus,HolliOnRoad,,,,,2,
osaurus-ai/osaurus,shaun0927,,,,,1,Seoul
osaurus-ai/osaurus,SliverKeigo,,,,,1,
osaurus-ai/osaurus,VDurocher,,,,,1,
osaurus-ai/osaurus,orbisai0security,,,,,1,
osaurus-ai/osaurus,berrywtf,,,,,1,
osaurus-ai/osaurus,wizardeur,,,,,1,
osaurus-ai/osaurus,jiajun-dev,,,,,1,
mx-space/core,Innei,,,,,2473,Vibing..
mx-space/core,renovate[bot],,,,,1653,
mx-space/core,renovate-bot,,,,,369,
mx-space/core,sysfox,China,Beijing,39.9042,116.4074,5,China
mx-space/core,52Lxcloud,China,Beijing,39.9042,116.4074,5,"Sichuan, China"
mx-space/core,wibus-wee,,,,,4,NaN
mx-space/core,MutsukiC,,,,,3,/dev/null
mx-space/core,ttimochan,,,,,3,
mx-space/core,ChestnutYueyue,,,,,2,火星
mx-space/core,wuhang2003,,,,,2,Earth
mx-space/core,dependabot[bot],,,,,2,
mx-space/core,tusik,,,,,2,NONE
mx-space/core,suemor233,China,Beijing,39.9042,116.4074,2,China
mx-space/core,AlisaAkiron,China,Shanghai,31.2304,121.4737,2,"Shanghai, China"
mx-space/core,zsbai,,,,,1,
mx-space/core,solomon-cc,China,Beijing,39.9042,116.4074,1,China
mx-space/core,indoordiary,,,,,1,
mx-space/core,XBIsland,China,Beijing,39.9042,116.4074,1,"Guangdong, China"
mx-space/core,VxRain,,,,,1,
mx-space/core,TinsFox,,,,,1,
thomwebb/gac,thomwebb,,,,,59,Bay Area
thomwebb/gac,github-actions[bot],,,,,9,
thomwebb/gac,mpfaffenberger,,,,,8,
thomwebb/gac,vinsidious,,,,,8,"Seattle, WA"
thomwebb/gac,sogoiii,,,,,3,
thomwebb/gac,rinadelph,,,,,1,Miami
thomwebb/gac,galch,,,,,1,
rcarmo/piclaw,rcarmo,,,,,2810,"Lisbon, Portugal"
rcarmo/piclaw,aliceisjustplaying,United Kingdom,London,51.5072,-0.1276,93,London
rcarmo/piclaw,CelsoSantos,,,,,57,"Leiria, Portugal"
rcarmo/piclaw,piclaw-bot,,,,,17,Portugal
rcarmo/piclaw,luisfcorreia,,,,,4,"Belas, Portugal"
rcarmo/piclaw,cjnova,,,,,3,Spain
rcarmo/piclaw,tidux,,,,,2,
rcarmo/piclaw,lmqferreira,,,,,2,"Lisbon, Portugal"
rcarmo/piclaw,pablopunk,,,,,1,"València, Spain"
Fu-Jie/openwebui-extensions,Fu-Jie,China,Shanghai,31.2304,121.4737,513,shanghai
Fu-Jie/openwebui-extensions,github-actions[bot],,,,,343,
Fu-Jie/openwebui-extensions,Copilot,,,,,39,
