repo,login,country,city,lat,lon,contributions,raw_location
PaddlePaddle/Paddle,SigureMo,China,Beijing,39.9042,116.4074,873,"Beijing, China"
PaddlePaddle/Paddle,sneaxiy,,,,,858,
PaddlePaddle/Paddle,qingqing01,,,,,855,
PaddlePaddle/Paddle,dzhwinter,China,Beijing,39.9042,116.4074,799,beijing
PaddlePaddle/Paddle,gangliao,,,,,763,"Sunnyvale, CA"
PaddlePaddle/Paddle,velconia,China,Beijing,39.9042,116.4074,708,China
PaddlePaddle/Paddle,panyx0718,China,Beijing,39.9042,116.4074,678,China
PaddlePaddle/Paddle,chenwhql,China,Beijing,39.9042,116.4074,649,"Beijing, China"
PaddlePaddle/Paddle,typhoonzero,China,Beijing,39.9042,116.4074,632,Beijing
PaddlePaddle/Paddle,wanghuancoder,,,,,630,
PaddlePaddle/Paddle,Aurelius84,China,Beijing,39.9042,116.4074,585,Beijing China
PaddlePaddle/Paddle,phlrain,,,,,561,
PaddlePaddle/Paddle,chengduoZH,,,,,550,
PaddlePaddle/Paddle,zhiqiu,China,Beijing,39.9042,116.4074,521,Beijing
apache/flink,zentol,,,,,2341,
apache/flink,tillrohrmann,Germany,Berlin,52.52,13.405,2098,"Berlin, Germany"
apache/flink,StephanEwen,Germany,Berlin,52.52,13.405,1757,Berlin
apache/flink,aljoscha,,,,,1091,Europe
apache/flink,twalthr,Germany,Berlin,52.52,13.405,1019,Berlin
apache/flink,dawidwys,,,,,781,Warsaw
apache/flink,pnowojski,,,,,768,Warsaw
apache/flink,rmetzger,Germany,Berlin,52.52,13.405,745,"Remote, Germany"
apache/flink,rkhachatryan,Germany,Berlin,52.52,13.405,487,Berlin
apache/flink,snuyanzin,,,,,435,Düsseldorf
apache/flink,XComp,Germany,Berlin,52.52,13.405,434,"Berlin, Germany"
apache/flink,uce,Germany,Berlin,52.52,13.405,434,"Berlin, Germany"
apache/flink,dianfu,,,,,428,HangZhou
apache/flink,gyfora,,,,,415,"Zürich, Switzerland"
apache/flink,wuchong,China,Beijing,39.9042,116.4074,413,Hangzhou China
apache/flink,kl0u,Germany,Berlin,52.52,13.405,397,"Berlin, Germany"
apache/flink,tzulitai,Canada,Toronto,43.6532,-79.3832,362,"Vancouver, BC, Canada"
apache/flink,xintongsong,China,Beijing,39.9042,116.4074,342,Beijing
apache/flink,HuangXingBo,,,,,342,@Hangzhou
apache/flink,GJL,Germany,Berlin,52.52,13.405,336,Berlin
apache/kafka,ijuma,United States,San Francisco,37.7749,-122.4194,716,"San Francisco Bay Area, CA"
apache/kafka,mjsax,,,,,700,"Reno, NV"
apache/kafka,hachikuji,,,,,652,
apache/kafka,guozhangwang,,,,,487,Seattle
apache/kafka,dajac,,,,,452,Switzerland
apache/kafka,cmccabe,,,,,423,"Sunnyvale, CA"
apache/kafka,rajinisivaram,United Kingdom,London,51.5072,-0.1276,343,UK
apache/kafka,mimaison,,,,,309,
apache/kafka,mumrah,,,,,258,"Raleigh, NC"
apache/kafka,ableegoldman,,,,,254,
apache/kafka,m1a2st,,,,,244,Taipei
apache/kafka,FrankYang0529,,,,,239,
apache/kafka,showuon,,,,,236,Taiwan
apache/kafka,bbejeck,,,,,232,
apache/kafka,cadonna,Germany,Berlin,52.52,13.405,227,"Berlin, Germany"
apache/kafka,vvcephei,,,,,204,
apache/kafka,frankvicky,United Kingdom,London,51.5072,-0.1276,202,"London, UK"
apache/kafka,omkreddy,India,Bangalore,12.9716,77.5946,199,India
apache/kafka,junrao,,,,,192,
apache/kafka,dguy,,,,,191,
apache/superset,mistercrunch,,,,,2413,"San Mateo, CA"
apache/superset,dependabot[bot],,,,,1889,
apache/superset,villebro,,,,,853,"Palo Alto, California"
apache/superset,kristw,United States,San Francisco,37.7749,-122.4194,834,"San Francisco, CA"
apache/superset,michael-s-molina,,,,,782,"Curitiba, Brazil"
apache/superset,betodealmeida,,,,,781,"Key Biscayne, FL"
apache/superset,rusackas,United States,San Francisco,37.7749,-122.4194,602,"San Francisco, CA"
apache/superset,john-bodley,,,,,577,
apache/superset,kgabryje,,,,,558,Warsaw
apache/superset,dpgaspar,,,,,514,"Lisbon, Portugal"
apache/superset,ktmud,United States,San Francisco,37.7749,-122.4194,393,San Francisco
apache/superset,zhaoyongjie,Germany,Berlin,52.52,13.405,327,"Munich, Germany"
apache/superset,geido,,,,,316,everywhere
apache/superset,hughhhh,,,,,284,"Miami, FL"
apache/superset,github-actions[bot],,,,,283,
apache/superset,justinpark,United States,San Francisco,37.7749,-122.4194,276,"San Francisco, CA"
apache/superset,eschutho,United States,San Francisco,37.7749,-122.4194,248,San Francisco
apache/superset,dependabot-preview[bot],,,,,245,
apache/superset,pkdotson,,,,,186,
apache/superset,aminghadersohi,United States,San Francisco,37.7749,-122.4194,171,San Francisco
apache/doris,morningman,,,,,1755,
apache/doris,BiteTheDDDDt,,,,,1020,Christmas Island
apache/doris,Gabriel39,China,Beijing,39.9042,116.4074,972,"Chengdu,China"
apache/doris,morrySnow,China,Beijing,39.9042,116.4074,853,"Beijing, China"
apache/doris,HappenLee,China,Beijing,39.9042,116.4074,601,Beijing
apache/doris,englefly,China,Beijing,39.9042,116.4074,580,"Beijing, China"
apache/doris,Mryange,,,,,554,
apache/doris,w41ter,,,,,522,
apache/doris,starocean999,,,,,493,
apache/doris,zy-kkk,China,Beijing,39.9042,116.4074,478,BeiJing
apache/doris,xinyiZzz,China,Beijing,39.9042,116.4074,461,Beijing China
apache/doris,Jibing-Li,,,,,445,
apache/doris,zclllyybb,,,,,437,
apache/doris,zhangstar333,,,,,435,
apache/doris,eldenmoon,,,,,428,Singapore
apache/doris,yiguolei,China,Beijing,39.9042,116.4074,423,Beijing
apache/doris,sollhui,,,,,405,ChengDu
apache/doris,zddr,China,Beijing,39.9042,116.4074,404,beijing
apache/doris,dataroaring,,,,,388,
apache/doris,hello-stephen,,,,,385,Chengdu
apache/seatunnel,Hisoka-X,China,Beijing,39.9042,116.4074,581,"Chengdu, China"
apache/seatunnel,garyelephant,China,Beijing,39.9042,116.4074,533,Beijing
apache/seatunnel,RickyHuo,China,Beijing,39.9042,116.4074,469,Beijing
apache/seatunnel,hailin0,China,Beijing,39.9042,116.4074,265,"Chengdu, China"
apache/seatunnel,EricJoy2048,Canada,Toronto,43.6532,-79.3832,202,Canada
apache/seatunnel,TyrantLucifer,China,Beijing,39.9042,116.4074,184,"Beijing, China"
apache/seatunnel,CalvinKirs,,,,,143,
apache/seatunnel,ashulin,China,Beijing,39.9042,116.4074,139,"Chengdu, China"
apache/seatunnel,liugddx,,,,,131,hefei
apache/seatunnel,zhangshenghang,China,Beijing,39.9042,116.4074,128,"DaLian, China"
apache/seatunnel,kid-xiong,,,,,125,
apache/seatunnel,ruanwenjun,,,,,111,Wuhan
apache/seatunnel,ic4y,,,,,110,
apache/seatunnel,liunaijie,China,Beijing,39.9042,116.4074,110,China
apache/seatunnel,corgy-w,,,,,80,Singapore
apache/seatunnel,hawk9821,,,,,79,chengdu
apache/seatunnel,asdf2014,,,,,77,Singapore
apache/seatunnel,TaoZex,China,Beijing,39.9042,116.4074,68,"Beijing, China (UTC+8)"
apache/seatunnel,Carl-Zhou-CN,,,,,64,
apache/seatunnel,chl-wxp,,,,,59,zhengzhou
duckdb/duckdb,Mytherin,Netherlands,Amsterdam,52.3676,4.9041,24479,"Amsterdam, Netherlands"
duckdb/duckdb,Tishj,,,,,6900,
duckdb/duckdb,pdet,Netherlands,Amsterdam,52.3676,4.9041,4907,Amsterdam
duckdb/duckdb,hannes,Netherlands,Amsterdam,52.3676,4.9041,3523,Amsterdam
duckdb/duckdb,taniabogatsch,,,,,2363,
duckdb/duckdb,samansmink,Netherlands,Amsterdam,52.3676,4.9041,2177,Amsterdam
duckdb/duckdb,carlopi,Netherlands,Amsterdam,52.3676,4.9041,1991,Amsterdam
duckdb/duckdb,Tmonster,Netherlands,Amsterdam,52.3676,4.9041,1897,Amsterdam
duckdb/duckdb,Maxxen,,,,,1342,
duckdb/duckdb,Dtenwolde,Netherlands,Amsterdam,52.3676,4.9041,1281,Amsterdam
duckdb/duckdb,hawkfish,,,,,1048,http://effervescence-labs.llc/
duckdb/duckdb,maiadegraaf,,,,,1003,
duckdb/duckdb,Mause,Australia,Sydney,-33.8688,151.2093,826,"Perth, Western Australia"
duckdb/duckdb,ZuleykhaPavlichenkova-TomTom,Netherlands,Amsterdam,52.3676,4.9041,788,Amsterdam
duckdb/duckdb,tiagokepe,,,,,705,
duckdb/duckdb,lnkuiper,Netherlands,Amsterdam,52.3676,4.9041,508,Amsterdam
duckdb/duckdb,kryonix,Germany,Berlin,52.52,13.405,504,Germany
duckdb/duckdb,smvv,,,,,498,
duckdb/duckdb,artjomPlaunov,,,,,423,
duckdb/duckdb,dentiny,,,,,415,
elastic/elasticsearch,kimchy,,,,,4781,
elastic/elasticsearch,elasticsearchmachine,,,,,3955,
elastic/elasticsearch,martijnvg,,,,,3376,Hoofddorp
elastic/elasticsearch,nik9000,,,,,3355,
elastic/elasticsearch,s1monw,Germany,Berlin,52.52,13.405,3182,Berlin
elastic/elasticsearch,rjernst,,,,,3036,California
elastic/elasticsearch,DaveCTurner,United Kingdom,London,51.5072,-0.1276,2910,"Yorkshire, UK"
elastic/elasticsearch,jasontedor,,,,,2858,
elastic/elasticsearch,javanna,Netherlands,Amsterdam,52.3676,4.9041,2532,Amsterdam
elastic/elasticsearch,original-brownbear,,,,,2330,"Schwyz, Switzerland"
elastic/elasticsearch,dnhatn,,,,,1669,
elastic/elasticsearch,jrodewig,,,,,1547,
elastic/elasticsearch,tlrx,France,Paris,48.8566,2.3522,1443,"Greater Nantes Area, France"
elastic/elasticsearch,dadoonet,France,Paris,48.8566,2.3522,1437,"France, Cergy"
elastic/elasticsearch,jpountz,France,Paris,48.8566,2.3522,1411,"Caen, France"
elastic/elasticsearch,benwtrent,,,,,1291,South Carolina
elastic/elasticsearch,rmuir,,,,,1252,Virginia
elastic/elasticsearch,mark-vieira,,,,,1248,"South Lake Tahoe, CA"
elastic/elasticsearch,dakrone,,,,,1154,"Denver, CO"
elastic/elasticsearch,ywangd,,,,,1153,
kubernetes/kubernetes,k8s-ci-robot,,,,,26955,The Cloud
kubernetes/kubernetes,liggitt,United States,San Francisco,37.7749,-122.4194,2160,United States
kubernetes/kubernetes,thockin,United States,San Francisco,37.7749,-122.4194,2074,United States
kubernetes/kubernetes,wojtek-t,,,,,1908,Poland
kubernetes/kubernetes,brendandburns,,,,,1816,"Seattle, WA"
kubernetes/kubernetes,smarterclayton,,,,,1631,North Carolina
kubernetes/kubernetes,lavalamp,,,,,1555,NV
kubernetes/kubernetes,pohly,Germany,Berlin,52.52,13.405,1469,Germany
kubernetes/kubernetes,deads2k,,,,,1304,"Raleigh, NC"
kubernetes/kubernetes,sttts,Germany,Berlin,52.52,13.405,1188,Germany
kubernetes/kubernetes,mikedanese,,,,,1116,Center of the Universe
kubernetes/kubernetes,dims,,,,,1042,Massachusetts
kubernetes/kubernetes,gmarek,United Kingdom,London,51.5072,-0.1276,829,"London, UK"
kubernetes/kubernetes,dchen1107,United States,San Francisco,37.7749,-122.4194,774,United States
kubernetes/kubernetes,bgrant0607,,,,,767,
kubernetes/kubernetes,jsafrane,,,,,704,"Brno, Czech Republic"
kubernetes/kubernetes,zmerlynn,United States,San Francisco,37.7749,-122.4194,691,United States
kubernetes/kubernetes,yujuhong,,,,,681,
kubernetes/kubernetes,derekwaynecarr,,,,,637,"Raleigh, NC"
kubernetes/kubernetes,justinsb,United States,San Francisco,37.7749,-122.4194,636,United States
helm/helm,technosophos,,,,,1143,"Boulder, CO"
helm/helm,adamreese,,,,,899,
helm/helm,mattfarina,United States,San Francisco,37.7749,-122.4194,845,"Highland, Michigan, USA"
helm/helm,dependabot[bot],,,,,378,
helm/helm,gjenkins8,United States,San Francisco,37.7749,-122.4194,249,San Francisco
helm/helm,thomastaylor312,,,,,249,
helm/helm,hickeyma,,,,,228,
helm/helm,robertsirc,,,,,228,Ohio
helm/helm,joejulian,,,,,160,"Seattle, WA"
helm/helm,TerryHowe,,,,,157,"Durango, CO"
helm/helm,scottrigby,,,,,135,"Brooklyn, NY"
helm/helm,marckhouzam,,,,,120,Montreal
helm/helm,AustinAbro321,,,,,118,
helm/helm,benoittgt,France,Paris,48.8566,2.3522,103,France
helm/helm,jackgr,United States,San Francisco,37.7749,-122.4194,92,United States
helm/helm,banjoh,,,,,88,
helm/helm,jdolitsky,,,,,87,
helm/helm,jascott1,,,,,61,"Hillsboro, OR"
helm/helm,sabre1041,,,,,51,Chicago
helm/helm,fibonacci1729,United States,San Francisco,37.7749,-122.4194,46,United States
docker/compose,ndeloof,France,Paris,48.8566,2.3522,1486,"Rennes, France"
docker/compose,gtardif,,,,,1017,
docker/compose,glours,France,Paris,48.8566,2.3522,723,France
docker/compose,rumpl,France,Paris,48.8566,2.3522,302,France
docker/compose,dependabot[bot],,,,,254,
docker/compose,ulyssessouza,Germany,Berlin,52.52,13.405,227,Berlin
docker/compose,chris-crone,,,,,215,
docker/compose,thaJeztah,Netherlands,Amsterdam,52.3676,4.9041,190,Netherlands
docker/compose,milas,,,,,178,"Malden, MA"
docker/compose,laurazard,Germany,Berlin,52.52,13.405,128,"Berlin, Germany"
docker/compose,mat007,,,,,46,
docker/compose,dependabot-preview[bot],,,,,38,
docker/compose,nicks,,,,,36,"Brooklyn, NY"
docker/compose,jhrotko,,,,,29,"Lisbon, Portugal"
docker/compose,idsulik,,,,,27,
docker/compose,nicksieger,United States,San Francisco,37.7749,-122.4194,27,"Minneapolis, MN, USA"
docker/compose,KoditkarVedant,India,Bangalore,12.9716,77.5946,18,"Pune, India"
docker/compose,crazy-max,France,Paris,48.8566,2.3522,18,France
docker/compose,lorenrh,,,,,15,
docker/compose,aiordache,,,,,13,
hashicorp/terraform,jbardin,,,,,4131,"Boston, MA"
hashicorp/terraform,mitchellh,,,,,4025,"Los Angeles, CA"
hashicorp/terraform,apparentlymart,,,,,2955,"Portland, OR"
hashicorp/terraform,stack72,,,,,2121,"Derry, Ireland"
hashicorp/terraform,catsby,,,,,1728,Missouri
hashicorp/terraform,radeksimko,United Kingdom,London,51.5072,-0.1276,1265,"London, UK"
hashicorp/terraform,phinze,,,,,1245,"Chicago, IL"
hashicorp/terraform,jen20,,,,,1116,
hashicorp/terraform,alisdair,,,,,819,"Vancouver, BC"
hashicorp/terraform,DanielMSchmidt,Germany,Berlin,52.52,13.405,616,"Hamburg, Germany"
hashicorp/terraform,laurapacilio,,,,,567,
hashicorp/terraform,mildwonkey,,,,,533,
hashicorp/terraform,grubernaut,India,Bangalore,12.9716,77.5946,500,Indiana
hashicorp/terraform,jtopjian,,,,,489,"Calgary, Alberta"
hashicorp/terraform,armon,,,,,360,"Seattle, WA"
hashicorp/terraform,pearkes,United States,New York,40.7128,-74.006,297,New York
hashicorp/terraform,cgriggs01,United States,San Francisco,37.7749,-122.4194,276,"Oakland, United States"
hashicorp/terraform,nfagerlund,,,,,263,
hashicorp/terraform,pselle,,,,,222,"Philadelphia, PA"
hashicorp/terraform,sethvargo,,,,,201,"Pittsburgh, PA"
ansible/ansible,mpdehaan,,,,,5101,
ansible/ansible,bcoca,,,,,4476,Earth
ansible/ansible,jimi-c,,,,,2822,
ansible/ansible,abadger,,,,,2707,"Granite Bay, CA"
ansible/ansible,mattclay,United States,San Francisco,37.7749,-122.4194,2690,"Portland, Oregon, USA"
ansible/ansible,sivel,,,,,1219,"San Antonio, TX"
ansible/ansible,Akasurde,,,,,1151,
ansible/ansible,dagwieers,,,,,1094,"Flanders, Europe, Earth"
ansible/ansible,jctanner,,,,,874,"Raleigh, NC"
ansible/ansible,resmo,,,,,766,Switzerland
ansible/ansible,jborean93,Australia,Sydney,-33.8688,151.2093,766,Brisbane Australia
ansible/ansible,felixfontein,,,,,695,Switzerland
ansible/ansible,s-hertel,,,,,603,"Durham, NC"
ansible/ansible,mkrizek,,,,,566,🇨🇿
ansible/ansible,caphrim007,,,,,545,"Seattle, WA"
ansible/ansible,nitzmahone,United States,San Francisco,37.7749,-122.4194,499,"Portland, OR USA"
ansible/ansible,samdoran,,,,,476,"Glen Allen, VA"
ansible/ansible,gundalow,United Kingdom,London,51.5072,-0.1276,466,UK
ansible/ansible,privateip,,,,,443,"Raleigh, NC"
ansible/ansible,migumun,,,,,429,
prometheus/prometheus,fabxc,,,,,1681,Switzerland
prometheus/prometheus,juliusv,Germany,Berlin,52.52,13.405,1597,"Berlin, Germany"
prometheus/prometheus,beorn7,Germany,Berlin,52.52,13.405,1069,Berlin
prometheus/prometheus,bboreham,United Kingdom,London,51.5072,-0.1276,949,"London, UK"
prometheus/prometheus,dependabot[bot],,,,,882,
prometheus/prometheus,brian-brazil,,,,,507,
prometheus/prometheus,roidelapluie,,,,,407,
prometheus/prometheus,bwplotka,United Kingdom,London,51.5072,-0.1276,399,"London, UK"
prometheus/prometheus,krajorama,,,,,391,"Budapest, Hungary"
prometheus/prometheus,codesome,,,,,346,US
prometheus/prometheus,matttproud,,,,,324,"Zürich, Schweiz"
prometheus/prometheus,gouthamve,Germany,Berlin,52.52,13.405,300,"Berlin, Germany"
prometheus/prometheus,SuperQ,Germany,Berlin,52.52,13.405,296,"Berlin, Germany"
prometheus/prometheus,simonpasquier,,,,,279,
prometheus/prometheus,brancz,Germany,Berlin,52.52,13.405,222,Berlin
prometheus/prometheus,aknuds1,,,,,215,"Lachen, Switzerland"
prometheus/prometheus,krasi-georgiev,,,,,204,
prometheus/prometheus,tomwilkie,United Kingdom,London,51.5072,-0.1276,160,London
prometheus/prometheus,machine424,France,Paris,48.8566,2.3522,156,France
prometheus/prometheus,LeviHarrison,United States,San Francisco,37.7749,-122.4194,132,United States
grafana/grafana,torkelo,,,,,10316,Stockholm
grafana/grafana,bergquist,,,,,3109,"Stockholm, Sweden"
grafana/grafana,renovate[bot],,,,,2390,
grafana/grafana,ryantxu,,,,,1951,"Nairobi, Kenya"
grafana/grafana,marefr,,,,,1722,Sweden
grafana/grafana,ashharrison90,United Kingdom,London,51.5072,-0.1276,1365,United Kingdom
grafana/grafana,daniellee,,,,,897,"Stockholm, Sweden"
grafana/grafana,dprokop,,,,,891,Warsaw
grafana/grafana,hugohaggmark,,,,,871,Sweden
grafana/grafana,ivanahuckova,,,,,763,"Bratislava, Slovakia"
grafana/grafana,joshhunt,United Kingdom,London,51.5072,-0.1276,733,"London, United Kingdom"
grafana/grafana,sunker,,,,,714,Stockholm
grafana/grafana,alexanderzobnin,,,,,660,
grafana/grafana,Clarity-89,,,,,629,"Helsinki, Finland "
grafana/grafana,gabor,,,,,559,Europe
grafana/grafana,peterholmberg,,,,,527,"Stockholm, Sweden"
grafana/grafana,yuri-tceretian,United States,San Francisco,37.7749,-122.4194,526,USA
grafana/grafana,kaydelaney,,,,,493,
grafana/grafana,aknuds1,,,,,476,"Lachen, Switzerland"
grafana/grafana,aocenas,,,,,469,
argoproj/argo-cd,dependabot[bot],,,,,1605,
argoproj/argo-cd,crenshaw-dev,,,,,665,
argoproj/argo-cd,alexmt,,,,,484,"Sunnyvale, CA"
argoproj/argo-cd,jessesuen,,,,,397,"Mountain View, CA"
argoproj/argo-cd,jannfis,,,,,279,The Great White North
argoproj/argo-cd,alexec,United States,San Francisco,37.7749,-122.4194,273,"Mountain View, CA, USA"
argoproj/argo-cd,pasha-codefresh,,,,,160,
argoproj/argo-cd,mmorel-35,France,Paris,48.8566,2.3522,144,France
argoproj/argo-cd,github-actions[bot],,,,,138,
argoproj/argo-cd,agaudreault,,,,,114,Saguenay
argoproj/argo-cd,leoluz,,,,,108,Montreal
argoproj/argo-cd,mayzhang2000,,,,,96,
argoproj/argo-cd,blakepettersson,,,,,94,
argoproj/argo-cd,rbreeze,,,,,87,"Chico, CA"
argoproj/argo-cd,renovate[bot],,,,,81,
argoproj/argo-cd,merenbach,,,,,80,Seattle Metropolitan Area
argoproj/argo-cd,34fathombelow,United States,San Francisco,37.7749,-122.4194,72,United States
argoproj/argo-cd,reggie-k,,,,,71,
argoproj/argo-cd,terrytangyuan,United States,San Francisco,37.7749,-122.4194,69,USA
argoproj/argo-cd,nitishfy,India,Bangalore,12.9716,77.5946,65,"Punjab, India"
istio/istio,istio-testing,,,,,4013,
istio/istio,howardjohn,,,,,3619,"Sunnyvale, CA"
istio/istio,hzxuzhonghu,China,Beijing,39.9042,116.4074,920,"Hangzhou,China"
istio/istio,ramaraochavali,,,,,850,
istio/istio,kyessenov,,,,,502,www
istio/istio,douglas-reid,,,,,420,
istio/istio,rshriram,,,,,364,Boston
istio/istio,costinm,,,,,352,"Palo Alto, CA"
istio/istio,hanxiaop,,,,,348,
istio/istio,geeknoid,United States,San Francisco,37.7749,-122.4194,326,"Redmond, Washington, USA"
istio/istio,ayj,United States,San Francisco,37.7749,-122.4194,317,"Kirkland, WA - United States"
istio/istio,stevenctl,United States,San Francisco,37.7749,-122.4194,310,San Francisco
istio/istio,nmittler,United States,San Francisco,37.7749,-122.4194,301,"San Francisco, CA"
istio/istio,bianpengyuan,,,,,289,
istio/istio,ostromart,,,,,271,Sunnyvale
istio/istio,frankbu,Canada,Toronto,43.6532,-79.3832,266,"Toronto, Canada"
istio/istio,esnible,,,,,250,"Bronx, NY"
istio/istio,mandarjog,,,,,249,"San Jose, CA"
istio/istio,sebastienvas,,,,,239,"Mountain View, CA"
istio/istio,ozevren,,,,,232,"Kirkland, WA"
fastapi/fastapi,tiangolo,Germany,Berlin,52.52,13.405,2058,"Berlin, Germany"
fastapi/fastapi,github-actions[bot],,,,,573,
fastapi/fastapi,dependabot[bot],,,,,189,
fastapi/fastapi,YuriiMotov,,,,,93,"Bar, Montenegro"
fastapi/fastapi,alejsdev,,,,,59,
fastapi/fastapi,pre-commit-ci[bot],,,,,50,
fastapi/fastapi,jaystone776,,,,,49,
fastapi/fastapi,valentinDruzhinin,,,,,33,
fastapi/fastapi,ceb10n,,,,,31,Santo André
fastapi/fastapi,Kludex,Netherlands,Amsterdam,52.3676,4.9041,25,"Utrecht, Netherlands"
fastapi/fastapi,waynerv,,,,,25,Hangzhou
fastapi/fastapi,tokusumi,Japan,Tokyo,35.6762,139.6503,24,Japan
fastapi/fastapi,SwftAlpc,,,,,23,
fastapi/fastapi,svlandeg,,,,,23,Belgium
fastapi/fastapi,hasansezertasan,,,,,23,Turkey
fastapi/fastapi,dmontagu,,,,,17,
fastapi/fastapi,AlertRED,,,,,16,World
fastapi/fastapi,hard-coders,,,,,16,KR
fastapi/fastapi,nilslindemann,,,,,14,Diepholz
fastapi/fastapi,yychanlee,,,,,14,Taiwan
django/django,timgraham,,,,,3527,"Philadelphia, PA"
django/django,adrianholovaty,Netherlands,Amsterdam,52.3676,4.9041,2802,Amsterdam
django/django,malcolmt,Australia,Sydney,-33.8688,151.2093,1872,"Sydney, Australia"
django/django,freakboy3742,Australia,Sydney,-33.8688,151.2093,1741,"Perth, Western Australia"
django/django,claudep,,,,,1722,Switzerland
django/django,felixxm,,,,,1686,"Toruń, Poland"
django/django,aaugustin,France,Paris,48.8566,2.3522,1399,"Paris, France"
django/django,jezdez,Germany,Berlin,52.52,13.405,895, Germany
django/django,jacobian,,,,,893,Oregon
django/django,charettes,,,,,759,"Montréal, Québec"
django/django,spookylukey,,,,,497,
django/django,alex,,,,,483,Washington D.C.
django/django,ramiro,,,,,474,Argentina
django/django,andrewgodwin,United States,San Francisco,37.7749,-122.4194,450,"Denver, CO, USA"
django/django,jdufresne,Canada,Toronto,43.6532,-79.3832,425,"Vancouver, BC, Canada"
django/django,sir-sigurd,,,,,373,
django/django,akaariai,,,,,351,"Espoo, Finland"
django/django,ngnpope,United Kingdom,London,51.5072,-0.1276,345,"Portsmouth, United Kingdom"
django/django,gdub,,,,,335,
django/django,carltongibson,,,,,316,Spain
pallets/flask,davidism,,,,,1837,"San Diego, CA"
pallets/flask,mitsuhiko,,,,,1189,Austria
pallets/flask,untitaker,,,,,274,Austria
pallets/flask,rduplain,United States,San Francisco,37.7749,-122.4194,122,Portland OR USA
pallets/flask,greyli,China,Shanghai,31.2304,121.4737,105,"Shanghai, China"
pallets/flask,dependabot-preview[bot],,,,,91,
pallets/flask,DasIch,Germany,Berlin,52.52,13.405,86,"Berlin, Germany"
pallets/flask,dependabot[bot],,,,,61,
pallets/flask,kennethreitz,United States,San Francisco,37.7749,-122.4194,59,"Virginia, USA, Earth, Milky Way."
pallets/flask,pgjones,United Kingdom,London,51.5072,-0.1276,50,London
pallets/flask,pre-commit-ci[bot],,,,,39,
pallets/flask,keyan,,,,,36,Maine
pallets/flask,ThiefMaster,,,,,28,"Geneva, Switzerland"
pallets/flask,defuz,United Kingdom,London,51.5072,-0.1276,26,"Kiev, Ukraine"
pallets/flask,lepture,Japan,Tokyo,35.6762,139.6503,25,Japan
pallets/flask,ThomasWaldmann,,,,,23,Europe
pallets/flask,jeffwidman,,,,,22,"Bellingham, WA"
pallets/flask,jab,,,,,21,
pallets/flask,SimonSapin,,,,,18,
pallets/flask,florentx,,,,,17,
encode/starlette,lovelydinosaur,United Kingdom,London,51.5072,-0.1276,455,"Brighton, UK"
encode/starlette,Kludex,Netherlands,Amsterdam,52.3676,4.9041,290,"Utrecht, Netherlands"
encode/starlette,dependabot[bot],,,,,145,
encode/starlette,aminalaee,Netherlands,Amsterdam,52.3676,4.9041,53,Netherlands
encode/starlette,adriangb,,,,,44,"Chicago, IL"
encode/starlette,TechNiick,,,,,31,
encode/starlette,blueyed,Germany,Berlin,52.52,13.405,23,"Berlin, Germany"
encode/starlette,JayH5,United Kingdom,London,51.5072,-0.1276,22,"London, UK"
encode/starlette,florimondmanca,France,Paris,48.8566,2.3522,16,"Lille, France"
encode/starlette,alex-oleshkevich,,,,,15,"Warsaw, Poland"
encode/starlette,tiangolo,Germany,Berlin,52.52,13.405,14,"Berlin, Germany"
encode/starlette,graingert,,,,,13,
encode/starlette,marcosschroh,,,,,10,Vlaardingen
encode/starlette,Rohan5commit,,,,,9,Singapore
encode/starlette,didip,,,,,8,
encode/starlette,erewok,,,,,8,"San Diego, CA"
encode/starlette,lealre,,,,,7,Lisbon
encode/starlette,abersheeran,,,,,6,中国
encode/starlette,taoufik07,France,Paris,48.8566,2.3522,6,Paris
encode/starlette,woile,,,,,6,Portugal
plotly/plotly.py,nicolaskruchten,,,,,1260,"Montreal, QC"
plotly/plotly.py,LiamConnors,,,,,1181,Montreal
plotly/plotly.py,theengineear,,,,,977,"Truckee, CA"
plotly/plotly.py,Kully,,,,,753,"Montreal, CA"
plotly/plotly.py,marthacryan,,,,,474,"Austin, TX"
plotly/plotly.py,chriddyp,,,,,440,California
plotly/plotly.py,jonmmease,,,,,420,Maryland
plotly/plotly.py,emilykl,,,,,371,
plotly/plotly.py,cldougl,,,,,276,Montreal
plotly/plotly.py,emmanuelle,,,,,259,
plotly/plotly.py,etpinard,,,,,200,Montréal
plotly/plotly.py,FBruzzesi,,,,,125,Somewhere in Italy
plotly/plotly.py,alexcjohnson,United States,San Francisco,37.7749,-122.4194,102,"Boston, MA USA"
plotly/plotly.py,archmoj,Canada,Toronto,43.6532,-79.3832,92,"Richmond Hill, Canada"
plotly/plotly.py,yankev,,,,,86,
plotly/plotly.py,nicholas-esterer,Canada,Toronto,43.6532,-79.3832,81,"Montreal, QC, Canada"
plotly/plotly.py,aneda,,,,,76,
plotly/plotly.py,rl-utility-man,United States,San Francisco,37.7749,-122.4194,69,USA
plotly/plotly.py,gvwilson,Canada,Toronto,43.6532,-79.3832,62,"Toronto, Ontario"
plotly/plotly.py,camdecoster,,,,,60,"Denver, CO"
jupyter/notebook,minrk,,,,,2970,California
jupyter/notebook,jdfreder,,,,,1445,
jupyter/notebook,takluyver,,,,,1379,
