repo,cluster,pca_x,pca_y,anomaly_label,anomaly_reason,stars,forks,contributors,commits_recent,issues_recent,prs_recent,popularity_score,activity_score,health_score,globalization_score
mkubaczyk/helmsman,0,-1.4468409277846803,1.3832810737569412,normal,正常,1495,180,20,26,2,30,0.3193428109643459,0.3341256717651922,0.558531417941298,0.45
serversideup/spin,1,-2.7737552858955055,-0.19133435250465433,normal,正常,1481,65,7,13,3,30,0.2807358674342591,0.253307151715585,0.3654101212622295,0.4125
kimdre/doco-cd,0,-1.0069935779191335,1.6700000049754304,normal,正常,1372,47,20,30,9,30,0.2455821452725028,0.4124638280281108,0.5447826236736943,0.55
kube-green/kube-green,1,-1.5087351360098022,0.3448207741911099,normal,正常,1342,96,20,16,4,30,0.2890303774368606,0.2809632079371641,0.445240801984291,0.6775
jsxgraph/jsxgraph,0,-0.8629413069689427,2.024115728315229,normal,正常,1332,197,20,30,3,30,0.3410485998849609,0.3685613890037206,0.61714034725093,0.6892857142857143
t8y2/dbx,0,-0.753427083529517,2.1615732609431557,normal,国际化不足,1231,89,14,30,29,30,0.257292005512968,0.5588052914427449,0.5315116676882725,0.235
yjl9903/AnimeGarden,1,-2.0415205202616886,0.7933822890860515,normal,国际化不足,1174,35,3,30,13,30,0.2137951634751696,0.4417321207110376,0.3926445686392978,0.3
ppy/osu-web,1,-0.6176256961864194,0.6816418049328398,normal,正常,1128,417,20,30,14,30,0.3505227479938296,0.4490491938817693,0.4384527746609185,0.5
OSGeo/grass,1,-1.322824053681709,-0.3206388546590439,normal,国际化不足,1105,427,20,30,2,30,0.3483712745581759,0.3612443158329889,0.3736444122915805,0.275
rzru/nightingale,0,-2.14915011485106,0.6082699399586872,normal,国际化不足,1102,72,1,30,26,12,0.2623611428053307,0.4468540719305498,0.375976338495458,0.3
apache/ofbiz-framework,1,-1.0432155434141925,-0.12598402560949912,normal,正常,1036,670,20,30,0,30,0.3707385832005275,0.3466101694915254,0.3866525423728814,0.625
EhTagTranslation/Database,0,-1.232549607172266,2.6392840702511564,normal,国际化不足,1018,109,20,30,7,30,0.279695030314111,0.3978296816866474,0.6827907537549952,0.235
howie6879/weekly,1,-3.465660262437914,-2.959795043745226,normal,国际化不足,1000,26,1,30,5,1,0.2368370421976202,0.2381955353451839,0.065798883836296,0.3
xiaoiver/infinite-canvas-tutorial,1,-1.9347732056149352,0.813680282832279,normal,正常,999,63,7,30,5,30,0.2470218170633413,0.3831955353451839,0.4312155505029627,0.4625
SemiAnalysisAI/InferenceX,1,-1.5934805919581174,-0.5764052862918455,normal,国际化不足,944,162,20,30,3,30,0.2796106730004865,0.3685613890037206,0.3338070139175968,0.0875
yegor256/takes,0,-0.6824294750573332,1.492566666138847,normal,正常,877,213,20,30,9,30,0.3019946961446913,0.4124638280281108,0.5308937347848055,0.6775
ArcadeData/arcadedb,0,-0.1513402419298267,4.035028842435504,normal,正常,861,103,20,30,30,30,0.2618970053111317,0.5661223646134766,0.7498639244867025,0.4625
ENTERPILOT/GoModel,0,-1.6076793550819977,1.555430523577449,normal,国际化不足,860,54,12,30,8,30,0.2233836149120111,0.4051467548573791,0.5242033553810115,0.3249999999999999
bjw-s-labs/home-ops,1,-1.780738297463491,0.2889933276331072,normal,正常,828,43,12,30,1,30,0.2102040285879307,0.3539272426622571,0.3884818106655643,0.575
bgauryy/octocode-mcp,0,-2.2080476100236175,1.9300953777700345,normal,国际化不足,811,68,7,30,4,30,0.2227260429444041,0.3758784621744523,0.5793862822102798,0.0875
superiorlu/AITreasureBox,1,-3.1747707789183446,-2.0418410470984085,normal,国际化不足,794,116,6,30,0,13,0.2646854364601816,0.2616101694915254,0.1798256192959583,0.0875
openyak/openyak,0,-1.7299486528913335,1.2867133956639425,normal,国际化不足,778,52,4,30,13,30,0.2205793770062601,0.4417321207110376,0.4585099532546824,0.3249999999999999
rcarmo/piclaw,0,-1.2057602325513046,2.9654656088481683,normal,国际化不足,643,52,9,30,30,30,0.2040695630431275,0.5661223646134766,0.6061139244867025,0.0875
adriannovegil/awesome-observability,0,-1.0603529693865248,1.8016068777997432,normal,正常,627,108,20,30,1,30,0.2372889092255766,0.3539272426622571,0.5968151439988976,0.53
flamego/flamego,1,-3.5439658938142475,-0.5782305076748753,normal,国际化不足,621,40,11,9,0,30,0.2026345269697701,0.2042372881355932,0.3448093220338983,0.0875
kviklet/kviklet,0,-2.289492703894983,2.0055869541293636,normal,国际化不足,599,34,11,18,10,30,0.1859727810831453,0.3384249689954526,0.5866895755821965,0.275
suyoumo/ClawProBench,1,-3.7640030463637766,-3.2499555954665604,anomaly,国际化不足,588,50,0,30,0,0,0.2341253721330675,0.1966101694915254,0.0491525423728813,0.3
GeminiLight/MindOS,0,-2.779158374173555,1.659053392363569,normal,国际化不足,570,47,2,30,18,17,0.1816613054676195,0.4133174865646961,0.504718260530063,0.0875
kurtosis-tech/kurtosis,1,-1.3725059648363565,-0.20820094450196422,normal,正常,538,95,20,30,1,30,0.2221940489988689,0.3539272426622571,0.3634818106655643,0.45
mx-space/core,1,-1.6440279373863667,0.35489611519689473,normal,国际化不足,525,145,20,30,4,30,0.1898004655504091,0.3758784621744523,0.4231362822102797,0.125
henrydaum/second-brain,1,-3.772232159285912,-3.1730430648954444,normal,国际化不足,511,54,1,30,0,0,0.1935236970742709,0.1966101694915254,0.0554025423728813,0.3
flaviuse/mern-authentication,1,-3.882951775443065,-1.2919117206849586,normal,国际化不足,507,100,5,2,0,30,0.1848753188744483,0.1567796610169491,0.2537782485875706,0.3249999999999999
D-Sketon/hexo-theme-reimu,0,-1.7811022374725722,2.1556213255304133,normal,国际化不足,504,48,10,30,9,30,0.1618862139381507,0.4124638280281108,0.5767270681181388,0.3125
FrancescoXX/rustcrab,1,-2.709729047001412,-1.3285037939062323,normal,国际化不足,501,100,20,4,4,30,0.2110417348784587,0.1996072757337743,0.2749018189334435,0.3375
violit-dev/violit,0,-2.9025105374039923,1.2118578411516658,normal,国际化不足,443,20,2,30,19,6,0.1375517846290485,0.3656345597354279,0.4679437276531553,0.3
cyhhao/vibe-remote,0,-2.527011654402567,1.323586738688366,normal,国际化不足,433,60,7,30,2,30,0.1485755657344978,0.3612443158329889,0.500727745624914,0.125
aree6/LiftShift,1,-3.2869797684661295,-0.7604224014154184,normal,国际化不足,425,61,1,30,3,8,0.1632899853230389,0.2585613890037205,0.3000570139175968,0.3
ILoveBingLu/CipherTalk,0,-2.585206481848399,1.2230313547647622,normal,国际化不足,376,90,7,30,24,10,0.1352291216506622,0.4222199255890864,0.4597216480639383,0.0875
buroa/k8s-gitops,1,-2.6889762012869216,0.15498252813331972,normal,国际化不足,375,20,3,30,1,30,0.1254406138773912,0.3539272426622571,0.348898477332231,0.3
vellum-ai/vellum-assistant,1,-2.0331823459536027,-0.004160115030434384,normal,国际化不足,346,43,20,30,0,30,0.1220880344026225,0.3466101694915254,0.3866525423728814,0.0875
alexandre-daubois/ember,0,-2.3040828502923385,2.9432498139555014,normal,国际化不足,345,4,4,30,15,30,0.03849094860437,0.456366267052501,0.6224249000964586,0.0875
netbox-community/netbox-chart,0,-1.5419987356085363,2.597917808526875,normal,国际化不足,340,183,20,30,1,30,0.2106773152590207,0.3539272426622571,0.6884818106655642,0.275
thomwebb/gac,0,-2.3368457655776025,2.448365200005642,normal,国际化不足,314,14,7,30,1,30,0.0970403137049319,0.3539272426622571,0.6238984773322309,0.3
MIERUNE/svelte-maplibre-gl,0,-2.644256787397596,0.838587441709208,normal,国际化不足,301,17,12,19,5,30,0.1122205361040178,0.3086192641587432,0.4604881493730192,0.2249999999999999
Linuxfabrik/monitoring-plugins,0,-1.0579781694891832,2.3627533583219473,normal,国际化不足,274,66,20,30,23,30,0.1649478269942886,0.5149028524183548,0.5816242638292264,0.0875
iopsystems/rezolus,1,-1.715565173267582,0.48959303563639056,normal,正常,257,19,20,30,1,30,0.0914693447262263,0.3539272426622571,0.4218151439988976,0.42
Fu-Jie/openwebui-extensions,0,-1.9399825021315629,2.0475738991228636,normal,国际化不足,203,15,6,30,17,30,0.0674007971944063,0.4710004133939645,0.5258383386426088,0.0875
