repo,stars,forks,open_issues,collected_at
ray-project/ray,42482,7537.0,3541.0,2026-05-10T17:30:36.063953+00:00
jax-ml/jax,35585,3569.0,2329.0,2026-05-10T17:30:36.064866+00:00
apache/spark,43249,29168.0,387.0,2026-05-10T17:30:36.066945+00:00
mlflow/mlflow,25853,5706.0,2056.0,2026-05-10T17:30:36.066945+00:00
keras-team/keras,64059,19766.0,200.0,2026-05-10T17:30:36.067942+00:00
openai/openai-python,30732,4776.0,488.0,2026-05-10T17:30:36.068950+00:00
microsoft/LightGBM,18335,4013.0,511.0,2026-05-10T17:30:36.068950+00:00
dmlc/xgboost,28360,8869.0,461.0,2026-05-10T17:30:36.069864+00:00
facebookresearch/faiss,39982,4372.0,297.0,2026-05-10T17:30:36.070939+00:00
apache/airflow,45344,17013.0,1681.0,2026-05-10T17:30:36.070939+00:00
prefecthq/prefect,22343,2298.0,844.0,2026-05-10T17:30:36.071945+00:00
streamlit/streamlit,44528,4234.0,1304.0,2026-05-10T17:30:36.073910+00:00
gradio-app/gradio,42543,3439.0,466.0,2026-05-10T17:30:36.073910+00:00
run-llama/llama_index,49300,7380.0,335.0,2026-05-10T17:30:36.073910+00:00
vllm-project/vllm,79560,16623.0,4877.0,2026-05-10T17:30:36.074944+00:00
ollama/ollama,171134,16054.0,3225.0,2026-05-10T17:30:36.074944+00:00
pytorch/pytorch,99788,27738.0,18501.0,2026-05-10T17:31:07.348304+00:00
tensorflow/tensorflow,195050,75268.0,5058.0,2026-05-10T17:31:07.348304+00:00
huggingface/transformers,160439,33151.0,2357.0,2026-05-10T17:31:07.349303+00:00
langchain-ai/langchain,136309,22529.0,569.0,2026-05-10T17:31:07.351303+00:00
numpy/numpy,31999,12348.0,2365.0,2026-05-10T17:31:07.351303+00:00
pandas-dev/pandas,48710,19925.0,3318.0,2026-05-10T17:31:07.352303+00:00
scikit-learn/scikit-learn,66024,26997.0,2024.0,2026-05-10T17:31:07.353302+00:00
ray-project/ray,42482,7537.0,3541.0,2026-05-10T17:31:07.353302+00:00
jax-ml/jax,35585,3569.0,2329.0,2026-05-10T17:31:07.354302+00:00
apache/spark,43249,29168.0,387.0,2026-05-10T17:31:07.355302+00:00
mlflow/mlflow,25853,5706.0,2056.0,2026-05-10T17:31:07.355302+00:00
keras-team/keras,64059,19766.0,200.0,2026-05-10T17:31:07.356301+00:00
openai/openai-python,30732,4776.0,488.0,2026-05-10T17:31:07.356301+00:00
microsoft/LightGBM,18335,4013.0,511.0,2026-05-10T17:31:07.356301+00:00
dmlc/xgboost,28360,8869.0,461.0,2026-05-10T17:31:07.357302+00:00
facebookresearch/faiss,39982,4372.0,297.0,2026-05-10T17:31:07.358301+00:00
apache/airflow,45344,17013.0,1681.0,2026-05-10T17:31:07.358301+00:00
prefecthq/prefect,22343,2298.0,844.0,2026-05-10T17:31:07.358301+00:00
streamlit/streamlit,44528,4234.0,1304.0,2026-05-10T17:31:07.359302+00:00
gradio-app/gradio,42543,3439.0,466.0,2026-05-10T17:31:07.360301+00:00
run-llama/llama_index,49300,7380.0,335.0,2026-05-10T17:31:07.360301+00:00
vllm-project/vllm,79560,16623.0,4877.0,2026-05-10T17:31:07.360301+00:00
ollama/ollama,171134,16054.0,3225.0,2026-05-10T17:31:07.360301+00:00
open-webui/open-webui,136447,19432.0,212.0,2026-05-10T17:31:07.360301+00:00
pytorch/pytorch,99788,27738.0,18501.0,2026-05-10T17:31:28.796633+00:00
tensorflow/tensorflow,195050,75268.0,5058.0,2026-05-10T17:31:28.796633+00:00
huggingface/transformers,160439,33151.0,2357.0,2026-05-10T17:31:28.797632+00:00
langchain-ai/langchain,136309,22529.0,569.0,2026-05-10T17:31:28.799626+00:00
numpy/numpy,31999,12348.0,2365.0,2026-05-10T17:31:28.800630+00:00
pandas-dev/pandas,48710,19925.0,3318.0,2026-05-10T17:31:28.800630+00:00
scikit-learn/scikit-learn,66024,26997.0,2024.0,2026-05-10T17:31:28.802627+00:00
ray-project/ray,42482,7537.0,3541.0,2026-05-10T17:31:28.803628+00:00
jax-ml/jax,35585,3569.0,2329.0,2026-05-10T17:31:28.804629+00:00
apache/spark,43249,29168.0,387.0,2026-05-10T17:31:28.806627+00:00
mlflow/mlflow,25853,5706.0,2056.0,2026-05-10T17:31:28.807628+00:00
keras-team/keras,64059,19766.0,200.0,2026-05-10T17:31:28.807628+00:00
openai/openai-python,30732,4776.0,488.0,2026-05-10T17:31:28.808627+00:00
microsoft/LightGBM,18335,4013.0,511.0,2026-05-10T17:31:28.809626+00:00
dmlc/xgboost,28360,8869.0,461.0,2026-05-10T17:31:28.809626+00:00
facebookresearch/faiss,39982,4372.0,297.0,2026-05-10T17:31:28.811628+00:00
apache/airflow,45344,17013.0,1681.0,2026-05-10T17:31:28.811628+00:00
prefecthq/prefect,22343,2298.0,844.0,2026-05-10T17:31:28.812626+00:00
streamlit/streamlit,44528,4234.0,1304.0,2026-05-10T17:31:28.814630+00:00
gradio-app/gradio,42543,3439.0,466.0,2026-05-10T17:31:28.815626+00:00
run-llama/llama_index,49300,7380.0,335.0,2026-05-10T17:31:28.815626+00:00
vllm-project/vllm,79560,16623.0,4877.0,2026-05-10T17:31:28.815626+00:00
ollama/ollama,171134,16054.0,3225.0,2026-05-10T17:31:28.816626+00:00
open-webui/open-webui,136447,19432.0,212.0,2026-05-10T17:31:28.816626+00:00
opencv/opencv,87414,56556.0,2746.0,2026-05-10T17:31:28.816626+00:00
pytorch/pytorch,99788,27738.0,18501.0,2026-05-10T17:31:54.197919+00:00
tensorflow/tensorflow,195050,75268.0,5058.0,2026-05-10T17:31:54.198985+00:00
huggingface/transformers,160439,33151.0,2357.0,2026-05-10T17:31:54.199921+00:00
langchain-ai/langchain,136309,22529.0,569.0,2026-05-10T17:31:54.201920+00:00
numpy/numpy,31999,12348.0,2365.0,2026-05-10T17:31:54.202916+00:00
pandas-dev/pandas,48710,19925.0,3318.0,2026-05-10T17:31:54.203923+00:00
scikit-learn/scikit-learn,66024,26997.0,2024.0,2026-05-10T17:31:54.204920+00:00
ray-project/ray,42482,7537.0,3541.0,2026-05-10T17:31:54.206924+00:00
jax-ml/jax,35585,3569.0,2329.0,2026-05-10T17:31:54.207918+00:00
apache/spark,43249,29168.0,387.0,2026-05-10T17:31:54.209973+00:00
mlflow/mlflow,25853,5706.0,2056.0,2026-05-10T17:31:54.210969+00:00
keras-team/keras,64059,19766.0,200.0,2026-05-10T17:31:54.211974+00:00
openai/openai-python,30732,4776.0,488.0,2026-05-10T17:31:54.212966+00:00
microsoft/LightGBM,18335,4013.0,511.0,2026-05-10T17:31:54.212966+00:00
dmlc/xgboost,28360,8869.0,461.0,2026-05-10T17:31:54.213974+00:00
facebookresearch/faiss,39982,4372.0,297.0,2026-05-10T17:31:54.215972+00:00
apache/airflow,45344,17013.0,1681.0,2026-05-10T17:31:54.215972+00:00
prefecthq/prefect,22343,2298.0,844.0,2026-05-10T17:31:54.216967+00:00
streamlit/streamlit,44528,4234.0,1304.0,2026-05-10T17:31:54.219971+00:00
gradio-app/gradio,42543,3439.0,466.0,2026-05-10T17:31:54.219971+00:00
run-llama/llama_index,49300,7380.0,335.0,2026-05-10T17:31:54.219971+00:00
vllm-project/vllm,79560,16623.0,4877.0,2026-05-10T17:31:54.220971+00:00
ollama/ollama,171134,16054.0,3225.0,2026-05-10T17:31:54.220971+00:00
open-webui/open-webui,136447,19432.0,212.0,2026-05-10T17:31:54.220971+00:00
opencv/opencv,87414,56556.0,2746.0,2026-05-10T17:31:54.220971+00:00
ultralytics/ultralytics,56958,10942.0,324.0,2026-05-10T17:31:54.221965+00:00
pytorch/pytorch,99788,27738.0,18501.0,2026-05-10T17:32:25.031245+00:00
tensorflow/tensorflow,195050,75268.0,5058.0,2026-05-10T17:32:25.032254+00:00
huggingface/transformers,160439,33151.0,2357.0,2026-05-10T17:32:25.033248+00:00
langchain-ai/langchain,136309,22529.0,569.0,2026-05-10T17:32:25.035250+00:00
numpy/numpy,31999,12348.0,2365.0,2026-05-10T17:32:25.036265+00:00
pandas-dev/pandas,48710,19925.0,3318.0,2026-05-10T17:32:25.038252+00:00
scikit-learn/scikit-learn,66024,26997.0,2024.0,2026-05-10T17:32:25.039248+00:00
ray-project/ray,42482,7537.0,3541.0,2026-05-10T17:32:25.040254+00:00
jax-ml/jax,35585,3569.0,2329.0,2026-05-10T17:32:25.041253+00:00
apache/spark,43249,29168.0,387.0,2026-05-10T17:32:25.043818+00:00
mlflow/mlflow,25853,5706.0,2056.0,2026-05-10T17:32:25.044729+00:00
keras-team/keras,64059,19766.0,200.0,2026-05-10T17:32:25.045805+00:00
openai/openai-python,30732,4776.0,488.0,2026-05-10T17:32:25.046728+00:00
microsoft/LightGBM,18335,4013.0,511.0,2026-05-10T17:32:25.047931+00:00
dmlc/xgboost,28360,8869.0,461.0,2026-05-10T17:32:25.047931+00:00
facebookresearch/faiss,39982,4372.0,297.0,2026-05-10T17:32:25.050361+00:00
apache/airflow,45344,17013.0,1681.0,2026-05-10T17:32:25.051348+00:00
prefecthq/prefect,22343,2298.0,844.0,2026-05-10T17:32:25.051348+00:00
streamlit/streamlit,44528,4234.0,1304.0,2026-05-10T17:32:25.054332+00:00
gradio-app/gradio,42543,3439.0,466.0,2026-05-10T17:32:25.054332+00:00
run-llama/llama_index,49300,7380.0,335.0,2026-05-10T17:32:25.055327+00:00
vllm-project/vllm,79560,16623.0,4877.0,2026-05-10T17:32:25.055327+00:00
ollama/ollama,171134,16054.0,3225.0,2026-05-10T17:32:25.056345+00:00
open-webui/open-webui,136447,19432.0,212.0,2026-05-10T17:32:25.057339+00:00
opencv/opencv,87414,56556.0,2746.0,2026-05-10T17:32:25.057339+00:00
ultralytics/ultralytics,56958,10942.0,324.0,2026-05-10T17:32:25.057339+00:00
milvus-io/milvus,44216,3995.0,875.0,2026-05-10T17:32:25.058328+00:00
pytorch/pytorch,99788,27738.0,18501.0,2026-05-10T17:32:51.594028+00:00
tensorflow/tensorflow,195050,75268.0,5058.0,2026-05-10T17:32:51.594028+00:00
huggingface/transformers,160439,33151.0,2357.0,2026-05-10T17:32:51.595028+00:00
langchain-ai/langchain,136309,22529.0,569.0,2026-05-10T17:32:51.597028+00:00
numpy/numpy,31999,12348.0,2365.0,2026-05-10T17:32:51.598027+00:00
pandas-dev/pandas,48710,19925.0,3318.0,2026-05-10T17:32:51.599026+00:00
scikit-learn/scikit-learn,66024,26997.0,2024.0,2026-05-10T17:32:51.599026+00:00
ray-project/ray,42482,7537.0,3541.0,2026-05-10T17:32:51.601032+00:00
jax-ml/jax,35585,3569.0,2329.0,2026-05-10T17:32:51.602108+00:00
apache/spark,43249,29168.0,387.0,2026-05-10T17:32:51.604027+00:00
mlflow/mlflow,25853,5706.0,2056.0,2026-05-10T17:32:51.605028+00:00
keras-team/keras,64059,19766.0,200.0,2026-05-10T17:32:51.605028+00:00
openai/openai-python,30732,4776.0,488.0,2026-05-10T17:32:51.606027+00:00
microsoft/LightGBM,18335,4013.0,511.0,2026-05-10T17:32:51.607027+00:00
dmlc/xgboost,28360,8869.0,461.0,2026-05-10T17:32:51.607027+00:00
facebookresearch/faiss,39982,4372.0,297.0,2026-05-10T17:32:51.610026+00:00
apache/airflow,45344,17013.0,1681.0,2026-05-10T17:32:51.610026+00:00
prefecthq/prefect,22343,2298.0,844.0,2026-05-10T17:32:51.611027+00:00
streamlit/streamlit,44528,4234.0,1304.0,2026-05-10T17:32:51.614025+00:00
gradio-app/gradio,42543,3439.0,466.0,2026-05-10T17:32:51.614025+00:00
run-llama/llama_index,49300,7380.0,335.0,2026-05-10T17:32:51.614025+00:00
vllm-project/vllm,79560,16623.0,4877.0,2026-05-10T17:32:51.615026+00:00
ollama/ollama,171134,16054.0,3225.0,2026-05-10T17:32:51.615026+00:00
open-webui/open-webui,136447,19432.0,212.0,2026-05-10T17:32:51.615026+00:00
opencv/opencv,87414,56556.0,2746.0,2026-05-10T17:32:51.616026+00:00
ultralytics/ultralytics,56958,10942.0,324.0,2026-05-10T17:32:51.616026+00:00
milvus-io/milvus,44216,3995.0,875.0,2026-05-10T17:32:51.616026+00:00
qdrant/qdrant,31201,2250.0,546.0,2026-05-10T17:32:51.616026+00:00
pytorch/pytorch,99788,27738.0,18501.0,2026-05-10T17:33:28.080723+00:00
tensorflow/tensorflow,195050,75268.0,5058.0,2026-05-10T17:33:28.081721+00:00
huggingface/transformers,160439,33151.0,2357.0,2026-05-10T17:33:28.083412+00:00
langchain-ai/langchain,136309,22529.0,569.0,2026-05-10T17:33:28.085411+00:00
numpy/numpy,31999,12348.0,2365.0,2026-05-10T17:33:28.086411+00:00
pandas-dev/pandas,48710,19925.0,3318.0,2026-05-10T17:33:28.087410+00:00
scikit-learn/scikit-learn,66024,26997.0,2024.0,2026-05-10T17:33:28.089414+00:00
ray-project/ray,42482,7537.0,3541.0,2026-05-10T17:33:28.090403+00:00
jax-ml/jax,35585,3569.0,2329.0,2026-05-10T17:33:28.090403+00:00
apache/spark,43249,29168.0,387.0,2026-05-10T17:33:28.091402+00:00
mlflow/mlflow,25853,5706.0,2056.0,2026-05-10T17:33:28.091402+00:00
keras-team/keras,64059,19766.0,200.0,2026-05-10T17:33:28.091402+00:00
openai/openai-python,30732,4776.0,488.0,2026-05-10T17:33:28.092402+00:00
microsoft/LightGBM,18335,4013.0,511.0,2026-05-10T17:33:28.092402+00:00
dmlc/xgboost,28360,8869.0,461.0,2026-05-10T17:33:28.093410+00:00
facebookresearch/faiss,39982,4372.0,297.0,2026-05-10T17:33:28.095410+00:00
apache/airflow,45344,17013.0,1681.0,2026-05-10T17:33:28.095410+00:00
prefecthq/prefect,22343,2298.0,844.0,2026-05-10T17:33:28.096408+00:00
streamlit/streamlit,44528,4234.0,1304.0,2026-05-10T17:33:28.099403+00:00
gradio-app/gradio,42543,3439.0,466.0,2026-05-10T17:33:28.099403+00:00
run-llama/llama_index,49300,7380.0,335.0,2026-05-10T17:33:28.100406+00:00
vllm-project/vllm,79560,16623.0,4877.0,2026-05-10T17:33:28.100406+00:00
ollama/ollama,171134,16054.0,3225.0,2026-05-10T17:33:28.100406+00:00
open-webui/open-webui,136447,19432.0,212.0,2026-05-10T17:33:28.100406+00:00
opencv/opencv,87414,56556.0,2746.0,2026-05-10T17:33:28.101405+00:00
ultralytics/ultralytics,56958,10942.0,324.0,2026-05-10T17:33:28.101405+00:00
milvus-io/milvus,44216,3995.0,875.0,2026-05-10T17:33:28.101405+00:00
qdrant/qdrant,31201,2250.0,546.0,2026-05-10T17:33:28.102403+00:00
weaviate/weaviate,16158,1274.0,575.0,2026-05-10T17:33:28.102403+00:00
pytorch/pytorch,99788,27738.0,18501.0,2026-05-10T17:33:52.534619+00:00
tensorflow/tensorflow,195050,75268.0,5058.0,2026-05-10T17:33:52.535618+00:00
huggingface/transformers,160439,33151.0,2357.0,2026-05-10T17:33:52.537616+00:00
langchain-ai/langchain,136309,22529.0,569.0,2026-05-10T17:33:52.539616+00:00
numpy/numpy,31999,12348.0,2365.0,2026-05-10T17:33:52.540615+00:00
pandas-dev/pandas,48710,19925.0,3318.0,2026-05-10T17:33:52.541615+00:00
scikit-learn/scikit-learn,66024,26997.0,2024.0,2026-05-10T17:33:52.542615+00:00
ray-project/ray,42482,7537.0,3541.0,2026-05-10T17:33:52.544614+00:00
jax-ml/jax,35585,3569.0,2329.0,2026-05-10T17:33:52.545614+00:00
apache/spark,43249,29168.0,387.0,2026-05-10T17:33:52.546614+00:00
mlflow/mlflow,25853,5706.0,2056.0,2026-05-10T17:33:52.547613+00:00
keras-team/keras,64059,19766.0,200.0,2026-05-10T17:33:52.548613+00:00
openai/openai-python,30732,4776.0,488.0,2026-05-10T17:33:52.548613+00:00
microsoft/LightGBM,18335,4013.0,511.0,2026-05-10T17:33:52.549614+00:00
dmlc/xgboost,28360,8869.0,461.0,2026-05-10T17:33:52.549614+00:00
facebookresearch/faiss,39982,4372.0,297.0,2026-05-10T17:33:52.551613+00:00
apache/airflow,45344,17013.0,1681.0,2026-05-10T17:33:52.551613+00:00
prefecthq/prefect,22343,2298.0,844.0,2026-05-10T17:33:52.551613+00:00
streamlit/streamlit,44528,4234.0,1304.0,2026-05-10T17:33:52.553612+00:00
gradio-app/gradio,42543,3439.0,466.0,2026-05-10T17:33:52.554614+00:00
run-llama/llama_index,49300,7380.0,335.0,2026-05-10T17:33:52.554614+00:00
vllm-project/vllm,79560,16623.0,4877.0,2026-05-10T17:33:52.554614+00:00
ollama/ollama,171134,16054.0,3225.0,2026-05-10T17:33:52.555616+00:00
open-webui/open-webui,136447,19432.0,212.0,2026-05-10T17:33:52.555616+00:00
opencv/opencv,87414,56556.0,2746.0,2026-05-10T17:33:52.555616+00:00
ultralytics/ultralytics,56958,10942.0,324.0,2026-05-10T17:33:52.555616+00:00
milvus-io/milvus,44216,3995.0,875.0,2026-05-10T17:33:52.556613+00:00
qdrant/qdrant,31201,2250.0,546.0,2026-05-10T17:33:52.556613+00:00
weaviate/weaviate,16158,1274.0,575.0,2026-05-10T17:33:52.556613+00:00
chroma-core/chroma,27895,2238.0,607.0,2026-05-10T17:33:52.556613+00:00
pytorch/pytorch,99788,27738.0,18501.0,2026-05-10T17:34:16.782334+00:00
tensorflow/tensorflow,195050,75268.0,5058.0,2026-05-10T17:34:16.783963+00:00
huggingface/transformers,160439,33151.0,2357.0,2026-05-10T17:34:16.784944+00:00
langchain-ai/langchain,136309,22529.0,569.0,2026-05-10T17:34:16.786911+00:00
numpy/numpy,31999,12348.0,2365.0,2026-05-10T17:34:16.787935+00:00
pandas-dev/pandas,48710,19925.0,3318.0,2026-05-10T17:34:16.787935+00:00
scikit-learn/scikit-learn,66024,26997.0,2024.0,2026-05-10T17:34:16.789935+00:00
ray-project/ray,42482,7537.0,3541.0,2026-05-10T17:34:16.790880+00:00
jax-ml/jax,35585,3569.0,2329.0,2026-05-10T17:34:16.791943+00:00
apache/spark,43249,29168.0,387.0,2026-05-10T17:34:16.793942+00:00
mlflow/mlflow,25853,5706.0,2056.0,2026-05-10T17:34:16.794915+00:00
keras-team/keras,64059,19766.0,200.0,2026-05-10T17:34:16.795905+00:00
openai/openai-python,30732,4776.0,488.0,2026-05-10T17:34:16.795905+00:00
microsoft/LightGBM,18335,4013.0,511.0,2026-05-10T17:34:16.796949+00:00
dmlc/xgboost,28360,8869.0,461.0,2026-05-10T17:34:16.796949+00:00
facebookresearch/faiss,39982,4372.0,297.0,2026-05-10T17:34:16.798972+00:00
apache/airflow,45344,17013.0,1681.0,2026-05-10T17:34:16.798972+00:00
prefecthq/prefect,22343,2298.0,844.0,2026-05-10T17:34:16.798972+00:00
streamlit/streamlit,44528,4234.0,1304.0,2026-05-10T17:34:16.801939+00:00
gradio-app/gradio,42543,3439.0,466.0,2026-05-10T17:34:16.801939+00:00
run-llama/llama_index,49300,7380.0,335.0,2026-05-10T17:34:16.801939+00:00
vllm-project/vllm,79560,16623.0,4877.0,2026-05-10T17:34:16.802938+00:00
ollama/ollama,171134,16054.0,3225.0,2026-05-10T17:34:16.802938+00:00
open-webui/open-webui,136447,19432.0,212.0,2026-05-10T17:34:16.802938+00:00
opencv/opencv,87414,56556.0,2746.0,2026-05-10T17:34:16.802938+00:00
ultralytics/ultralytics,56958,10942.0,324.0,2026-05-10T17:34:16.802938+00:00
milvus-io/milvus,44216,3995.0,875.0,2026-05-10T17:34:16.803930+00:00
qdrant/qdrant,31201,2250.0,546.0,2026-05-10T17:34:16.803930+00:00
weaviate/weaviate,16158,1274.0,575.0,2026-05-10T17:34:16.803930+00:00
chroma-core/chroma,27895,2238.0,607.0,2026-05-10T17:34:16.803930+00:00
langgenius/dify,140827,22101.0,761.0,2026-05-10T17:34:16.803930+00:00
pytorch/pytorch,99788,27738.0,18501.0,2026-05-10T17:34:39.855147+00:00
tensorflow/tensorflow,195050,75268.0,5058.0,2026-05-10T17:34:39.855147+00:00
huggingface/transformers,160439,33151.0,2357.0,2026-05-10T17:34:39.856242+00:00
langchain-ai/langchain,136309,22529.0,569.0,2026-05-10T17:34:39.857252+00:00
numpy/numpy,31999,12348.0,2365.0,2026-05-10T17:34:39.857252+00:00
pandas-dev/pandas,48710,19925.0,3318.0,2026-05-10T17:34:39.857252+00:00
scikit-learn/scikit-learn,66024,26997.0,2024.0,2026-05-10T17:34:39.858236+00:00
ray-project/ray,42482,7537.0,3541.0,2026-05-10T17:34:39.858236+00:00
jax-ml/jax,35585,3569.0,2329.0,2026-05-10T17:34:39.858236+00:00
apache/spark,43249,29168.0,387.0,2026-05-10T17:34:39.859197+00:00
mlflow/mlflow,25853,5706.0,2056.0,2026-05-10T17:34:39.859197+00:00
keras-team/keras,64059,19766.0,200.0,2026-05-10T17:34:39.860240+00:00
openai/openai-python,30732,4776.0,488.0,2026-05-10T17:34:39.860240+00:00
microsoft/LightGBM,18335,4013.0,511.0,2026-05-10T17:34:39.860240+00:00
dmlc/xgboost,28360,8869.0,461.0,2026-05-10T17:34:39.861241+00:00
facebookresearch/faiss,39982,4372.0,297.0,2026-05-10T17:34:39.861241+00:00
apache/airflow,45344,17013.0,1681.0,2026-05-10T17:34:39.862244+00:00
prefecthq/prefect,22343,2298.0,844.0,2026-05-10T17:34:39.862244+00:00
streamlit/streamlit,44528,4234.0,1304.0,2026-05-10T17:34:39.866239+00:00
gradio-app/gradio,42543,3439.0,466.0,2026-05-10T17:34:39.867162+00:00
run-llama/llama_index,49300,7380.0,335.0,2026-05-10T17:34:39.868228+00:00
vllm-project/vllm,79560,16623.0,4877.0,2026-05-10T17:34:39.868228+00:00
ollama/ollama,171134,16054.0,3225.0,2026-05-10T17:34:39.868228+00:00
open-webui/open-webui,136447,19432.0,212.0,2026-05-10T17:34:39.869245+00:00
opencv/opencv,87414,56556.0,2746.0,2026-05-10T17:34:39.869245+00:00
ultralytics/ultralytics,56958,10942.0,324.0,2026-05-10T17:34:39.870245+00:00
milvus-io/milvus,44216,3995.0,875.0,2026-05-10T17:34:39.870245+00:00
qdrant/qdrant,31201,2250.0,546.0,2026-05-10T17:34:39.871159+00:00
weaviate/weaviate,16158,1274.0,575.0,2026-05-10T17:34:39.871159+00:00
chroma-core/chroma,27895,2238.0,607.0,2026-05-10T17:34:39.872158+00:00
langgenius/dify,140827,22101.0,761.0,2026-05-10T17:34:39.872158+00:00
PaddlePaddle/Paddle,23882,5988.0,1499.0,2026-05-10T17:34:39.872158+00:00
pytorch/pytorch,99788,27738.0,18501.0,2026-05-10T17:35:07.243051+00:00
tensorflow/tensorflow,195050,75268.0,5058.0,2026-05-10T17:35:07.243051+00:00
huggingface/transformers,160439,33151.0,2357.0,2026-05-10T17:35:07.244053+00:00
langchain-ai/langchain,136309,22529.0,569.0,2026-05-10T17:35:07.246049+00:00
numpy/numpy,31999,12348.0,2365.0,2026-05-10T17:35:07.246987+00:00
pandas-dev/pandas,48710,19925.0,3318.0,2026-05-10T17:35:07.247966+00:00
scikit-learn/scikit-learn,66024,26997.0,2024.0,2026-05-10T17:35:07.248968+00:00
ray-project/ray,42482,7537.0,3541.0,2026-05-10T17:35:07.250960+00:00
jax-ml/jax,35585,3569.0,2329.0,2026-05-10T17:35:07.251962+00:00
apache/spark,43249,29168.0,387.0,2026-05-10T17:35:07.253961+00:00
mlflow/mlflow,25853,5706.0,2056.0,2026-05-10T17:35:07.254964+00:00
keras-team/keras,64059,19766.0,200.0,2026-05-10T17:35:07.255964+00:00
openai/openai-python,30732,4776.0,488.0,2026-05-10T17:35:07.255964+00:00
microsoft/LightGBM,18335,4013.0,511.0,2026-05-10T17:35:07.256962+00:00
dmlc/xgboost,28360,8869.0,461.0,2026-05-10T17:35:07.257959+00:00
facebookresearch/faiss,39982,4372.0,297.0,2026-05-10T17:35:07.258963+00:00
apache/airflow,45344,17013.0,1681.0,2026-05-10T17:35:07.259964+00:00
prefecthq/prefect,22343,2298.0,844.0,2026-05-10T17:35:07.259964+00:00
streamlit/streamlit,44528,4234.0,1304.0,2026-05-10T17:35:07.262968+00:00
gradio-app/gradio,42543,3439.0,466.0,2026-05-10T17:35:07.262968+00:00
run-llama/llama_index,49300,7380.0,335.0,2026-05-10T17:35:07.263964+00:00
vllm-project/vllm,79560,16623.0,4877.0,2026-05-10T17:35:07.263964+00:00
ollama/ollama,171134,16054.0,3225.0,2026-05-10T17:35:07.263964+00:00
open-webui/open-webui,136447,19432.0,212.0,2026-05-10T17:35:07.263964+00:00
opencv/opencv,87414,56556.0,2746.0,2026-05-10T17:35:07.264973+00:00
ultralytics/ultralytics,56958,10942.0,324.0,2026-05-10T17:35:07.264973+00:00
milvus-io/milvus,44216,3995.0,875.0,2026-05-10T17:35:07.264973+00:00
qdrant/qdrant,31201,2250.0,546.0,2026-05-10T17:35:07.264973+00:00
weaviate/weaviate,16158,1274.0,575.0,2026-05-10T17:35:07.264973+00:00
chroma-core/chroma,27895,2238.0,607.0,2026-05-10T17:35:07.266060+00:00
langgenius/dify,140827,22101.0,761.0,2026-05-10T17:35:07.266060+00:00
PaddlePaddle/Paddle,23882,5988.0,1499.0,2026-05-10T17:35:07.266060+00:00
apache/flink,25990,13927.0,363.0,2026-05-10T17:35:07.266060+00:00
pytorch/pytorch,99788,27738.0,18501.0,2026-05-10T17:35:34.467800+00:00
tensorflow/tensorflow,195050,75268.0,5058.0,2026-05-10T17:35:34.467800+00:00
huggingface/transformers,160439,33151.0,2357.0,2026-05-10T17:35:34.469795+00:00
langchain-ai/langchain,136309,22529.0,569.0,2026-05-10T17:35:34.471798+00:00
numpy/numpy,31999,12348.0,2365.0,2026-05-10T17:35:34.472795+00:00
pandas-dev/pandas,48710,19925.0,3318.0,2026-05-10T17:35:34.473794+00:00
scikit-learn/scikit-learn,66024,26997.0,2024.0,2026-05-10T17:35:34.474843+00:00
ray-project/ray,42482,7537.0,3541.0,2026-05-10T17:35:34.476267+00:00
jax-ml/jax,35585,3569.0,2329.0,2026-05-10T17:35:34.476267+00:00
apache/spark,43249,29168.0,387.0,2026-05-10T17:35:34.478674+00:00
mlflow/mlflow,25853,5706.0,2056.0,2026-05-10T17:35:34.479669+00:00
keras-team/keras,64059,19766.0,200.0,2026-05-10T17:35:34.480667+00:00
openai/openai-python,30732,4776.0,488.0,2026-05-10T17:35:34.481667+00:00
microsoft/LightGBM,18335,4013.0,511.0,2026-05-10T17:35:34.481667+00:00
dmlc/xgboost,28360,8869.0,461.0,2026-05-10T17:35:34.482667+00:00
facebookresearch/faiss,39982,4372.0,297.0,2026-05-10T17:35:34.485665+00:00
apache/airflow,45344,17013.0,1681.0,2026-05-10T17:35:34.485665+00:00
prefecthq/prefect,22343,2298.0,844.0,2026-05-10T17:35:34.486666+00:00
streamlit/streamlit,44528,4234.0,1304.0,2026-05-10T17:35:34.489664+00:00
gradio-app/gradio,42543,3439.0,466.0,2026-05-10T17:35:34.490666+00:00
run-llama/llama_index,49300,7380.0,335.0,2026-05-10T17:35:34.490666+00:00
vllm-project/vllm,79560,16623.0,4877.0,2026-05-10T17:35:34.490666+00:00
ollama/ollama,171134,16054.0,3225.0,2026-05-10T17:35:34.491665+00:00
open-webui/open-webui,136447,19432.0,212.0,2026-05-10T17:35:34.491665+00:00
opencv/opencv,87414,56556.0,2746.0,2026-05-10T17:35:34.491665+00:00
ultralytics/ultralytics,56958,10942.0,324.0,2026-05-10T17:35:34.492666+00:00
milvus-io/milvus,44216,3995.0,875.0,2026-05-10T17:35:34.492666+00:00
qdrant/qdrant,31201,2250.0,546.0,2026-05-10T17:35:34.492666+00:00
weaviate/weaviate,16158,1274.0,575.0,2026-05-10T17:35:34.493665+00:00
chroma-core/chroma,27895,2238.0,607.0,2026-05-10T17:35:34.493665+00:00
