repo,issue_id,title,state,created_at,closed_at,issue_type
pytorch/pytorch,6437,[caffe2] Double precision for operators?,closed,2018-04-09,2026-05-10,Question
tensorflow/tensorflow,118044,Repro: SRGAN Generator block8_final_conv NaN on GPU vs finite on CPU (minimal test bundle),open,2026-05-10,,Question
tensorflow/tensorflow,77823,Aborted (core dumped) due to Overflow : `tf.raw_ops.IRFFT2D`,closed,2024-10-13,2026-05-10,Question
tensorflow/tensorflow,117864,`tf.linalg.eigvalsh` / `eigh` returns wrong results for complex input under XLA,open,2026-05-07,,Bug
tensorflow/tensorflow,97387,TensorFlow was not built with CUDA kernel binaries compatible with compute capability 12.0 CUDA_ERROR_INVALID_HANDLE,open,2025-07-23,,Bug
huggingface/transformers,45160,Add AEO quality badge to README,closed,2026-04-01,2026-05-10,Feature Request
huggingface/transformers,45341,A little bug in testing_utils.py,open,2026-04-09,,Bug
huggingface/transformers,45865,[Feature Request] Add lossy speculative decoding via static ensemble verification,open,2026-05-10,,Feature Request
huggingface/transformers,45864,PretrainedConfig.from_pretrained: silent default on missing config.json,closed,2026-05-09,2026-05-09,Question
huggingface/transformers,45853,Provide HF_USE_MLX=0 / public flag to disable MLX backend detection at import time,open,2026-05-08,,Question
huggingface/transformers,45854,pipeline text-generation ignores return_full_text=False with chat template,open,2026-05-09,,Installation
huggingface/transformers,45859,`Qwen3_5MoeTextRotaryEmbedding.forward` is not compatible with CPU offload,open,2026-05-09,,Compatibility
huggingface/transformers,45850,Since 5.0 version it breaks too many models,open,2026-05-08,,Compatibility
huggingface/transformers,45820,DeepSeekV4 的 CSA Indexer 因果 mask,open,2026-05-07,,Question
huggingface/transformers,45313,Qwen3.5: DeepSpeed ZeRO-3 fails to load weights for language_model,open,2026-04-08,,Bug
huggingface/transformers,45331,[Gemma4] Bug: audio token missing newline separators in chat_template.jinja causes multimodal failure when image precedes audio,open,2026-04-09,,Bug
huggingface/transformers,16157,Implement Maximal Update Parametrization (muP),open,2022-03-14,,Question
huggingface/transformers,44625,Qwen3.5 `num_labels` not propagated from core config to text config,closed,2026-03-12,2026-05-08,Question
huggingface/transformers,45800,incompatiblity between torch 2.4.1 and transformers 5.8.0,closed,2026-05-06,2026-05-08,Question
langchain-ai/langchain,37314,Feature: callback handler for AI agent threat detection (Agent Threat Rules),closed,2026-05-10,2026-05-10,Feature Request
langchain-ai/langchain,37313,Feature: callback handler for AI agent threat detection (Agent Threat Rules),closed,2026-05-10,2026-05-10,Feature Request
langchain-ai/langchain,37297,Bug: SSRF bypass in validate_safe_url when LANGCHAIN_ENV=local_test,open,2026-05-09,,Bug
langchain-ai/langchain,33504,create_agent Does Not Handle invalid_tool_calls from JSON Parsing Errors (langchain alpha v1),open,2025-10-15,,Bug
langchain-ai/langchain,36306,Feature Request: Payment primitive integration — x402 payment layer for paid API consumption,open,2026-03-27,,Feature Request
langchain-ai/langchain,37312,Easier multimodal tool,open,2026-05-10,,Question
langchain-ai/langchain,37311,Schema class for multimodal message,open,2026-05-10,,Question
langchain-ai/langchain,37310,Security: OWASP Agent Memory Guard – protect against memory poisoning attacks,closed,2026-05-10,2026-05-10,Performance
langchain-ai/langchain,37309,Feature: callback handler for AI agent threat detection (Agent Threat Rules),closed,2026-05-10,2026-05-10,Feature Request
langchain-ai/langchain,37307,I want `@tool` defined tool available to return multimodal data,closed,2026-05-09,2026-05-10,Question
langchain-ai/langchain,37296,Bug: path traversal in Chroma.add_images() via unsanitized URI,open,2026-05-09,,Bug
langchain-ai/langchain,36957,`create_agent`: stale `structured_response` from checkpoint causes premature exit on next turn,open,2026-04-22,,Question
langchain-ai/langchain,37222,docs(langchain): missing prompt docstrings in load_qa_chain,closed,2026-05-06,2026-05-09,Documentation
langchain-ai/langchain,37306,Proposal: Agent Threat Rules detection middleware for LangChain v1,closed,2026-05-09,2026-05-09,Question
langchain-ai/langchain,37305,Proposal: Agent Threat Rules detection middleware for LangChain v1,closed,2026-05-09,2026-05-09,Question
langchain-ai/langchain,37304,Proposal: Agent Threat Rules detection middleware for LangChain v1,closed,2026-05-09,2026-05-09,Question
langchain-ai/langchain,37290,ProviderStrategy does not allow passing strict  into the mistral ai   JSON Schema response_format,open,2026-05-09,,Question
langchain-ai/langchain,35872,Integration: ProfitPlay prediction market tools for LangChain agents,open,2026-03-14,,Question
langchain-ai/langchain,32067,Potential validation issue when using `StateLike` in `Annotation` for a tool,open,2025-07-16,,Question
langchain-ai/langchain,37245,Proposal: Agent Compensation Middleware for Multi-Step Rollback for workflows,open,2026-05-08,,Question
langchain-ai/langchain,35011,Streaming bypasses guardrails/middleware,open,2026-02-04,,Question
numpy/numpy,17835,"linalg.lstsq nan error not caught by numpy, get MKL error message",open,2020-11-24,,Bug
numpy/numpy,26038,"""Warning: Numpy built with MINGW-W64 on Windows 64 bits"" + Crash",open,2024-03-15,,Bug
numpy/numpy,31351,ENH: Add armv7l wheel (manylinux/musllinux),closed,2026-04-28,2026-05-09,Feature Request
numpy/numpy,28360,BUG: `dtype(ctypes.c_longdouble_complex)` results in `dtype('complex64')`,open,2025-02-20,,Bug
numpy/numpy,31204,ENH: Support importing complex `array`s from standard library,closed,2026-04-10,2026-05-08,Feature Request
numpy/numpy,31398,ENH: Add randomized tie-breaking feature to `numpy.argmax` and `numpy.argmin` functions,open,2026-05-07,,Feature Request
numpy/numpy,31400,CI: Newly added test_limited_api is failing,closed,2026-05-08,2026-05-08,Bug
numpy/numpy,31405,request to review my PR,closed,2026-05-08,2026-05-08,Feature Request
numpy/numpy,21094,ENH: Support IEEE long double on ppc64 in tests,open,2022-02-19,,Feature Request
numpy/numpy,29178,NumPy Security roadmap proposal,open,2025-06-11,,Question
numpy/numpy,31292,ENH: memory-efficient `np.cov` for `n_samples >> n_features`,open,2026-04-21,,Feature Request
numpy/numpy,31361,BUG/TST: `_DeprecationTestCase` doesn't actually test for a match of its `message` attribute.,closed,2026-04-29,2026-05-07,Bug
numpy/numpy,31349,ENH: faster days→year/month/day in datetime.c (Joffe fast-date-64),closed,2026-04-28,2026-04-28,Question
numpy/numpy,31392,BUG: __pycache__ directory included in 3.11 wheels,closed,2026-05-05,2026-05-07,Bug
numpy/numpy,31337,BUG: Failed to build numpy on Windows using intel compiler,closed,2026-04-26,2026-05-05,Bug
numpy/numpy,31386,MKL 2026.0.0 does not get detected,closed,2026-05-04,2026-05-05,Question
numpy/numpy,31382,BUG: wrong parameter type of scalar function when converting array of np.datetime64 to array of datetime.datetime using np.vectorize,open,2026-05-04,,Bug
numpy/numpy,31384,Embed Agent Friendly Code Score Badge,closed,2026-05-04,2026-05-04,Question
pandas-dev/pandas,60895,"Support for Storing and Retrieving Complex Data Types (e.g., Embeddings) in Pandas DataFrames",closed,2025-02-09,2026-05-10,Feature Request
pandas-dev/pandas,64429,PERF: Avoid intermediate `ndarray[object]` array when constructing a pyarrow-backed string data from untyped data,open,2026-03-06,,Question
pandas-dev/pandas,53721,"API: with CoW, should every new Series/DataFrame object also have its own new Index objects?",open,2023-06-19,,Question
pandas-dev/pandas,55731,BUG: pd.read_parquet with first batch full of Nones leads to exception,open,2023-10-27,,Bug
pandas-dev/pandas,49749,ENH:  Add `pd.Series.stack() -> pd.MultiIndex`,open,2022-11-17,,Feature Request
pandas-dev/pandas,59585,"ENH: `DataFrame.struct.explode(column, *, separator=""."")` method to pull struct subfields into the parent DataFrame",closed,2024-08-23,2026-05-10,Question
pandas-dev/pandas,28007,OverflowError: value too large to convert to int,closed,2019-08-19,2026-05-10,Bug
pandas-dev/pandas,47102,BUG: HDFStore: Compression not supported on Fixed format stores,closed,2022-05-24,2026-05-10,Bug
pandas-dev/pandas,31199,Writing HDF5 with StringDtype columns fails with AttributeError: 'StringArray' object has no attribute 'size',closed,2020-01-22,2026-05-10,Bug
pandas-dev/pandas,16623,Order of Categories in unordered Categorical causes query bugs in read_hdf,closed,2017-06-07,2026-05-10,Bug
pandas-dev/pandas,54320,DOC[?]: Example for ts regression with overloaded .shift,closed,2023-07-31,2026-05-09,Documentation
pandas-dev/pandas,24823,HDFExtError: Problem creating the table,open,2019-01-18,,Bug
pandas-dev/pandas,41978,BUG: PeriodIndex inconsistent deserialization with HDF5 - PyTables,open,2021-06-13,,Bug
pandas-dev/pandas,39138,BUG: Unable to write to hdf when format='table' and list-like values are present in a column,closed,2021-01-13,2026-05-09,Bug
pandas-dev/pandas,34596,BUG: DataFrame.attrs are lost when writing to HDF5,closed,2020-06-05,2026-05-09,Bug
pandas-dev/pandas,26973,HDFStore cannot read Pytables file when where specified,closed,2019-06-20,2026-05-09,Question
pandas-dev/pandas,9042,API/ENH: query an HDF5 store with a named index,closed,2014-12-08,2026-05-09,Question
pandas-dev/pandas,6833,ENH: Read entire group of an HDF5 file in a single call,closed,2014-04-07,2026-05-09,Question
pandas-dev/pandas,6245,ENH: write Table meta-data (non_index_axes) as a CArray (rather than as meta-data),closed,2014-02-03,2026-05-09,Question
pandas-dev/pandas,8392,ENH/BUG/DOC: HDFStore.append() on axis other than DataFrame.index or Panel.major_axis,closed,2014-09-25,2026-05-09,Bug
pandas-dev/pandas,6906,Should HDFStore.select respect local variable evaluation rules like query/eval?,closed,2014-04-17,2026-05-09,Question
pandas-dev/pandas,9590,Support for tables with unlimited columns in HDF,closed,2015-03-04,2026-05-09,Feature Request
pandas-dev/pandas,8319,ENH: add option to HDFStore.put/append to optionally store the index of the object (default for back compat is True),closed,2014-09-19,2026-05-09,Feature Request
pandas-dev/pandas,7363,Resume existing index when appending to a HDFStore,closed,2014-06-06,2026-05-09,Question
pandas-dev/pandas,6857,Updating HDFStore in place,closed,2014-04-10,2026-05-09,Question
pandas-dev/pandas,6805,HDFStore method to get the columns from a table,closed,2014-04-04,2026-05-09,Question
pandas-dev/pandas,4454,ENH: allow column oriented table storage in HDFStore,closed,2013-08-02,2026-05-09,Question
pandas-dev/pandas,12236,BUG: read_hdf is not read-threadsafe,open,2016-02-05,,Bug
pandas-dev/pandas,31902,Add generic buffer (s3) support to read_hdf,closed,2020-02-11,2026-05-09,Feature Request
pandas-dev/pandas,10018,newline defaults for read_csv and write_csv are not consistent,open,2015-04-29,,Question
pandas-dev/pandas,16452,Suggestion: changing default `float_format` in `DataFrame.to_csv()`,open,2017-05-23,,Question
pandas-dev/pandas,21890,Why is dropna default value is True in value_counts() methods/functions ?,open,2018-07-13,,Question
pandas-dev/pandas,24468,read_csv should default to index_col = 0,open,2018-12-28,,Question
pandas-dev/pandas,40427,"""drop"" fails by default when label to drop is not in the index, but ""rename"" silently passes by. Wouldn't it make sense to synchronize?",open,2021-03-14,,Bug
pandas-dev/pandas,42821,ENH: change default min_count value for pandas.core.resample.Resampler.sum(),open,2021-07-30,,Question
pandas-dev/pandas,45959,QST: Why to_json defaults to force_ascii=True,open,2022-02-12,,Question
pandas-dev/pandas,51351,API: Index.intersection sort keyword default different from other set methods,open,2023-02-12,,Question
pandas-dev/pandas,52196,"API: In Series.map, change the default value for na_action to ""ignore""""",open,2023-03-25,,Question
pandas-dev/pandas,52967,ENH: switch to copy=False by default when DataFrame is constructed from dict of Series/Index for CoW,open,2023-04-27,,Question
pandas-dev/pandas,61681,ENH: the error behaviour in pandas operation should be consistent rename erros are ignore by default whereas drop erros are raise,open,2025-06-20,,Bug
pandas-dev/pandas,65320,ENH: `df.duplicated()` default behavior should default to tagging all duplicates as `True`,open,2026-04-21,,Question
scikit-learn/scikit-learn,32393,"⚠️ CI failed on Wheel builder (last failure: Apr 29, 2026) ⚠️",open,2025-10-06,,Bug
scikit-learn/scikit-learn,33470,"⚠️ CI failed on Unit tests Linux x86-64 pylatest_free_threaded (last failure: May 09, 2026) ⚠️",open,2026-03-06,,Bug
scikit-learn/scikit-learn,33387,"⚠️ CI failed on Unit tests Linux x86-64 pylatest_conda_forge_mkl (last failure: May 10, 2026) ⚠️",open,2026-02-24,,Bug
scikit-learn/scikit-learn,20211,Word n-grams for Devanagari script are not generated correctly.,open,2021-06-04,,Question
scikit-learn/scikit-learn,33963,[FEA] Add Ambiguity Range metric for safety-critical classification,open,2026-05-09,,Feature Request
scikit-learn/scikit-learn,33960,PERF: Avoid unnecessary n_samples x n_samples diagonal sparse matrix in `_rescale_data`,open,2026-05-09,,Question
scikit-learn/scikit-learn,33958,META: Use narwhals in codebase,open,2026-05-09,,Question
scikit-learn/scikit-learn,33885,"LogisticRegressionCV with use_legacy_attributes=False, refit=False",closed,2026-04-28,2026-05-09,Question
scikit-learn/scikit-learn,27484,Allow LogisticRegression with lbfgs solver to control `maxfun` parameter of solver,closed,2023-09-27,2026-05-04,Question
scikit-learn/scikit-learn,33950,"⚠️ CI failed on Unit tests macOS pylatest_conda_forge_arm (last failure: May 08, 2026) ⚠️",closed,2026-05-08,2026-05-08,Bug
scikit-learn/scikit-learn,33939,"⚠️ CI failed on Unit tests Linux x86-64 pylatest_pip_scipy_dev (last failure: May 07, 2026) ⚠️",closed,2026-05-07,2026-05-08,Bug
scikit-learn/scikit-learn,33557,DOC fix/refactor examples using `DecisionBoundaryDisplay`,open,2026-03-16,,Documentation
scikit-learn/scikit-learn,33710,[Callbacks] VS Code debugger fails with `EOFError` during Callback instance creation,closed,2026-04-08,2026-05-08,Bug
ray-project/ray,63257,[RFC] [Serve][LLM][SGLang] Prefill-decode disaggregation support,open,2026-05-09,,Feature Request
ray-project/ray,62910,[RFC][Serve] Support SGLang Engine with Wide/Elastic Expert Parallelism,open,2026-04-24,,Feature Request
ray-project/ray,63024,[<Ray component: Core>] support the debug of subprocess of a ray actor,open,2026-04-29,,Bug
ray-project/ray,63187,[Serve][LLM] ray-llm:2.55.1-py312-cu130 encounter ImportError at runtime,open,2026-05-07,,Bug
ray-project/ray,63241,[Train] Ray Train not respecting fractional resource requests and label selectors,open,2026-05-08,,Feature Request
ray-project/ray,63243,"GpuProfilingManager: bare 'nvidia-smi' call stalls 15-20s on NVLink systems, causing raylet startup timeout",open,2026-05-09,,Question
jax-ml/jax,12224,Implementation of `scipy.signal.savgol_filter` (or at least `scipy.signal.savgol_coeffs`).,open,2022-09-04,,Question
jax-ml/jax,37511,"# [Perf] XLA fails to fuse segmented reductions in softmax (segment_max → exp → segment_sum), 8-19x slower than hand-fused Triton",open,2026-05-08,,Bug
jax-ml/jax,37484,Any way to pad a batch of keys?,closed,2026-05-07,2026-05-08,Question
jax-ml/jax,36008,cudnn dot_product_attention backward drops manual sharding axes inside shard_map,open,2026-03-18,,Question
jax-ml/jax,36799,lax.scan with float64 3×3 matrix carry is ~10× slower on CPU in JAX 0.4.33 vs 0.4.31 (float32 unaffected),open,2026-04-14,,Performance
apache/spark,55747,Is Spark limited to split the Parquet read granularity by Row Group level only?,open,2026-05-07,,Question
mlflow/mlflow,19428,Review stats,closed,2025-12-16,2025-12-16,Question
mlflow/mlflow,23139,[BUG] openai_compatible gateway provider crashes with KeyError: 'finish_reason' on streaming responses from Claude / Anthropic-compatible endpoints,open,2026-05-08,,Bug
mlflow/mlflow,23004,[FR] LiveSpan mutations on MLflow-managed state bypass OTel's ended-span guard,open,2026-04-29,,Question
mlflow/mlflow,23081,[FR] Allow specifying `artifact_path` for `log_model_artifact`,open,2026-05-05,,Question
mlflow/mlflow,23138,[BUG] 'StreamToLogger' object has no attribute 'isatty' — Tracing Disabled on Model Serving Endpoints,open,2026-05-08,,Bug
mlflow/mlflow,22625,[FR] Add MCP registry primitives for governed MCP server metadata and versioning,open,2026-04-16,,Feature Request
mlflow/mlflow,23034,[FR] MCP server exposing run analysis primitives (e.g. `get_metric_history`) for autoresearch,open,2026-05-01,,Question
mlflow/mlflow,10370,[FR] Stabilize the custom app plugin interface,closed,2023-11-13,2026-05-08,Question
mlflow/mlflow,22142,[BUG] --static-prefix not applied to /api/2.0/mlflow/ routes (_get_rest_path missing _add_static_prefix),closed,2026-03-30,2026-04-01,Bug
mlflow/mlflow,23137,[SETUP-BUG] Installing and configuring mlflow-openclaw,open,2026-05-08,,Bug
mlflow/mlflow,23040,[BUG] API Gateway chat/completions endpoint rejects valid nested array schemas in function tools,closed,2026-05-02,2026-05-08,Bug
mlflow/mlflow,22141,[BUG] Internal Server error when using load_model(),open,2026-03-30,,Bug
mlflow/mlflow,23095,[BUG] Create Experiment name validator swallows network/server errors and falsely clears validation,open,2026-05-06,,Bug
keras-team/keras,22857,[Bug] keras.ops.conv_transpose skips input-channel validation in symbolic path; eager raises a low-level backend error,open,2026-05-10,,Bug
keras-team/keras,22855,Add citation files,open,2026-05-09,,Feature Request
keras-team/keras,22701,[Bug]  deserialize_keras_object raises AttributeError for invalid config types,open,2026-04-18,,Bug
keras-team/keras,22378,Feature Request: Add Grain support for keras.layers.TextVectorization,open,2026-03-07,,Feature Request
keras-team/keras,22697,[Bug]Backend Inconsistency: Major Loss (1.04) and Gradient mismatch in recurrent WDCG topologies,open,2026-04-18,,Bug
keras-team/keras,22852,[Bug] keras.ops.conv / depthwise_conv / separable_conv skip input-channel validation in symbolic path,open,2026-05-08,,Bug
keras-team/keras,22836,[Bug] reset_state() fails to clear accumulated confusion matrix in MeanIoU,closed,2026-05-05,2026-05-09,Bug
keras-team/keras,22521,IntegerLookup raises expected OOV validation error when num_oov_indices=0 and inputs contain unknown tokens,closed,2026-03-26,2026-05-09,Bug
keras-team/keras,22090,Add `cdist`,closed,2026-01-31,2026-05-08,Feature Request
keras-team/keras,22386,Torch backend cast+multiply masking pattern causes unnecessary memory allocations,closed,2026-03-08,2026-05-08,Performance
keras-team/keras,22835,[Bug] Input validation and logical inconsistency in MeanIoU segmentation metrics,open,2026-05-05,,Bug
keras-team/keras,22625,Multi-output model metrics receive tensors from wrong output head in Keras 3.14.0,closed,2026-04-03,2026-04-10,Bug
keras-team/keras,20142,PyDataset Documentation and Best Practices,closed,2024-08-21,2026-05-07,Documentation
keras-team/keras,19697,FeatureSpace multiple output from one input,closed,2024-05-10,2026-05-07,Feature Request
keras-team/keras,19358,Request for Assistance with JAX Backend: Custom Model Training with Multiple Submodels,closed,2024-03-22,2026-05-07,Feature Request
keras-team/keras,19203,Keras 3.0.5 Torch trainer requires rebuild.,closed,2024-02-20,2026-05-07,Installation
keras-team/keras,19134,ExportArchive cannot be used with JAX,closed,2024-02-01,2026-05-07,Question
keras-team/keras,19089,Can't load model with tf-nightly if the model was saved with tf 2.15,closed,2024-01-23,2026-05-07,Question
keras-team/keras,19003,About Multi-Backend Implementation of Gradient Checkpointing question,closed,2023-12-31,2026-05-07,Question
keras-team/keras,18683,Torch dynamo `Could not infer dtype of NoneType`,closed,2023-10-25,2026-05-07,Question
keras-team/keras,22474,ConvLSTM1D allows invalid strides/dilation config when built with Keras Input,open,2026-03-23,,Question
keras-team/keras,13595,"SimpleRNN on a Jordan Neural Network, how to implement? Is this a limitation?",closed,2019-12-01,2021-06-24,Question
keras-team/keras,21092,Outdated code,open,2025-03-26,,Question
keras-team/keras,22532,Conv1D returns invalid zero-length output shape and crashes on short inputs with large kernel/stride,closed,2026-03-26,2026-05-06,Bug
keras-team/keras,22533,ConvLSTM1D allows invalid strides/dilation config when built with Keras Input,closed,2026-03-26,2026-05-06,Question
keras-team/keras,22535,MelSpectrogram skips `fft_length >= sequence_length` validation for symbolic Keras inputs,closed,2026-03-26,2026-05-06,Question
keras-team/keras,22539,keras.ops.flip fails for eager tensors when axis is a list of axes,closed,2026-03-26,2026-05-06,Bug
keras-team/keras,22543,keras.ops.sort(axis=None) fails on eager tensors instead of flattening and sorting,closed,2026-03-26,2026-05-06,Bug
openai/openai-python,1763,beta.chat.completions.parse returns unhandled ValidationError,open,2024-09-30,,Bug
openai/openai-python,2404,Log number of retries at INFO level,open,2025-06-10,,Question
openai/openai-python,3203,`accumulate_delta` drops tool_call fragments when one chunk has multiple entries at the same `index`,open,2026-05-06,,Question
openai/openai-python,2776,Vision example throws an error,open,2025-12-11,,Bug
openai/openai-python,2451,`client.beta.vector_stores` Not Exposed in Python SDK Despite Documentation (v1.93.2),open,2025-07-08,,Documentation
openai/openai-python,3084,Async Responses Structured Outputs Memory leak,open,2026-04-14,,Performance
openai/openai-python,3128,Realtime does not execute tool calls with mcp,open,2026-04-26,,Question
openai/openai-python,3179,ResponseFunctionWebSearch doesn't match returned payload,open,2026-04-30,,Question
openai/openai-python,3180,"Default web search to `type=""approximate""`",open,2026-04-30,,Question
openai/openai-python,3201,Streaming tool_call deltas with duplicate indexes in first chunk are accumulated incorrectly,open,2026-05-06,,Question
openai/openai-python,3212,Background responses failures lack a stable code/name that maps to an exception class,open,2026-05-08,,Bug
openai/openai-python,3086,Тест PATCH13E через Jarvis,open,2026-04-14,,Question
openai/openai-python,3112,Toolathlon Smoke Test 20260423_023204,open,2026-04-23,,Question
openai/openai-python,3096,set post and response log level,open,2026-04-16,,Question
openai/openai-python,3097,`vector_stores.files.upload_and_poll()` can hang indefinitely with file status stuck at `in_progress`,open,2026-04-16,,Question
openai/openai-python,3114,types: ImageModel Literal missing 'gpt-image-2' (GA'd 2026-04-21 on Azure),open,2026-04-23,,Question
openai/openai-python,3123,Observed limitation: architecture drift in long-running GPT workflows,open,2026-04-25,,Question
openai/openai-python,3087,PATCH15 confirm flow test,open,2026-04-14,,Question
openai/openai-python,3125,Responses stream accumulator crashes when response.output_item.added has item=None,open,2026-04-26,,Bug
openai/openai-python,3090,GPT-5.4-Mini returns 500 internal errors 95% of the time when providing input files / images as parameters,open,2026-04-15,,Bug
openai/openai-python,3079,PydanticUserError with defer_build=True and pydantic 2.12 in multiprocess forkserver workers,open,2026-04-12,,Bug
openai/openai-python,3075,Bug: server-side compaction is not emitted on Responses tool-call-only turns,open,2026-04-10,,Bug
microsoft/LightGBM,7262,Enable CI Support for ppc64le (IBM Power) Architecture,open,2026-05-07,,Feature Request
microsoft/LightGBM,7257,[ci] Ubuntu package servers down / degraded,closed,2026-05-04,2026-05-06,Question
microsoft/LightGBM,7258,"[ci] [python-package] builds failing: ""No module named build""",closed,2026-05-04,2026-05-06,Bug
microsoft/LightGBM,7248,"[ci] [R-package] Windows jobs failing at 'setup-tinytex': ""URL using bad/illegal format or missing URL""",closed,2026-05-01,2026-05-06,Bug
microsoft/LightGBM,6903,[python-package]Add superfluous-else-raise (RET506) rule to detect unnecessary else after raise,closed,2025-04-28,2025-04-29,Feature Request
microsoft/LightGBM,7259,[ci] conda installs produces thousands of empty lines in logs,open,2026-05-04,,Installation
microsoft/LightGBM,6204,[python-package] Adding support for polars for input data ,open,2023-11-22,,Feature Request
microsoft/LightGBM,6841,"Training crashes when `""monotone_constraints_method""` is set to `""advanced""`",open,2025-02-26,,Bug
microsoft/LightGBM,7031,[python-package] expand test coverage,open,2025-09-14,,Question
microsoft/LightGBM,5390,[ci] [dask] CI jobs failing with Dask 2022.7.1,open,2022-07-26,,Bug
microsoft/LightGBM,6344,[NuGet] LightGBM package targets don't apply when package is referenced transitively.,open,2024-02-27,,Question
microsoft/LightGBM,7122,[CUDA] SIGFPE (Floating point exception) with discrete data when n_unique_values * n_features exceeds threshold,open,2026-01-09,,Bug
microsoft/LightGBM,6827,NuGet package is missing README,open,2025-02-15,,Documentation
microsoft/LightGBM,6848,[R-package] Printing a booster trained with lgb.train() errors unexpectedly,closed,2025-02-28,2025-04-24,Bug
microsoft/LightGBM,6874,[ci] QEMU aarch64 CI job segfaulting,closed,2025-03-26,2025-04-24,Question
microsoft/LightGBM,6662,[RFC] [python-package] remove h2o `datatable` support?,closed,2024-10-05,2025-04-27,Feature Request
microsoft/LightGBM,7227,[python-package] Host nightly packages in easier-to-install places,open,2026-04-13,,Installation
microsoft/LightGBM,7237,Feature Request: LightGBM Integration with Spark Connect ML - Architecture Proposal,open,2026-04-21,,Feature Request
microsoft/LightGBM,7229,[python-package] Performance regression in predict() / predict_proba() using 4.6.0,open,2026-04-14,,Performance
microsoft/LightGBM,7241,[python-package] LGBMClassifier.fit(X=Dataset) - accept a pre-built Dataset to enable efficient weight/label change,open,2026-04-22,,Question
microsoft/LightGBM,6142,Data Race when Predictor::Predictor is invoked for a shared Booster between multiple threads,open,2023-10-13,,Question
dmlc/xgboost,12201,Update CUDA compute arch requirement.,open,2026-05-10,,Compatibility
dmlc/xgboost,12143,RAPIDS 26.02 support,closed,2026-04-06,2026-04-18,Feature Request
dmlc/xgboost,12194,Bump python requirement to 3.12.,closed,2026-04-30,2026-05-05,Question
dmlc/xgboost,11413,Make all tutorials multi-language,open,2025-04-17,,Documentation
dmlc/xgboost,12130,RFC: Honest categorical splitting for partition-based categorical features,open,2026-03-26,,Feature Request
dmlc/xgboost,12189,[bug] SearchSorted missing equality check causes OOV categories to silently map to wrong training category,closed,2026-04-28,2026-04-30,Bug
dmlc/xgboost,12183,predict doesn't get the best model when early stopping used in XGBClassifier,closed,2026-04-26,2026-04-29,Question
dmlc/xgboost,12172,Issue with latest CCCL thrust reduce.,open,2026-04-18,,Question
dmlc/xgboost,11470,Support building xgboost from source for cuda code with clang++,closed,2025-05-19,2026-04-28,Feature Request
dmlc/xgboost,12186,C++ tests fail to build on macOS due to mkdtemp not declared,closed,2026-04-27,2026-04-28,Bug
dmlc/xgboost,10825,`scale_pos_weight` and `sample_weight` give inconsistent results.,open,2024-09-17,,Question
dmlc/xgboost,12177,XGBoost silent process kill with sparse polars Categorical codes,open,2026-04-21,,Question
dmlc/xgboost,12135,[jvm-packages] XGBoost4j-Spark fails on Spark 4.0 with NoSuchMethodError in Param constructor,closed,2026-04-01,2026-04-22,Bug
dmlc/xgboost,12168,"cuDF 26.02 support: missing-data handling in cuDF inputs fails, ""mask must be of integer type or bit field type""",closed,2026-04-16,2026-04-18,Bug
dmlc/xgboost,12138,xgboost 3.2.0 crashes with cudf 26.02 when there are categorical features,closed,2026-04-01,2026-04-18,Bug
dmlc/xgboost,12166,Clarify arm support for xgboost-cpu package,closed,2026-04-16,2026-04-17,Feature Request
dmlc/xgboost,11874,CUDA OOM when training XGBoost with DaskQuantileDMatrix on high-dimensional dataset,open,2025-12-14,,Compatibility
dmlc/xgboost,12065,[Docs] Add tutorial for distributed XGBoost on Kubernetes using Kubeflow Trainer (V2),closed,2026-03-08,2026-03-12,Feature Request
dmlc/xgboost,7946,Improve GPU sketching with skewed data.,closed,2022-05-26,2026-04-16,Question
dmlc/xgboost,11421,RAM problem using xgb.QuantileDMatrix with NA values,open,2025-04-21,,Question
facebookresearch/faiss,5164,"CUDA 13 compilation failure (MSVC / NVCC): invalid identifiers in MergeNetworkWarp.cuh (e.g., bool char)",open,2026-04-30,,Bug
facebookresearch/faiss,5039,[Feature Request] Saving GPU-Translated States for Fast CPU-to-GPU Transfers,open,2026-04-03,,Feature Request
facebookresearch/faiss,4016,cuVS support for IDSelector APIs,closed,2024-11-05,2026-05-04,Feature Request
apache/airflow,63036,E2E: Improve Playwright test patterns and assertions,closed,2026-03-07,2026-05-10,Question
apache/airflow,66020,Code is loading and never shown,open,2026-04-28,,Question
apache/airflow,66480,"Status of testing Providers that were prepared on May 06, 2026",open,2026-05-06,,Question
apache/airflow,49146,Tasks get stuck in a running state sometimes despite having exectuation_timeout and retries set when running locally via airflow standalone,open,2025-04-11,,Question
apache/airflow,66345,Issue in Docker Provider when using mounts parameter,open,2026-05-04,,Documentation
prefecthq/prefect,21890,Add Hugging Face Dataset Integration for Prefect,open,2026-05-10,,Feature Request
prefecthq/prefect,21873,Support __FILE suffix for environment variables to load secrets from files,open,2026-05-08,,Feature Request
prefecthq/prefect,17772,Flow run wait_for isn't waiting for all dependent task runs to finish,open,2025-04-08,,Question
prefecthq/prefect,21638,Task not marked as Failed when task fails consistently in Dask Cluster,open,2026-04-21,,Bug
prefecthq/prefect,19218,concurrency lease duration of 1 day is an extremely limiting factor,open,2025-10-19,,Question
