repo,issue_id,title,state,created_at,closed_at,issue_type
ansible/ansible,86957,Add UnionTech / UniontechOS (openEuler-based) to RedHat OS family,open,2026-05-09,,Feature Request
ansible/ansible,84952,allow known_hosts module to create ~/.ssh dir,closed,2025-04-10,2026-04-24,Question
ansible/ansible,83367,"git module can ""lose"" local commits",closed,2024-06-05,2026-04-24,Question
ansible/ansible,86946,copy module - A worker was found in a dead state,open,2026-05-06,,Question
ansible/ansible,84668,dnf module - dnf group install fails without erroring when state: latest,open,2025-02-04,,Bug
ansible/ansible,86146,ansible.builtin.file: Path handling broken for relative destination path,open,2025-11-07,,Question
ansible/ansible,86828,user: add password_last_change_day,open,2026-04-13,,Feature Request
ansible/ansible,83321,rpm_key does not work with ftp:// URLs,closed,2024-05-29,2026-04-23,Question
ansible/ansible,77219,Ansible not running interpreter discovery on host after run_once and gather_facts disabled,open,2022-03-06,,Question
prometheus/prometheus,18652,"relabel.Config YAML marshaling drops explicit replacement: """" / separator: """"",open,2026-05-08,,Question
prometheus/prometheus,18533,Deltas: Create a method to debug start time issues,open,2026-04-16,,Bug
prometheus/prometheus,4440, Feat Req: Autorefresh for alerts page,open,2018-07-31,,Question
prometheus/prometheus,17512,prometheus api hangs,closed,2025-11-10,2025-11-10,Question
prometheus/prometheus,18630,Flaky test timeouts,open,2026-05-06,,Question
prometheus/prometheus,18490,Rule health page filtering does not include group or file names,open,2026-04-08,,Question
grafana/grafana,112165,Dependency Dashboard,open,2025-10-08,,Question
grafana/grafana,124526,"Request new 3D data view, xyz chart work with lots of bug",open,2026-05-10,,Bug
grafana/grafana,105966,Fix betterer issues for oss big tent,closed,2025-05-23,2026-05-10,Question
grafana/grafana,124522,"PromQL: builder can not parse promql correctly when filtering condition contains ""[""",open,2026-05-10,,Installation
argoproj/argo-cd,27725,Invalid gitops-engine version in v3.4.1,open,2026-05-06,,Compatibility
argoproj/argo-cd,14098,runtime error: invalid memory address or nil pointer dereference,open,2023-06-16,,Bug
argoproj/argo-cd,27778,Establish a set of chore tasks needed for each release,open,2026-05-10,,Question
argoproj/argo-cd,27773,UI: Parameters tab renders Directory section for Helm apps with out-of-chart valueFiles (v3.4.1 regression),open,2026-05-10,,Question
argoproj/argo-cd,14148,Change `Failed to apply normalization` warning,open,2023-06-21,,Bug
argoproj/argo-cd,26729,Enhancement Proposal: KubeConfigExecProvider for Dynamic Cluster Credentials,open,2026-03-08,,Feature Request
istio/istio,60165,Merging port level traffic policies,closed,2026-05-09,2026-05-10,Question
istio/istio,60169,Merging port level traffic policies,open,2026-05-10,,Question
istio/istio,59023,k8s API watch connections become stale or hang after several days,open,2026-02-06,,Question
istio/istio,59021,[1.28.1] Gateway API BackendTLSPolicy cross-namespace ConfigMap CAs intermittently fail SDS sync (invalid:// WARMING),open,2026-02-06,,Bug
istio/istio,59011,Forcing minProtocolVersion to TLSV1_3 does not work,open,2026-02-05,,Compatibility
istio/istio,58935,The waypoint gRPC gateway function is abnormal.,open,2026-01-28,,Question
istio/istio,58934,Migration from Istioctl to Helm Chart,open,2026-01-28,,Question
istio/istio,58926,Buffer filter incompatible with HTTP upgrades,open,2026-01-27,,Compatibility
istio/istio,58913,conflict between Kata Containers and Istio sidecar mode with cni,open,2026-01-27,,Question
istio/istio,58907,"Suggest supporting session affinity, session isolation, and full session lifecycle management with istio",open,2026-01-27,,Feature Request
istio/istio,58906,"Suggest supporting Basic, Signature, Bearer authentication using Istio resources",open,2026-01-27,,Feature Request
istio/istio,58899,use-waypoint-namespace - docs misleading,open,2026-01-26,,Documentation
istio/istio,58898,"Pilot connects to multiple Kubernetes clusters. If the service resource data in the multiple Kubernetes clusters is inconsistent, such as having different ports, which service object resource should pilot use?",open,2026-01-26,,Question
istio/istio,58749,virtual service rewrite doesn't work in ambient mode - cannot access gcs,open,2026-01-13,,Question
fastapi/fastapi,617,Further develop startup and shutdown events,open,2019-10-13,,Question
fastapi/fastapi,15401,SSE `stream_item_type` not propagated through `APIRouter` + `include_router`,open,2026-04-21,,Question
fastapi/fastapi,12419,"Question about ""Required, can be None"" parameter",open,2024-10-10,,Question
pallets/flask,5991,<spam>,closed,2026-04-10,2026-04-10,Question
pallets/flask,5999,Missing tests: 9 source files have no test coverage,closed,2026-04-17,2026-04-17,Question
pallets/flask,6000,Missing tests: 9 source files have no test coverage,closed,2026-04-17,2026-04-17,Question
pallets/flask,6001,Missing tests: 9 source files have no test coverage,closed,2026-04-17,2026-04-17,Question
pallets/flask,6002,Missing tests: 9 source files have no test coverage,closed,2026-04-17,2026-04-17,Question
pallets/flask,6011,<spam>,closed,2026-04-28,2026-04-28,Question
pallets/flask,5993,<spam>,closed,2026-04-13,2026-04-13,Question
encode/starlette,3203,Replace inline server list with link to ASGI implementations page,open,2026-03-24,,Question
encode/starlette,734,Endpoint class decorators,closed,2019-11-25,2026-04-21,Question
plotly/plotly.py,3065,Error on using add_vline with text annotation for data with date-time x axis,closed,2021-02-05,2026-05-08,Bug
plotly/plotly.py,5427,"Bug: `make_subplots()` doesn't use shared x-axes for traces on different subplots, even when `shared_xaxes` is set to True",open,2025-11-20,,Bug
plotly/plotly.py,5248,The border disappears after adding zorder.,open,2025-06-24,,Feature Request
plotly/plotly.py,5562,[BUG]: Access blocked for OpenStreetMap tiles,open,2026-04-05,,Bug
plotly/plotly.py,5591,[BUG]: Python to_html output disrespects containing HTML vertical height,open,2026-05-06,,Bug
plotly/plotly.py,5585,[BUG]: Unexpected display of Scattergl with more than 40 subplots,open,2026-04-30,,Bug
plotly/plotly.py,5589,[BUG]: CI scripts still reference CircleCI,open,2026-05-04,,Bug
plotly/plotly.py,3910,`on_selection` callback seems to not get fired,open,2022-10-02,,Question
plotly/plotly.py,5584,[BUG]: plotly is installing `js` top-level package with data files,closed,2026-04-30,2026-05-01,Bug
plotly/plotly.py,5362,Animations: let 'Play' button support different durations for different frames,open,2025-10-02,,Feature Request
plotly/plotly.py,5552,[FEATURE]: Access values calculated / derived by plotly.js as part of plotting,open,2026-03-31,,Feature Request
plotly/plotly.py,5583,Non idiomatic method y_axis,open,2026-04-23,,Question
plotly/plotly.py,5582,"[BUG]: barmode=""group"" not working with second y axis",open,2026-04-23,,Bug
jupyter/notebook,5290,"i downloaded jupyter notebook through anaconda but as it started ,it showed kernel error...please help",closed,2020-03-17,2025-05-09,Bug
jupyter/notebook,4048,Realtime output from a shell command in Jupyter notebook,closed,2018-09-28,2025-05-09,Question
jupyter/notebook,6291,"Terminal Command run using (! python ), doesn't show real-time output log",closed,2022-02-24,2025-05-09,Question
jupyter/notebook,6277,[FR/QST] How do I flush stdout in a `%%script bash` cell?,closed,2022-01-21,2025-05-09,Question
jupyter/notebook,7879,Add zizmor as a security layer for future github actions changes,closed,2026-03-30,2026-05-09,Feature Request
jupyter/notebook,4471,"A symbolic link to an unreadable directory results in Jupyter dashboard unable to render the directory tree. ""Server error: directory does not exist.""",open,2019-03-11,,Bug
jupyter/notebook,4438,500 : Internal Server Error (on jupyter and notebook updates),open,2019-03-01,,Bug
jupyter/notebook,4451,windows 10 websocket handshake localhost server,open,2019-03-05,,Compatibility
jupyter/notebook,4459,"Python crashes while opening a file in Jupyter notebook [32 bit, windows 8]",open,2019-03-07,,Bug
jupyter/notebook,4473,no to .py in lab model,open,2019-03-12,,Question
jupyter/notebook,4446,Event loop already running? and restarting not possible (There is no currente ven lop in thread 'Thread-2'),open,2019-03-04,,Question
jupyter/notebook,4436,ModuleNotFoundError: No module named 'notebook.services',open,2019-03-01,,Bug
jupyter/notebook,4464,Thanks. I am using Ubuntu16.04 with anconda3.5 and i create an virtual environment where python version is 3.6. I fixed it by `conda install tornado==5.1.1` in my virtual env. I also use `pip install tornado==5.1.1` for more scurity~haha,open,2019-03-09,,Installation
jupyter/notebook,7575,Option to %cd relative to current file,open,2025-02-02,,Question
jupyter/notebook,7777,How to set up CDN acceleration for static files across multiple extensions？,open,2025-11-25,,Question
jupyter/notebook,7722,Notebook to PDF converting forces markdown title numbering,open,2025-09-11,,Question
jupyter/notebook,7585,"pdb, environment setup, and addition of ""breakpoint"" in .ipynb file(s)",open,2025-02-09,,Feature Request
jupyter/notebook,7838,Remove Python 3.15 pin on CI,open,2026-02-24,,Question
jupyter/notebook,7701,`Documentation Fix: Add clear instructions for local dev environment setup`,open,2025-08-14,,Feature Request
jupyter/notebook,7904,Lack of visual feedback when refreshing file browser,open,2026-05-02,,Question
jupyter/notebook,7647,"""Indent with Tab"" setting in Notebook 7+ has no effect in code cells",closed,2025-05-01,2025-05-06,Question
jupyterlab/jupyterlab,9137,Bash's B is misaligned with the other symbols in he launcher pad (and consider switching to the official Bash icon),closed,2020-10-04,2026-05-10,Question
jupyterlab/jupyterlab,2951,Editor writes inserted text to different in-file location than displayed,open,2017-08-31,,Question
jupyterlab/jupyterlab,18644,Add documentation about Metadata Editor - Advanced Tools interface,open,2026-03-15,,Feature Request
jupyterlab/jupyterlab,17569,Use `window.matchMedia` to auto-switch between light and dark mode,closed,2025-05-15,2025-11-10,Question
jupyterlab/jupyterlab,3890,Function arguments stay on one line in Shift+Tab Doc Help,closed,2018-02-18,2025-11-10,Documentation
jupyterlab/jupyterlab,4921,JavaScript output is disabled in JupyterLab  (Bokeh) ,closed,2018-07-18,2025-11-10,Question
jupyterlab/jupyterlab,4106,[Feature Request] Adjustable scrolling output box,closed,2018-03-04,2025-11-10,Feature Request
jupyterlab/jupyterlab,18810,Better image viewer: fit picture in panel & simple zoom (+/−),open,2026-04-28,,Question
jupyterlab/jupyterlab,18257,`Notebook No Kernel › Should maintain no kernel state when adding cells` is too flaky,open,2025-12-21,,Feature Request
jupyterlab/jupyterlab,18862,Investigate using CSS anchor positioning for better performance,open,2026-05-09,,Performance
jupyterlab/jupyterlab,18857,Trust notebook without saving or modifying the notebook file,open,2026-05-08,,Question
vercel/next.js,93583,[Bug] Windows: sass-loader fails to resolve SCSS imports from node_modules in webpack mode (not Turbopack),open,2026-05-07,,Bug
vercel/next.js,93732,Security: dev-mode XSS via unescaped x-nextjs-request-id in bootstrapScriptContent,closed,2026-05-10,2026-05-10,Feature Request
vercel/next.js,93729,updateTag does not invalidate prefetched RSC payloads when returning via prefetched Link,closed,2026-05-09,2026-05-09,Question
vuejs/core,9145,Dependency Dashboard,open,2023-09-06,,Question
vuejs/core,14787,[runtime-vapor] UI does not update correctly when reactive data changes,open,2026-05-07,,Question
vuejs/core,14745,"The union type only includes boolean, which is false, and it has nothing to do with the order",closed,2026-04-21,2026-04-22,Question
vuejs/core,14746,Deeply unwraps refs in reactive objects lead Typescript error,closed,2026-04-21,2026-04-22,Bug
vuejs/core,14733,`onScopeDispose` can cause a SSR memory leak,closed,2026-04-16,2026-04-22,Performance
vuejs/core,14701,[Teleport] TypeError: Cannot read properties of null (reading 'subTree') during Suspense resolve — regression in 3.5.32,closed,2026-04-09,2026-04-22,Bug
vuejs/core,14727,Quickly switch Transition,closed,2026-04-15,2026-04-22,Question
vuejs/core,14741,Textarea resize styles are lost after updates,closed,2026-04-20,2026-04-22,Question
vuejs/core,14724,`:deep` within `:is` is not resolved when there is another selector,closed,2026-04-14,2026-04-22,Question
vuejs/core,14781,Vapor compiler orders `useId()` differently than SSR compiler,closed,2026-05-05,2026-05-06,Installation
vuejs/core,10514,TypeScript error (TS2590) when defining a prop as a union type of many (> 315) literal values and a non-primitive type,open,2024-03-13,,Bug
vuejs/core,8487,(runtime-core): Runtime error when mistakenly converting symbols to a string during props validation,closed,2023-06-02,2026-05-06,Bug
sveltejs/svelte,18198,Document the minimum supported browser version,open,2026-05-09,,Feature Request
sveltejs/svelte,18199,missing <style>-Tag in WebComponent,open,2026-05-09,,Question
sveltejs/svelte,13638,Svelte 5: Custom element's default <slot> not created when no initial children are passed,open,2024-10-17,,Question
sveltejs/svelte,18166,Add possibility to set svelte:boundary `pending` prop to `null`,open,2026-05-01,,Feature Request
sveltejs/svelte,18191,SSR compiler does not unwrap $derived thunk for dynamic components with member expressions,closed,2026-05-08,2026-05-08,Installation
sveltejs/svelte,9961,"Svelte 5: Inaccurate source maps when `lang=""ts""` is enabled",open,2023-12-19,,Question
sveltejs/svelte,18188,"Can't access property ""is_rendered"" of null",open,2026-05-07,,Question
sveltejs/svelte,6844,Adding and removing a comment changes result of build process.,open,2021-10-13,,Feature Request
sveltejs/svelte,18182,style:property directive behavior inconsistent with invalid CSS values on updates,open,2026-05-06,,Question
angular/angular,68660,Proposal for a Long-Term Support (LTS) Strategy for Enterprise Development,open,2026-05-10,,Feature Request
angular/angular,68659,"inheritance guide's ""Forwarding injected dependencies"" section could lead with inject()",open,2026-05-10,,Question
angular/angular,68475,.md docs version,open,2026-04-30,,Documentation
angular/angular,68382,feat(vscode-extension): Add right click generate using console for easier schematics generation,open,2026-04-26,,Feature Request
angular/angular,63112,Dependency Dashboard,open,2025-08-12,,Question
angular/angular,65263,Enable `withIncrementalHydration()` by default in for SSR Angular projects,closed,2025-11-14,2026-04-09,Question
angular/angular,68113,Allow derived components to reuse the template of another component via a compiler-recognized static reference,closed,2026-04-09,2026-04-09,Installation
angular/angular,37619,strictTemplates and strictNullChecks doesn't work well with optional chaining in templates,closed,2020-06-17,2026-04-09,Question
angular/angular,68109,New control flow breaks provider encapsulation,closed,2026-04-09,2026-04-09,Question
angular/angular,67929,docs: typos and grammar errors across documentation files,closed,2026-03-29,2026-04-09,Bug
ant-design/ant-design,57905,"DatePicker: day ""30"" missing and ""31"" duplicated; TimePicker shows 31/32/33 in minute/second columns (reproduces on official 5.x  and 6.x docs)",closed,2026-05-09,2026-05-10,Documentation
ant-design/ant-design,57906,搭配react-countup报错,open,2026-05-09,,Question
ant-design/ant-design,32498,Dependency Dashboard,open,2021-10-14,,Question
ant-design/ant-design,57833,在Next.js中使用 darkAlgorithm 主题算法 不起作用,closed,2026-04-30,2026-05-10,Question
ant-design/ant-design,37811,Conflict between disabled time and default keep previous hour value when change AM PM option,open,2022-09-30,,Question
ant-design/ant-design,37747,form.list组件里面支持update的功能吗,closed,2022-09-27,2026-05-09,Question
ant-design/ant-design,53105,Dropdown alignment issue,closed,2025-03-10,2026-05-09,Question
ant-design/ant-design,53134,The different behavior between getFieldValue and getFieldsValue,closed,2025-03-12,2026-05-09,Question
ant-design/ant-design,52758,普通按钮的禁用样式不应该与主要按钮一样,closed,2025-02-12,2026-05-09,Question
ant-design/ant-design,37817,arrowPointAtCenter is not correct,closed,2022-09-30,2026-05-09,Question
ant-design/ant-design,57904,"Select renders invalid ARIA-in-HTML markup: `input type=""search""` with `role=""combobox""` and no `list`",open,2026-05-09,,Question
ant-design/ant-design,57855,Form.Item triggers forced reflow on initial render via isVisible(offsetParent),open,2026-05-04,,Question
supabase/supabase,45759,Cmd+Enter/Ctrl+Enter saves column without applying foreign key in Table Editor,open,2026-05-10,,Question
supabase/supabase,45494,TradeShieldhq,open,2026-05-03,,Question
supabase/supabase,45754,Edge Functions cold start exceeds 10s timeout on free tier,open,2026-05-10,,Question
supabase/supabase,45751,Dashboard Auth Users page crashes – No QueryClient set.,open,2026-05-09,,Bug
supabase/supabase,45743,[Authentication] Receiving email send rate limit on sign up in spite of using Auth Email Hook,open,2026-05-09,,Question
supabase/supabase,43643,Self-hosted: `pg-wal` files grow indefinitely because `analytics` replication falls behind (see  #40546),open,2026-03-11,,Question
supabase/supabase,45738,self-hosted: analytics healthcheck reports healthy while /health returns 503,open,2026-05-09,,Question
supabase/supabase,45739,Refactor: Extract local cell formatter from SelectorGrid into common components,open,2026-05-09,,Question
prisma/prisma,5385,Use Prisma Client from within the browser to connect to SqlLite Javascript in memory database without server side,open,2021-02-01,,Performance
prisma/prisma,29541,"Update-available notice should be printed to stdout, not stderr (causes log aggregators to flag it as `error`)",open,2026-05-08,,Bug
prisma/prisma,29464,ARM64 Prisma generate not working in docker image node:25-slim/alpine,open,2026-04-13,,Documentation
prisma/prisma,28879,Prisma MariaDB Adapter Times Out With “pool timeout” When Underlying MariaDB Authentication Fails,closed,2025-12-08,2025-12-11,Bug
prisma/prisma,29150,Prisma 7 still attempts to download rust binaries on NixOS,open,2026-02-06,,Question
prisma/prisma,19007,Error object reused by Prisma Client.,closed,2023-04-28,2026-05-08,Bug
prisma/prisma,29478,Slow relational queries due to duplicate IN,open,2026-04-16,,Performance
prisma/prisma,27990,Spike in `Unable to start a transaction in the given time.` for new `prisma-client`,open,2025-08-28,,Question
prisma/prisma,8417,Being able to do a `create()` query for `Unsupported` types,open,2021-07-23,,Feature Request
prisma/prisma,18442,Support for `pg_vector`,open,2023-03-23,,Feature Request
prisma/prisma,2546,Clarify schema comments,closed,2020-05-25,2020-08-03,Question
prisma/prisma,20738,Support extended Prisma Clients on `TransactionClient` type,open,2023-08-18,,Feature Request
prisma/prisma,8896,`prisma pull` should add `///` comments based on postgres's `COMMENT`,open,2021-08-24,,Feature Request
prisma/prisma,8703,Support table and column comments modeled in Prisma,open,2021-08-11,,Feature Request
prisma/prisma,4474,Add multi-line / block comments to PSL / schema.prisma file,closed,2020-12-02,2024-12-13,Feature Request
prisma/prisma,29517,Support custom timezone offsets for MySQL DateTime fields,open,2026-04-27,,Feature Request
prisma/prisma,15997,Column ID `Decimal` primary key not allow autoincrement in database SQL Server ,open,2022-10-26,,Question
prisma/prisma,29519,[v7 prisma-client] Non-existent fields in `select` do not produce a TypeScript error,open,2026-04-28,,Bug
prisma/prisma,29533,High Cloudflare Workers CPU usage with request-scoped Prisma Client vs Drizzle,open,2026-05-05,,Feature Request
prisma/prisma,29534,crypto.randomUUID() not available on internal HTTP environment (non-secure context),open,2026-05-05,,Question
prisma/prisma,29527,PANIC: timer has gone away,closed,2026-05-03,2026-05-05,Question
prisma/prisma,29261,Inconsistent behavior from `prisma` CLI,open,2026-02-26,,Question
prisma/prisma,29532,High Cloudflare Workers CPU usage with request-scoped Prisma Client vs Drizzle,closed,2026-05-05,2026-05-05,Feature Request
typeorm/typeorm,12234,INSERT/UPDATE omits shared join column when relation is set to plain id (0.3.28 regression),closed,2026-03-18,2026-05-10,Question
typeorm/typeorm,12445,.limit() performance regression in v0.3.29,open,2026-05-10,,Performance
typeorm/typeorm,12019,Unnecessary migrations generated with computed columns on MSSQL,closed,2026-02-20,2026-05-09,Question
typeorm/typeorm,12333,"`QueryBuilder`: `useIndex()`, `setLock(lockTables)` should escape indices and tables",open,2026-04-09,,Installation
typeorm/typeorm,8240,Support ViewEntity  dependency configuration,open,2021-10-03,,Feature Request
typeorm/typeorm,11589,TypeORM continuously generates redundant migrations for Virtual Generated Columns with JSON expressions,open,2025-08-04,,Question
typeorm/typeorm,12434,Add support for TC39 Temporal API,open,2026-05-07,,Feature Request
typeorm/typeorm,12444,Release emails even when master failed,open,2026-05-08,,Bug
typeorm/typeorm,3857,Performance of query with many `relations`,open,2019-03-20,,Performance
typeorm/typeorm,11803,Feature_Request: Implement Query Performance Analysis in TypeORM,open,2025-11-26,,Feature Request
typeorm/typeorm,12440,Column type is overwritten when JoinColumn references a column with another type (mssql),open,2026-05-08,,Question
typeorm/typeorm,6167,Set column position/order in addColumn,closed,2020-05-31,2022-04-16,Feature Request
hasura/graphql-engine,10821,Hasura Enterprise 2.48.12 appears to show sustained in-process memory growth under steady workload,open,2026-03-09,,Performance
hasura/graphql-engine,9592,Memory leak,open,2023-04-17,,Performance
hasura/graphql-engine,10355,v3-cli: connector-link overwrite if there is a model/command with the same name ,open,2024-07-15,,Question
hasura/graphql-engine,10343,v3-cli: ddn connector init Hint Changes,open,2024-07-15,,Question
hasura/graphql-engine,10368,"Modifying the `MONGO_CONNECTION_URI` to an invalid connection URI, restarts the connector container but doesn't use the new value",open,2024-07-15,,Question
hasura/graphql-engine,4972,Event triggers Advanced settings - Unselect all columns or start with no selected columns,open,2020-06-03,,Question
hasura/graphql-engine,10814,feature: Mask sensitive variables in GraphQL query logs (v2),closed,2026-02-28,2026-04-16,Feature Request
hasura/graphql-engine,4578,Actions Codegens - Community Contributions wanted!,open,2020-04-27,,Question
hasura/graphql-engine,1433,How to mark certain columns as required fields in the generated GraphQL schema,closed,2019-01-21,2024-08-05,Question
hasura/graphql-engine,9300,Make column operators work with relations in permissions,open,2022-12-14,,Question
hasura/graphql-engine,10778,Memory rise on `hasura metadata apply`,open,2025-09-24,,Performance
hasura/graphql-engine,10378,Unhelpful error message while using local db and incomplete docs,open,2024-07-15,,Bug
hasura/graphql-engine,10620,Request for HASURA_GRAPHQL_MAX_ALIAS_COUNT configurable in Hasura Cloud instance,open,2024-12-05,,Feature Request
hasura/graphql-engine,1184,docs: guide on using django migrations with hasura,open,2018-12-11,,Documentation
appwrite/appwrite,12258,README-CN.md Localization,open,2026-05-09,,Documentation
appwrite/appwrite,12227,[BUG] Sites deployment succeeds but accessing the site returns no available server in Appwrite 1.9.0,open,2026-05-06,,Bug
appwrite/appwrite,12247,"Global/project variables unusable on Appwrite 1.9.0 self-hosted: Console throws ""Param variableId is not optional"" and API scopes are unavailable",open,2026-05-08,,Question
appwrite/appwrite,11853,Export as CSV failing to complete,open,2026-04-10,,Bug
appwrite/appwrite,11928,New default column `createdBy`,open,2026-04-17,,Question
pingcap/tidb,68262,avoid eager TiKV client initialization in local backend,open,2026-05-10,,Question
alibaba/nacos,14872,容器部署3.2.0时， 使用postgresql，console会报8848端口冲突,open,2026-04-07,,Question
alibaba/nacos,15123,目前  npx skills add 命令，可以从 Nacos拉取skills吗？如何配置？,open,2026-05-10,,Feature Request
alibaba/nacos,15122,Was ist die Booking-Nummer? ((Booking.com: Kontakt aufnehmen & Hotline)),closed,2026-05-09,2026-05-09,Question
alibaba/nacos,15121,{{Booking.com telefonnummer}} Wie kann ich bei Booking den Anbieter kontaktieren?,closed,2026-05-09,2026-05-09,Question
alibaba/nacos,15120,Wie kann ich mich mit booking.com in Verbindung setzen?,closed,2026-05-09,2026-05-09,Question
alibaba/nacos,15119,Booking.com telefonnummer kostenlos,closed,2026-05-09,2026-05-09,Question
alibaba/nacos,15097,3.2.1 版本的“配置管理”菜单下的“历史版本”相关功能有bug,closed,2026-05-09,2026-05-09,Bug
alibaba/nacos,14882,"Nacos V3.2.0版本,Windows7新版控制台,页面色彩丢失",closed,2026-04-08,2026-05-09,Compatibility
alibaba/nacos,15087,使用nacos-server:v3.2.0镜像文件部署服务，存在以下高/中/低危漏洞问题，麻烦跟进修复,open,2026-05-08,,Question
alibaba/spring-cloud-alibaba,4307,upgrade the mybatis-spring-boot-starter dependency,closed,2026-04-20,2026-05-09,Question
alibaba/spring-cloud-alibaba,4285,"Send request fail, request = ConfigBatchListenRequest",open,2026-03-23,,Bug
alibaba/spring-cloud-alibaba,960,dubbo配置provider的group无效,open,2019-09-26,,Question
alibaba/spring-cloud-alibaba,4253,community: write an upgrade guide from 2024 to 2025.,closed,2026-02-07,2026-03-18,Question
alibaba/spring-cloud-alibaba,962,dubbo生产者配置version无效,closed,2019-09-26,2026-05-06,Compatibility
alibaba/spring-cloud-alibaba,961,希望dubbo调用者调用多服务的时候可以为每个服务配置group,open,2019-09-26,,Question
alibaba/spring-cloud-alibaba,4317,Fix CI warnings,closed,2026-04-29,2026-05-05,Question
alibaba/spring-cloud-alibaba,963,希望增加对dubbo服务的监控,closed,2019-09-26,2026-05-04,Question
alibaba/spring-cloud-alibaba,986,spring-cloud-alibaba-sentinel add exclude,closed,2019-10-09,2026-05-03,Feature Request
alibaba/spring-cloud-alibaba,4291,"Consumers with different groups create separate MQClientInstance per binding, causing thread explosion",open,2026-03-30,,Question
alibaba/spring-cloud-alibaba,4292,springboot test can not run in spring-cloud-alibaba 2025.0.0.0,open,2026-04-01,,Question
alibaba/spring-cloud-alibaba,4296,Question: Is the fix in #3644 effective in version 2025.1.0.0?,open,2026-04-07,,Compatibility
alibaba/spring-cloud-alibaba,994,Invalid starter definitions,closed,2019-10-16,2026-05-02,Question
alibaba/spring-cloud-alibaba,998,Consider adding a failure analyzer for Nacos Config startup failure,closed,2019-10-17,2026-05-01,Bug
alibaba/spring-cloud-alibaba,3970,项目是不在维护了嘛？,closed,2025-04-15,2025-07-06,Question
alibaba/spring-cloud-alibaba,4282,Nacos Client 2.3.2 shades `org.springframework.http.HttpHeaders` causing NoSuchMethodError with Spring Boot 3.2.x,closed,2026-03-12,2026-04-25,Bug
alibaba/spring-cloud-alibaba,1016,No service to register for nacos client...,closed,2019-10-25,2026-04-24,Question
alibaba/spring-cloud-alibaba,4308,feature: add automatic rebase workflow for Pull Requests,closed,2026-04-20,2026-04-24,Feature Request
alibaba/spring-cloud-alibaba,4294,"ErrCode:-401, ErrMsg:Client not connected, current status:UNHEALTHY and ErrCode:500, ErrMsg:Waited 3000",open,2026-04-04,,Question
alibaba/spring-cloud-alibaba,4313,Proposal: Add AGENTS.md for AI-assisted development,open,2026-04-24,,Feature Request
alibaba/spring-cloud-alibaba,1028,spring cloud client with feign 。if the client have eureka and nacos，cant discovery the nacos serveiceid,closed,2019-10-31,2026-04-23,Question
apache/echarts,21552,"[Bug] [Dual value axis] wrong value axis range when set axis max, alignticks and splitnumber",closed,2026-03-23,2026-05-10,Bug
apache/echarts,21551,"[Bug] 从5.5版本升级到 6.0, 可拖动区域鼠标自动变成手形, 如何改回默认或十字光标",closed,2026-03-22,2026-05-10,Bug
apache/echarts,19915,[Bug] eCharts xAxis label not align well when zooming in,open,2024-05-09,,Bug
apache/echarts,19914,[Bug] 折线图设置降采样sampling: 'lttb'时，选中非采样点，tooltip的formatter函数的params参数返回为空，tooltip也不会弹出,open,2024-05-09,,Bug
apache/echarts,19909,[Feature] 词云图中textStyle是否支持formatter函数,open,2024-05-08,,Feature Request
apache/echarts,19889,is there possible to enable decal pattern on mouse hover,closed,2024-05-02,2026-05-09,Question
apache/echarts,19643,自定义多个markPoint ，分别设置其z值，markPoint.label没有按照z值的大小来显示，z值只对图形标签(symbol)有用，对图形标签上的label不起作用,open,2024-02-25,,Question
apache/echarts,19912,"[Bug] boxplots are holding space for multiple series, while each series has a datasetIndex",open,2024-05-08,,Bug
apache/echarts,19906,"[Bug] geo3D.label.textStyle      Not effective， but ""echarts"": ""^4.6.0"",     ""echarts-gl"": ""^1.1.2"" is ok",open,2024-05-08,,Bug
apache/echarts,19899,"[Bug] When the x-axis type of the histogram is time and the time of the data in the series is discontinuous, the zoom range is limited. Use datazoom to zoom in. There will be problems with the zoom effect.",open,2024-05-07,,Bug
apache/echarts,19883,"手机端H5 使用echarts,我需要点击折线图或柱状图的时候获取seriesName，可是试了好多方法获取不到，涉及到多系列柱状图和折线图",closed,2024-04-30,2026-05-08,Question
apache/echarts,19880,[Bug] Chart affected by other chart options,closed,2024-04-30,2026-05-08,Bug
apache/echarts,19869,[Bug] Stacked lines aren't spaced properly on the x axis,open,2024-04-26,,Bug
apache/echarts,16766,"[Bug] do not combine dates on the chart line, when setting ""stack"" and type: 'time'",closed,2022-03-29,2026-05-08,Bug
apache/echarts,14563,Tooltip trigger: 'item' with Showsymbol:false,closed,2021-03-30,2026-05-08,Question
apache/echarts,21607,Label Text Width Fit Feature Request,open,2026-05-08,,Feature Request
apache/echarts,19904,"[Bug] series下使用 type: 'sankey', 时数据量过大的情况下内容展示不完整",open,2024-05-07,,Bug
apache/echarts,19897,[Bug] Bar chart display bug using the data drilldown transition animation,open,2024-05-07,,Bug
apache/echarts,10253,deformed geojson map,open,2019-04-10,,Question
apache/echarts,8773,axis equal as in matplotlib,open,2018-07-27,,Question
apache/echarts,16427,[Feature] Request for JSON Schema,open,2022-01-25,,Feature Request
apache/echarts,21606,[Feature] VisualMap滑块上的标签位置需要支持位置设置，可以避免滑块特别近时，两个标签数值重叠,open,2026-05-07,,Feature Request
apache/echarts,19878,图表tooltip联动的bug,closed,2024-04-29,2026-05-06,Bug
